# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	19. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	I
# Flight type and number:	Free Flight 7
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2870820	3008.8874	1841.1368	82.9111	-1.5365	0.8391	77.8126	0	0	0	1
2870840	3008.5801	1841.3047	98.4736	-1.8139	0.933	76.9735	-3.667	1.3197	5.5304	0
2870860	3008.1618	1841.51	113.7005	-2.2857	1.063	69.4897	-1.9786	0.3591	-72.4686	1
2870880	3007.6658	1841.7298	126.2695	-2.4801	1.0387	52.1931	-0.0824	-0.5963	-114.3364	1
2870900	3007.1698	1841.9255	134.5777	-2.2705	0.8304	31.2311	2.3093	-1.5893	-109.3039	0
2870920	3006.7576	1842.062	138.7619	-1.7444	0.5018	14.26	3.423	-1.9298	-67.0481	1
2870940	3006.472	1842.1263	140.2817	-1.1368	0.173	4.867	2.9834	-1.5236	-22.1677	1
2870960	3006.3029	1842.1312	140.7088	-0.6366	-0.0604	1.239	2.1152	-0.8712	-8.1964	1
2870980	3006.2174	1842.1021	140.7773	-0.3092	-0.1629	0.3134	1.0958	-0.1033	1.1864	1
2871000	3006.1792	1842.0661	140.8341	-0.1272	-0.1596	0.4098	0.6092	0.2481	1.6836	1
2871020	3006.1665	1842.0383	140.9413	-0.0354	-0.1056	0.5267	0.2781	0.3467	-0.3697	1
2871040	3006.1651	1842.0239	141.0448	-0.0153	-0.0314	0.4421	-0.0251	0.3698	-0.7418	1
2871060	3006.1604	1842.0257	141.1181	-0.0919	0.0738	0.2419	-0.6688	0.6185	-1.2063	1
2871080	3006.1283	1842.0534	141.1416	-0.2933	0.2375	-0.0741	-1.4029	1.0268	-1.8996	1
2871100	3006.0431	1842.1207	141.0884	-0.5851	0.452	-0.5237	-1.6987	1.2231	-2.6912	1
2871120	3005.8943	1842.2342	140.9321	-0.8703	0.6624	-1.0472	-1.3318	1.0022	-2.8119	1
2871140	3005.6949	1842.3857	140.6696	-1.0542	0.8034	-1.505	-0.5615	0.4694	-1.9938	1
2871160	3005.4726	1842.5556	140.3301	-1.1045	0.8398	-1.7765	0.1321	-0.1186	-0.7501	1
2871180	3005.2531	1842.7216	139.959	-1.0558	0.7752	-1.8408	0.4598	-0.574	0.2399	1
2871200	3005.0503	1842.8656	139.5938	-0.9642	0.6364	-1.7644	0.5252	-0.8838	0.6873	1
2871220	3004.8675	1842.9761	139.2532	-0.8712	0.4641	-1.6366	0.4419	-0.9205	0.7001	1
2871240	3004.7018	1843.0513	138.9391	-0.8004	0.3039	-1.5229	0.2849	-0.7397	0.4881	1
2871260	3004.5473	1843.0977	138.644	-0.7629	0.1869	-1.4562	0.0852	-0.4282	0.1965	1
2871280	3004.3967	1843.126	138.3566	-0.7545	0.1127	-1.4474	-0.0406	-0.2617	-0.1236	1
2871300	3004.2455	1843.1428	138.0651	-0.7544	0.0574	-1.4867	-0.0046	-0.2607	-0.3246	1
2871320	3004.0949	1843.149	137.7619	-0.7376	0.0056	-1.543	0.1482	-0.2754	-0.3121	1
2871340	3003.9504	1843.145	137.4479	-0.6908	-0.0355	-1.5753	0.3325	-0.1675	-0.0681	1
2871360	3003.8186	1843.1348	137.1318	-0.6195	-0.0516	-1.5543	0.4077	0.0103	0.2837	1
2871380	3003.7026	1843.1244	136.8261	-0.5376	-0.0445	-1.4823	0.4278	0.0933	0.4954	1
2871400	3003.6035	1843.117	136.5389	-0.4548	-0.0305	-1.3876	0.407	0.0748	0.4969	1
2871420	3003.5207	1843.1122	136.2711	-0.3752	-0.0264	-1.2937	0.3862	-0.013	0.4339	1
2871440	3003.4535	1843.1064	136.0214	-0.2995	-0.0434	-1.1991	0.3799	-0.1541	0.4822	1
2871460	3003.4009	1843.0948	135.7915	-0.2337	-0.0836	-1.0911	0.3033	-0.2573	0.6018	1
2871480	3003.36	1843.073	135.585	-0.19	-0.1416	-0.972	0.1474	-0.3454	0.6249	1
2871500	3003.3249	1843.0382	135.4027	-0.1752	-0.2044	-0.8581	-0.0108	-0.3085	0.5325	1
2871520	3003.2899	1842.9912	135.2417	-0.1838	-0.2594	-0.7589	-0.0986	-0.2405	0.4438	1
2871540	3003.2514	1842.9344	135.0991	-0.2034	-0.3054	-0.6687	-0.1151	-0.2143	0.4421	1
2871560	3003.2085	1842.8691	134.9742	-0.2257	-0.3434	-0.5811	-0.0996	-0.1741	0.4511	1
2871580	3003.1611	1842.797	134.8667	-0.2547	-0.3694	-0.5044	-0.1664	-0.0985	0.3464	1
2871600	3003.1066	1842.7213	134.7725	-0.3004	-0.3787	-0.4528	-0.2938	0.0145	0.1722	1
2871620	3003.0409	1842.6456	134.6855	-0.3601	-0.3762	-0.4268	-0.3433	0.0386	0.0547	1
2871640	3002.9626	1842.5708	134.6018	-0.4107	-0.3753	-0.4101	-0.2267	-0.0165	0.0807	1
2871660	3002.8767	1842.4955	134.5215	-0.4192	-0.3813	-0.3868	0.1075	-0.0704	0.149	1
2871680	3002.7949	1842.4183	134.4471	-0.3705	-0.3815	-0.3534	0.4265	0.0325	0.1999	1
2871700	3002.7285	1842.3428	134.3801	-0.2887	-0.3592	-0.3172	0.4828	0.1949	0.1756	1
2871720	3002.6794	1842.2746	134.3202	-0.2218	-0.3174	-0.285	0.2503	0.2712	0.1483	1
2871740	3002.6398	1842.2159	134.2661	-0.2045	-0.2808	-0.2595	-0.0769	0.1476	0.1118	0
2871760	3002.5976	1842.1623	134.2164	-0.2392	-0.2765	-0.2435	-0.3132	-0.0957	0.0521	1
2871780	3002.5441	1842.1053	134.1687	-0.3031	-0.3092	-0.2388	-0.3806	-0.2718	-0.0065	1
2871800	3002.4764	1842.0386	134.1209	-0.3651	-0.359	-0.245	-0.2857	-0.2751	-0.0602	1
2871820	3002.398	1841.9617	134.0707	-0.3986	-0.3979	-0.2592	-0.0768	-0.153	-0.0888	1
2871840	3002.317	1841.8794	134.0172	-0.3891	-0.4042	-0.2772	0.1835	0.0747	-0.1009	1
2871860	3002.2424	1841.8	133.9599	-0.3432	-0.3686	-0.293	0.3204	0.2911	-0.0701	1
2871880	3002.1797	1841.732	133.9	-0.2835	-0.2977	-0.2996	0.3129	0.4592	-0.0033	1
2871900	3002.129	1841.681	133.84	-0.2306	-0.2152	-0.2941	0.2334	0.4284	0.0668	1
2871920	3002.0874	1841.6459	133.7824	-0.1965	-0.1548	-0.2803	0.1192	0.2195	0.088	1
2871940	3002.0504	1841.619	133.7279	-0.1895	-0.139	-0.2668	-0.0284	-0.0733	0.0558	1
2871960	3002.0117	1841.5903	133.6757	-0.221	-0.1616	-0.2589	-0.2664	-0.2082	0.025	1
