# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	13. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	B
# Flight type and number:	Free Flight 5
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1862260	2994.7658	1857.2772	128.7898	1.3022	3.0509	-4.2472	0	0	0	1
1862280	2995.0262	1857.8874	127.9404	1.4103	3.3424	-5.3277	1.5039	4.0555	-13.4257	1
1862300	2995.3299	1858.6141	126.6588	1.5732	3.7787	-7.5076	0.4707	1.2697	-11.1258	1
1862320	2995.6555	1859.3988	124.9374	1.6191	3.8817	-9.3419	-0.0966	-0.4495	-8.0366	0
1862340	2995.9775	1860.1668	122.922	1.552	3.6586	-10.1758	-0.6186	-1.9766	-0.8199	1
1862360	2996.2763	1860.8623	120.867	1.405	3.235	-9.801	-0.9203	-2.526	5.3751	1
1862380	2996.5395	1861.4608	119.0016	1.2128	2.7445	-8.5871	-1.0332	-2.4508	7.7454	1
1862400	2996.7614	1861.9601	117.4322	1.0028	2.2501	-7.076	-1.1448	-2.5675	8.0527	1
1862420	2996.9406	1862.3608	116.1712	0.8217	1.8038	-5.675	-0.7878	-2.0526	6.3015	1
1862440	2997.0901	1862.6816	115.1622	0.7292	1.4781	-4.5905	-0.1686	-1.2237	4.5427	1
1862460	2997.2323	1862.9521	114.335	0.7436	1.2875	-3.8495	0.3754	-0.5948	2.7976	1
1862480	2997.3875	1863.1966	113.6224	0.8315	1.1889	-3.4061	0.6144	-0.2869	1.4577	1
1862500	2997.5649	1863.4276	112.9725	0.9323	1.1247	-3.162	0.4929	-0.285	0.7814	1
1862520	2997.7605	1863.6465	112.3576	0.9934	1.0554	-3.0037	0.1398	-0.398	0.6523	1
