# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	13. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	D
# Flight type and number:	Free Flight 5
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1844220	3020.5314	1824.0503	74.7097	2.7727	4.3269	68.8104	0.0000	0.0000	0.0000	1
1844240	3021.0859	1824.9157	88.4717	3.0656	5.0623	68.3588	3.9602	9.1398	8.2881	0
1844260	3021.7576	1826.0752	102.0532	3.5366	6.5700	62.3930	1.7328	7.5620	-60.2505	1
1844280	3022.5005	1827.5437	113.4289	3.6852	8.0088	47.7155	-0.2048	6.9529	-98.1336	0
1844300	3023.2317	1829.2788	121.1394	3.4012	9.1401	29.3934	-2.6825	4.6145	-97.0142	1
1844320	3023.8610	1831.1998	125.1863	2.7317	9.8738	13.9707	-4.3365	2.4817	-63.3396	1
1844340	3024.3243	1833.2283	126.7276	1.8318	10.2955	4.7464	-4.8686	1.5878	-25.4616	1
1844360	3024.5937	1835.3179	127.0849	0.8310	10.5013	0.5020	-5.2866	0.3381	-12.4344	1
1844380	3024.6567	1837.4288	126.9284	-0.1770	10.5739	-1.0943	-4.9361	0.2380	-1.8461	1
1844400	3024.5229	1839.5475	126.6471	-1.1166	10.5841	-1.3479	-4.4996	-0.1133	1.0878	1
1844420	3024.2101	1841.6624	126.3893	-1.9542	10.5397	-1.1791	-3.9073	-0.3503	1.0068	1
1844440	3023.7412	1843.7634	126.1755	-2.6735	10.4479	-0.9268	-3.2846	-0.5808	1.5041	1
