# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	13. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	G
# Flight type and number:	Free Flight 5
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1857440	3001.0620	1852.1026	124.0631	0.1973	0.5332	-4.6890	0.0000	0.0000	0.0000	1
1857460	3001.1014	1852.2092	123.1253	0.1395	0.5345	-4.6874	-0.6310	0.0801	-0.8128	0
1857480	3001.1178	1852.3164	122.1881	-0.0107	0.5160	-4.3899	-0.9479	-0.2463	3.3503	1
1857500	3001.0972	1852.4156	121.3693	-0.2081	0.4711	-3.6193	-1.1134	-0.2794	5.1594	0
1857520	3001.0345	1852.5048	120.7404	-0.4005	0.4316	-2.7188	-0.9079	-0.1438	4.5065	1
1857540	3000.9369	1852.5882	120.2818	-0.5352	0.4162	-2.0510	-0.4923	-0.0053	2.3480	0
1857560	3000.8204	1852.6713	119.9200	-0.5788	0.4229	-1.7109	0.0333	0.0977	0.6361	1
1857580	3000.7054	1852.7574	119.5974	-0.5192	0.4395	-1.5182	0.5883	0.0864	0.9770	0
1857600	3000.6127	1852.8471	119.3128	-0.3736	0.4534	-1.3095	0.9618	0.0795	1.1498	1
1857620	3000.5560	1852.9388	119.0736	-0.1935	0.4487	-1.0757	0.9544	-0.0950	1.2523	0
1857640	3000.5353	1853.0265	118.8825	-0.0408	0.4124	-0.8556	0.6326	-0.2908	1.0413	1
1857660	3000.5397	1853.1037	118.7314	0.0494	0.3556	-0.6963	0.2649	-0.3266	0.5861	0
1857680	3000.5551	1853.1687	118.6040	0.0759	0.3023	-0.6176	-0.0276	-0.2276	0.1693	1
1857700	3000.5700	1853.2246	118.4843	0.0538	0.2659	-0.6055	-0.2313	-0.1344	-0.0970	0
1857720	3000.5766	1853.2751	118.3618	0.0066	0.2486	-0.6331	-0.2923	-0.0477	-0.2218	1
1857740	3000.5727	1853.3241	118.2311	-0.0366	0.2553	-0.6747	-0.1860	0.0986	-0.2276	0
1857760	3000.5620	1853.3772	118.0919	-0.0511	0.2934	-0.7117	0.0290	0.2836	-0.1560	1
