# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	19. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	C
# Flight type and number:	Free Flight 7
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2877421	2997.7291	1845.1911	18.9200	-0.0760	-0.3014	3.5399	0.0000	0.0000	0.0000	1
2877441	2997.7139	1845.1308	19.6280	-0.0877	-0.3477	4.0836	-0.1469	-0.5826	6.8424	0
2877461	2997.6940	1845.0520	20.5534	-0.1109	-0.4398	5.1657	-0.1128	-0.4471	5.2516	0
2877481	2997.6695	1844.9549	21.6943	-0.1316	-0.5219	6.1303	-0.0957	-0.3793	4.4548	0
2877501	2997.6414	1844.8432	23.0056	-0.1463	-0.5801	6.8137	-0.0537	-0.2130	2.5023	0
2877521	2997.6110	1844.7228	24.4197	-0.1543	-0.6118	7.1861	-0.0208	-0.0825	0.9688	0
2877541	2997.5796	1844.5985	25.8800	-0.1578	-0.6258	7.3506	-0.0115	-0.0455	0.5339	0
2877561	2997.5479	1844.4725	27.3600	-0.1589	-0.6300	7.4000	0.0031	0.0122	-0.1430	0
2877581	2997.5161	1844.3465	28.8400	-0.1589	-0.6300	7.4000	-0.0008	-0.0033	0.0383	0
2877601	2997.4843	1844.2205	30.3200	-0.1589	-0.6300	7.4000	0.0002	0.0009	-0.0103	0
2877621	2997.4525	1844.0945	31.8000	-0.1589	-0.6300	7.4000	-0.0001	-0.0002	0.0028	0
2877641	2997.4207	1843.9685	33.2800	-0.1589	-0.6300	7.4000	0.0000	0.0001	-0.0007	0
2877661	2997.3890	1843.8424	34.7600	-0.1589	-0.6300	7.4000	-0.0000	-0.0000	0.0002	0
2877681	2997.3572	1843.7164	36.2400	-0.1589	-0.6300	7.4000	0.0000	0.0000	-0.0001	0
2877701	2997.3254	1843.5904	37.7200	-0.1589	-0.6300	7.4000	-0.0000	-0.0000	0.0000	0
2877721	2997.2936	1843.4644	39.2000	-0.1589	-0.6300	7.4000	0.0000	0.0000	-0.0000	0
