# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	25. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	J
# Flight type and number:	Free Flight 10
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
3844560	3086.2199	1903.8376	116.3231	-44.6058	-6.0770	-5.6884	0.0000	0.0000	0.0000	1
3844580	3077.2987	1902.6222	115.1854	-53.0232	-7.1378	-7.9482	-109.1705	-13.0490	-26.8945	0
3844600	3065.0106	1900.9825	113.1438	-68.0883	-9.3828	-12.8754	-68.3602	-11.4476	-28.0071	1
3844620	3050.0634	1898.8691	110.0352	-75.9595	-11.7487	-17.3428	-16.2543	-12.2198	-21.1279	1
3844640	3034.6268	1896.2830	106.2067	-71.7743	-13.9566	-18.6514	59.9690	-10.5674	4.5261	1
3844660	3021.3537	1893.2864	102.5746	-57.1506	-15.6770	-15.1923	100.8989	-7.0910	32.5030	1
3844680	3011.7666	1890.0122	100.1297	-39.2868	-16.6207	-8.1742	89.3400	-2.7126	43.5315	1
3844700	3005.6390	1886.6382	99.3049	-24.6342	-16.6285	-0.6493	60.6653	2.9646	36.3840	1
3844720	3001.9129	1883.3608	99.8700	-15.5448	-15.8767	4.8156	28.2312	5.3592	19.4170	1
3844740	2999.4211	1880.2875	101.2312	-11.1671	-14.7692	7.4454	11.5406	6.2064	5.3568	1
3844760	2997.4461	1877.4531	102.8482	-9.4845	-13.6058	7.9119	3.1375	5.6544	-2.4661	1
3844780	2995.6272	1874.8452	104.3959	-9.1041	-12.5342	7.1932	-0.6688	5.1437	-5.8833	1
3844800	2993.8045	1872.4394	105.7255	-9.2102	-11.6234	6.0115	-1.0544	4.0940	-6.7295	1
3844820	2991.9432	1870.1958	106.8005	-9.3869	-10.9343	4.8509	-0.8890	2.8068	-5.3731	1
3844840	2990.0497	1868.0657	107.6659	-9.4902	-10.4720	3.9992	-0.2154	1.7016	-3.2372	1
3844860	2988.1471	1866.0070	108.4002	-9.4773	-10.1807	3.5254	0.3788	1.0996	-1.3200	1
3844880	2986.2588	1863.9935	109.0760	-9.3557	-10.0088	3.3402	0.8447	0.6657	-0.2713	1
3844900	2984.4048	1862.0035	109.7363	-9.1293	-9.9803	3.3091	1.3930	-0.2158	0.0800	1
3844920	2982.6071	1860.0013	110.3996	-8.7892	-10.1736	3.3584	2.0173	-1.6393	0.4111	1
3844940	2980.8891	1857.9341	111.0797	-8.3404	-10.6277	3.4719	2.5083	-2.9886	0.7758	1
3844960	2979.2709	1855.7502	111.7884	-7.8001	-11.3012	3.6187	2.9111	-3.8913	0.7961	1
3844980	2977.7691	1853.4136	112.5271	-7.1776	-12.1184	3.7451	3.3007	-4.3694	0.5363	1
3845000	2976.3999	1850.9029	113.2864	-6.4664	-13.0230	3.8116	3.7852	-4.7369	0.1436	1
3845020	2975.1825	1848.2044	114.0518	-5.6551	-13.9700	3.8055	4.3327	-4.8553	-0.2051	1
3845040	2974.1379	1845.3149	114.8087	-4.7480	-14.8856	3.7262	4.7882	-4.4903	-0.5913	1
3845060	2973.2833	1842.2501	115.5423	-3.7722	-15.6640	3.5768	5.0314	-3.4697	-0.9183	1
3845080	2972.6290	1839.0493	116.2394	-2.7605	-16.2101	3.3656	5.1188	-2.0481	-1.2163	1
3845100	2972.1791	1835.7661	116.8885	-1.7329	-16.4921	3.1069	5.1647	-0.6864	-1.4045	1
3845120	2971.9358	1832.4524	117.4821	-0.6961	-16.5544	2.8210	5.2031	0.2202	-1.4982	1
3845140	2971.9007	1829.1443	118.0169	0.3475	-16.4792	2.5343	5.2528	0.6410	-1.4277	1
3845160	2972.0748	1825.8608	118.4959	1.3864	-16.3268	2.2773	5.1695	0.8932	-1.1643	1
3845180	2972.4552	1822.6136	118.9278	2.4058	-16.1085	2.0604	5.0190	1.2548	-0.9667	1
3845200	2973.0371	1819.4174	119.3200	3.4105	-15.8119	1.8668	4.9682	1.7137	-0.9293	1
3845220	2973.8194	1816.2889	119.6745	4.4344	-15.4378	1.6782	5.1774	2.0625	-0.9723	1
3845240	2974.8109	1813.2422	119.9913	5.5275	-15.0006	1.5023	5.6918	2.3067	-0.8385	1
3845260	2976.0304	1810.2886	120.2754	6.7209	-14.4962	1.3614	6.2674	2.6730	-0.5728	1
3845280	2977.4992	1807.4438	120.5359	8.0004	-13.8907	1.2551	6.6324	3.3068	-0.4247	1
3845300	2979.2306	1804.7323	120.7775	9.3066	-13.1456	1.1493	6.5785	4.1202	-0.5534	1
3845320	2981.2219	1802.1855	120.9956	10.5542	-12.2479	1.0028	6.0512	4.8986	-0.8843	1
3845340	2983.4523	1799.8332	121.1786	11.6545	-11.2221	0.7982	5.0741	5.4590	-1.1786	1
3845360	2985.8837	1797.6967	121.3149	12.5391	-10.1290	0.5414	3.8097	5.6395	-1.4067	1
3845380	2988.4679	1795.7816	121.3952	13.1868	-9.0662	0.2434	2.6068	5.1985	-1.5948	1
3845400	2991.1584	1794.0702	121.4122	13.6294	-8.1526	-0.0807	1.7077	4.1213	-1.6975	1
3845420	2993.9196	1792.5206	121.3629	13.9281	-7.4857	-0.3994	1.1726	2.5775	-1.5777	1
3845440	2996.7296	1791.0759	121.2525	14.1443	-7.0810	-0.6645	0.9141	1.3154	-1.1530	1
3845460	2999.5774	1789.6882	121.0971	14.3263	-6.8484	-0.8323	0.8346	0.7005	-0.5499	1
3845480	3002.4602	1788.3365	120.9195	14.5177	-6.6056	-0.8892	1.0033	1.2966	0.0226	1
3845500	3005.3845	1787.0459	120.7414	14.7583	-6.1090	-0.8570	1.3810	3.2701	0.3771	1
3845520	3008.3635	1785.8929	120.5767	15.0539	-5.1416	-0.7782	1.6752	6.2578	0.4804	1
