# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	M
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5376420	2995.3622	1849.3878	73.3735	-0.8822	-0.2088	67.2048	0.0000	0.0000	0.0000	1
5376440	2995.1857	1849.3461	86.8145	-1.0037	-0.1202	66.8013	-1.5242	0.8450	8.4370	0
5376460	2994.9607	1849.3397	100.0940	-1.2487	0.1611	61.1033	-1.1965	1.9354	-57.9577	1
5376480	2994.6863	1849.4105	111.2558	-1.4720	0.6362	47.0113	-1.0945	2.9761	-94.2726	1
5376500	2994.3719	1849.5942	118.8985	-1.6058	1.2081	29.4546	-0.4171	3.1032	-92.8091	1
5376520	2994.0439	1849.8937	123.0376	-1.5624	1.6853	14.7558	0.7257	1.9779	-60.0357	1
5376540	2993.7469	1850.2683	124.8009	-1.2677	1.8995	6.0643	2.1566	0.2507	-23.4288	1
5376560	2993.5369	1850.6536	125.4634	-0.6967	1.8006	2.1342	3.6889	-1.3900	-11.3570	1
5376580	2993.4683	1850.9886	125.6545	0.0710	1.4685	0.6450	4.3053	-2.2196	-1.8459	1
5376600	2993.5653	1851.2409	125.7214	0.8600	1.0599	0.2994	3.9347	-2.1275	0.0954	1
5376620	2993.8123	1851.4125	125.7743	1.4719	0.7236	0.2215	2.4527	-1.3888	-0.6314	1
5376640	2994.1540	1851.5304	125.8100	1.7608	0.5445	0.1652	0.4667	-0.3800	-0.1478	1
5376660	2994.5166	1851.6303	125.8403	1.7097	0.5105	0.1911	-1.1948	0.2261	0.4252	1
5376680	2994.8379	1851.7346	125.8864	1.4329	0.5231	0.2981	-1.8787	0.1198	0.8008	1
5376700	2995.0898	1851.8396	125.9596	1.0941	0.4664	0.4008	-1.7035	-0.5915	0.4359	1
5376720	2995.2755	1851.9211	126.0467	0.8027	0.2932	0.3930	-1.2249	-1.2694	-0.4472	1
5376740	2995.4109	1851.9568	126.1168	0.5761	0.0698	0.2410	-0.9611	-1.2087	-1.2111	1
5376760	2995.5060	1851.9490	126.1431	0.3804	-0.0757	0.0149	-0.9625	-0.4209	-1.2685	1
5376780	2995.5631	1851.9265	126.1228	0.1991	-0.0506	-0.1692	-0.8990	0.6858	-0.7157	1
5376800	2995.5856	1851.9288	126.0754	0.0534	0.1400	-0.2301	-0.6128	1.3925	0.0819	1
5376820	2995.5844	1851.9826	126.0307	-0.0266	0.4034	-0.1517	-0.2195	1.4652	0.7856	1
5376840	2995.5750	1852.0902	126.0147	-0.0273	0.6147	0.0183	0.2621	0.8261	1.0806	1
5376860	2995.5735	1852.2284	126.0381	0.0274	0.6780	0.1874	0.3587	-0.1697	0.7887	1
5376880	2995.5859	1852.3614	126.0897	0.0954	0.5790	0.2617	0.3957	-0.9512	0.0160	1
5376900	2995.6117	1852.4600	126.1427	0.1428	0.3932	0.2073	0.0499	-1.1581	-0.6506	1
5376920	2995.6431	1852.5186	126.1726	0.1993	0.2552	0.0749	0.2544	-0.4342	-0.8772	1
5376940	2995.6914	1852.5621	126.1727	0.4006	0.2754	-0.0236	1.4744	0.6331	-0.3239	1
5376960	2995.8033	1852.6288	126.1632	0.8822	0.4531	0.0264	3.3839	1.3771	0.7497	1
