# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	D
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5396840	2992.1475	1853.9487	119.9540	0.2398	-0.0123	-9.5164	0.0000	0.0000	0.0000	1
5396860	2992.1955	1853.9462	118.0507	0.2685	-0.0595	-9.4150	0.3703	-0.5311	-0.7086	0
5396880	2992.2549	1853.9249	116.1880	0.3208	-0.1755	-8.4950	0.2373	-0.7082	8.9171	1
5396900	2992.3238	1853.8760	114.6527	0.3512	-0.3134	-6.3572	0.0998	-0.7611	14.1572	0
5396920	2992.3954	1853.7995	113.6451	0.3334	-0.4185	-3.7555	-0.2296	-0.4004	13.6053	1
5396940	2992.4572	1853.7086	113.1505	0.2456	-0.4350	-1.6418	-0.6538	0.2099	8.3743	1
5396960	2992.4936	1853.6255	112.9884	0.0911	-0.3486	-0.4697	-0.9556	0.7225	2.7666	1
5396980	2992.4936	1853.5691	112.9626	-0.0937	-0.1946	-0.0167	-0.9908	0.9223	1.0151	1
5397000	2992.4562	1853.5476	112.9817	-0.2564	-0.0302	0.1040	-0.7004	0.8053	-0.1009	1
5397020	2992.3910	1853.5571	113.0042	-0.3624	0.0977	0.1074	-0.3562	0.5065	-0.0990	1
5397040	2992.3112	1853.5867	113.0247	-0.4094	0.1697	0.1175	-0.0852	0.1917	0.1940	0
5397060	2992.2273	1853.6249	113.0512	-0.4116	0.1965	0.1544	0.0860	0.0232	0.2294	1
5397080	2992.1465	1853.6653	113.0864	-0.3832	0.2057	0.1946	0.2223	0.0293	0.1934	1
5397100	2992.0740	1853.7072	113.1290	-0.3396	0.2169	0.2237	0.2511	0.0939	0.1035	1
5397120	2992.0107	1853.7520	113.1759	-0.3012	0.2262	0.2383	0.1593	0.0338	0.0359	1
5397140	2991.9535	1853.7977	113.2243	-0.2819	0.2190	0.2405	0.0284	-0.1087	-0.0166	1
5397160	2991.8979	1853.8396	113.2721	-0.2786	0.1971	0.2321	-0.0297	-0.1540	-0.0687	1
5397180	2991.8421	1853.8765	113.3172	-0.2733	0.1814	0.2142	0.0445	-0.0313	-0.1117	1
5397200	2991.7886	1853.9122	113.3578	-0.2448	0.1845	0.1875	0.2192	0.0920	-0.1558	1
5397220	2991.7441	1853.9503	113.3922	-0.1823	0.1924	0.1514	0.4189	0.0393	-0.1979	1
5397240	2991.7157	1853.9891	113.4183	-0.0942	0.1787	0.1029	0.5130	-0.1549	-0.2852	1
5397260	2991.7065	1854.0218	113.4333	-0.0069	0.1326	0.0426	0.4100	-0.3339	-0.3384	1
5397280	2991.7129	1854.0422	113.4354	0.0542	0.0665	-0.0191	0.2018	-0.3592	-0.3034	1
5397300	2991.7282	1854.0484	113.4257	0.0909	-0.0029	-0.0677	0.0967	-0.3475	-0.2073	1
5397320	2991.7493	1854.0410	113.4083	0.1409	-0.0632	-0.0873	0.2953	-0.3006	-0.0250	1
5397340	2991.7845	1854.0232	113.3908	0.2618	-0.0857	-0.0524	0.8390	-0.0156	0.2883	1
