# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	G
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5381820	3041.7980	1837.9696	129.8604	-5.0423	1.1301	1.1866	0.0000	0.0000	0.0000	1
5381840	3040.7896	1838.1956	130.0977	-5.4322	1.3063	0.9758	-5.4121	2.4607	-2.2551	1
5381860	3039.6251	1838.4921	130.2507	-6.0138	1.5565	0.4059	-1.7468	0.7309	-3.6263	1
5381880	3038.3841	1838.8182	130.2601	-6.1154	1.5362	-0.4138	0.9030	-0.9489	-4.7901	1
5381900	3037.1790	1839.1066	130.0852	-5.7048	1.2067	-1.3480	3.5341	-2.5880	-4.8442	1
5381920	3036.1021	1839.3009	129.7209	-5.0095	0.7124	-2.2424	4.1969	-2.8152	-4.2528	1
5381940	3035.1752	1839.3915	129.1882	-4.4292	0.2933	-3.0033	2.1608	-1.6947	-3.3904	1
5381960	3034.3305	1839.4182	128.5195	-4.2988	0.1338	-3.5903	-0.5060	-0.0104	-2.5938	1
5381980	3033.4557	1839.4451	127.7521	-4.8095	0.3045	-3.9311	-4.6486	1.7747	-1.0465	1
5382000	3032.4067	1839.5400	126.9471	-5.9028	0.7680	-3.9021	-7.0286	3.1141	1.1427	1
5382020	3031.0945	1839.7523	126.1913	-7.1792	1.3739	-3.4104	-6.7045	3.3753	3.8528	1
5382040	3029.5350	1840.0896	125.5830	-8.1058	1.8824	-2.5232	-3.2703	2.1352	5.5752	1
5382060	3027.8522	1840.5052	125.1820	-8.3005	2.0639	-1.5469	1.3066	-0.1611	4.9457	1
5382080	3026.2148	1840.9151	124.9642	-7.7436	1.8360	-0.8828	4.8407	-2.3515	2.1243	1
5382100	3024.7548	1841.2396	124.8288	-6.7347	1.3214	-0.7590	5.9454	-3.2457	-1.0828	1
5382120	3023.5209	1841.4437	124.6606	-5.6495	0.7576	-1.0797	5.2981	-2.7330	-2.7237	1
5382140	3022.4950	1841.5427	124.3970	-4.7245	0.3348	-1.5341	4.0526	-1.5821	-2.3326	1
5382160	3021.6311	1841.5776	124.0470	-4.0368	0.1104	-1.8431	2.8017	-0.5476	-0.9017	1
5382180	3020.8802	1841.5868	123.6597	-3.5794	0.0297	-1.9175	1.6939	-0.0839	0.3548	1
5382200	3020.1993	1841.5895	123.2800	-3.3076	-0.0015	-1.8523	0.9111	-0.1020	0.6057	1
5382220	3019.5572	1841.5862	122.9188	-3.1542	-0.0557	-1.8097	0.4844	-0.3956	0.0080	1
5382240	3018.9376	1841.5672	122.5561	-3.0449	-0.1607	-1.8932	0.5294	-0.6770	-0.8636	1
5382260	3018.3392	1841.5219	122.1615	-2.9370	-0.3091	-2.0976	0.5788	-0.8390	-1.3379	1
5382280	3017.7628	1841.4436	121.7171	-2.8387	-0.4833	-2.3450	0.4495	-0.9244	-1.2646	1
5382300	3017.2038	1841.3286	121.2235	-2.7678	-0.6675	-2.5643	0.2290	-0.9569	-0.9724	1
5382320	3016.6557	1841.1765	120.6914	-2.7098	-0.8358	-2.7218	0.2799	-0.8096	-0.6349	1
5382340	3016.1198	1840.9943	120.1348	-2.6296	-0.9433	-2.7922	0.4890	-0.3373	-0.1447	1
5382360	3015.6038	1840.7992	119.5745	-2.5114	-0.9547	-2.7381	0.7391	0.2416	0.6463	1
5382380	3015.1153	1840.6124	119.0396	-2.3782	-0.8794	-2.5465	0.6725	0.5988	1.3698	1
5382400	3014.6526	1840.4475	118.5559	-2.2698	-0.7622	-2.2732	0.4412	0.6543	1.5613	1
5382420	3014.2074	1840.3075	118.1303	-2.2083	-0.6451	-2.0233	0.1974	0.5280	1.0965	1
5382440	3013.7692	1840.1894	117.7466	-2.2103	-0.5377	-1.8821	-0.1767	0.5129	0.3378	1
5382460	3013.3233	1840.0924	117.3774	-2.2970	-0.4264	-1.8663	-0.6630	0.5842	-0.2651	1
5382480	3012.8504	1840.0189	117.0001	-2.4806	-0.3028	-1.9326	-1.2016	0.6663	-0.5073	1
5382500	3012.3310	1839.9713	116.6044	-2.7433	-0.1743	-2.0226	-1.5163	0.6509	-0.4540	1
5382520	3011.7531	1839.9491	116.1911	-3.0336	-0.0590	-2.1005	-1.5087	0.5382	-0.3289	1
5382540	3011.1175	1839.9477	115.7642	-3.2841	0.0245	-2.1590	-1.0939	0.3061	-0.2530	1
5382560	3010.4394	1839.9589	115.3275	-3.4413	0.0732	-2.1951	-0.4996	0.1383	-0.1474	1
5382580	3009.7410	1839.9770	114.8862	-3.4940	0.1106	-2.1869	0.0449	0.1657	0.1641	1
5382600	3009.0418	1840.0032	114.4527	-3.4821	0.1732	-2.1036	0.2079	0.4173	0.6611	1
5382620	3008.3482	1840.0463	114.0447	-3.4767	0.2821	-1.9427	-0.0533	0.7007	1.0185	1
5382640	3007.6512	1840.1160	113.6756	-3.5326	0.4222	-1.7401	-0.4913	0.7758	1.0922	1
5382660	3006.9351	1840.2151	113.3487	-3.6608	0.5567	-1.5404	-0.8418	0.6068	0.9456	1
5382680	3006.1868	1840.3387	113.0594	-3.8338	0.6663	-1.3687	-0.9740	0.4615	0.7702	1
5382700	3005.4016	1840.4816	112.8012	-4.0044	0.7618	-1.2273	-0.8074	0.4543	0.6333	1
5382720	3004.5851	1840.6434	112.5685	-4.1280	0.8582	-1.1118	-0.4906	0.5447	0.5177	1
5382740	3003.7504	1840.8249	112.3565	-4.1675	0.9358	-1.0186	0.0534	0.3272	0.4093	1
5382760	3002.9181	1841.0177	112.1611	-4.0977	0.9445	-0.9456	0.6208	-0.1578	0.3208	1
5382780	3002.1113	1841.2027	111.9783	-3.9005	0.8382	-0.8920	1.3075	-0.8697	0.2143	1
5382800	3001.3579	1841.3530	111.8042	-3.5525	0.5959	-0.8564	2.1394	-1.5631	0.1284	1
5382820	3000.6903	1841.4411	111.6357	-3.0429	0.2258	-0.8311	3.0222	-2.2163	0.1025	1
5382840	3000.1407	1841.4433	111.4718	-2.4151	-0.2195	-0.8036	3.4619	-2.4427	0.1505	1
5382860	2999.7243	1841.3533	111.3143	-1.7844	-0.6217	-0.7624	3.1063	-1.8557	0.2582	1
5382880	2999.4269	1841.1946	111.1669	-1.2956	-0.8332	-0.7068	1.9784	-0.4262	0.3262	1
5382900	2999.2060	1841.0200	111.0316	-1.0580	-0.7676	-0.6532	0.4440	1.1633	0.2597	1
5382920	2999.0037	1840.8876	110.9056	-1.0954	-0.4671	-0.6276	-0.9596	2.1054	0.0321	1
5382940	2998.7679	1840.8332	110.7805	-1.3250	-0.0720	-0.6484	-1.6460	2.1117	-0.2531	1
5382960	2998.4738	1840.8588	110.6462	-1.5742	0.2699	-0.7068	-1.1926	1.4598	-0.4013	1
5382980	2998.1382	1840.9411	110.4978	-1.6615	0.4700	-0.7656	0.2012	0.5512	-0.2669	1
5383000	2997.8091	1841.0468	110.3400	-1.5269	0.5183	-0.7825	1.3602	-0.1623	0.0701	1
5383020	2997.5275	1841.1485	110.1848	-1.2792	0.4664	-0.7426	1.4664	-0.5049	0.3718	1
5383040	2997.2975	1841.2333	110.0430	-1.0998	0.3937	-0.6679	0.5251	-0.3329	0.4479	1
5383060	2997.0875	1841.3059	109.9177	-1.0952	0.3592	-0.5957	-0.5558	-0.0093	0.3186	1
5383080	2996.8594	1841.3770	109.8047	-1.2323	0.3648	-0.5526	-1.0374	0.1461	0.1246	1
5383100	2996.5946	1841.4518	109.6966	-1.3975	0.3719	-0.5469	-0.7838	-0.0145	-0.0744	1
5383120	2996.3004	1841.5258	109.5859	-1.4980	0.3510	-0.5761	-0.2474	-0.2224	-0.2308	1
5383140	2995.9954	1841.5922	109.4662	-1.5121	0.3121	-0.6309	0.1628	-0.2148	-0.3472	1
5383160	2995.6955	1841.6506	109.3336	-1.4638	0.2769	-0.6940	0.3605	-0.1371	-0.3251	1
5383180	2995.4099	1841.7030	109.1886	-1.3744	0.2452	-0.7439	0.5316	-0.1265	-0.1965	1
5383200	2995.1458	1841.7487	109.0360	-1.2453	0.1889	-0.7683	0.7408	-0.3684	-0.0404	1
5383220	2994.9118	1841.7786	108.8813	-1.0703	0.0735	-0.7702	1.0220	-0.7669	0.0446	1
5383240	2994.7177	1841.7781	108.7279	-0.8595	-0.1101	-0.7607	1.1545	-1.1251	0.0628	1
5383260	2994.5680	1841.7345	108.5770	-0.6539	-0.3264	-0.7467	1.0214	-1.1859	0.0737	1
5383280	2994.4561	1841.6475	108.4292	-0.5186	-0.4938	-0.7270	0.4404	-0.6529	0.1136	1
5383300	2994.3605	1841.5370	108.2862	-0.5099	-0.5298	-0.6979	-0.3480	0.2714	0.1803	1
5383320	2994.2522	1841.4356	108.1501	-0.6308	-0.4245	-0.6617	-0.9604	0.9330	0.2066	1
5383340	2994.1082	1841.3672	108.0215	-0.8300	-0.2546	-0.6320	-1.1569	0.9534	0.1242	1
5383360	2993.9202	1841.3338	107.8973	-1.0408	-0.1172	-0.6260	-1.0174	0.4865	-0.0523	1
5383380	2993.6919	1841.3204	107.7711	-1.2237	-0.0509	-0.6493	-0.8128	0.1132	-0.2081	1
5383400	2993.4307	1841.3134	107.6376	-1.3739	-0.0287	-0.6873	-0.6656	0.0262	-0.2191	1
5383420	2993.1423	1841.3089	107.4962	-1.5039	-0.0104	-0.7164	-0.6060	0.1468	-0.0941	1
5383440	2992.8291	1841.3092	107.3510	-1.6269	0.0118	-0.7248	-0.6287	0.1214	0.0284	1
5383460	2992.4915	1841.3136	107.2063	-1.7395	0.0192	-0.7209	-0.5404	-0.0356	0.0411	1
5383480	2992.1333	1841.3169	107.0627	-1.8189	0.0025	-0.7189	-0.3058	-0.1330	-0.0138	1
5383500	2991.7640	1841.3146	106.9187	-1.8356	-0.0427	-0.7232	0.0957	-0.2791	-0.0447	1
5383520	2991.3991	1841.2998	106.7734	-1.7646	-0.1407	-0.7265	0.5898	-0.6173	-0.0085	1
5383540	2991.0581	1841.2583	106.6281	-1.5938	-0.3291	-0.7181	1.1390	-1.2647	0.0810	1
5383560	2990.7615	1841.1682	106.4862	-1.3415	-0.5987	-0.6918	1.5069	-1.6149	0.1857	1
5383580	2990.5215	1841.0188	106.3514	-1.0773	-0.8522	-0.6500	1.3191	-1.1595	0.2510	1
5383600	2990.3306	1840.8273	106.2262	-0.8967	-0.9684	-0.6028	0.5850	-0.0708	0.2469	1
5383620	2990.1628	1840.6314	106.1103	-0.8483	-0.9119	-0.5649	-0.1905	0.7926	0.1549	1
5383640	2989.9913	1840.4625	106.0002	-0.8882	-0.7584	-0.5487	-0.3916	0.9421	0.0109	1
5383660	2989.8076	1840.3281	105.8908	-0.9245	-0.6117	-0.5560	-0.0669	0.6089	-0.1003	1
5383680	2989.6215	1840.2179	105.7778	-0.9037	-0.5233	-0.5776	0.3071	0.2542	-0.1470	1
5383700	2989.4461	1840.1188	105.6598	-0.8362	-0.4879	-0.5973	0.4359	0.0455	-0.0733	1
5383720	2989.2870	1840.0227	105.5389	-0.7540	-0.4790	-0.6029	0.4055	0.0161	0.0231	1
5383740	2989.1445	1839.9272	105.4186	-0.6700	-0.4785	-0.5973	0.4171	-0.0280	0.0591	1
5383760	2989.0190	1839.8313	105.3000	-0.5796	-0.4763	-0.5930	0.4904	0.0423	-0.0001	1
5383780	2988.9126	1839.7367	105.1814	-0.4858	-0.4685	-0.5973	0.4827	0.0440	-0.0588	1
5383800	2988.8247	1839.6439	105.0611	-0.4067	-0.4586	-0.6029	0.3460	0.0641	-0.0243	1
5383820	2988.7499	1839.5532	104.9402	-0.3613	-0.4518	-0.5967	0.1086	0.0118	0.0777	1
5383840	2988.6802	1839.4632	104.8224	-0.3491	-0.4518	-0.5743	-0.0296	-0.0129	0.1637	1
5383860	2988.6103	1839.3725	104.7105	-0.3479	-0.4585	-0.5437	-0.0091	-0.0588	0.1606	1
5383880	2988.5410	1839.2798	104.6049	-0.3314	-0.4690	-0.5140	0.1581	-0.0579	0.1365	1
5383900	2988.4777	1839.1849	104.5049	-0.2910	-0.4778	-0.4860	0.2729	-0.0353	0.1342	1
5383920	2988.4246	1839.0887	104.4105	-0.2401	-0.4812	-0.4557	0.2785	-0.0002	0.1677	1
5383940	2988.3817	1838.9925	104.3226	-0.2005	-0.4763	-0.4235	0.1409	0.0339	0.1710	1
5383960	2988.3444	1838.8982	104.2411	-0.1842	-0.4539	-0.3971	0.0049	0.1605	0.1063	1
5383980	2988.3080	1838.8109	104.1638	-0.1818	-0.3990	-0.3831	-0.0271	0.3677	0.0294	1
5384000	2988.2717	1838.7386	104.0879	-0.1709	-0.3036	-0.3797	0.1114	0.6225	-0.0089	1
5384020	2988.2397	1838.6894	104.0119	-0.1403	-0.1897	-0.3819	0.2253	0.6105	-0.0095	1
5384040	2988.2156	1838.6627	103.9351	-0.1054	-0.1065	-0.3920	0.1795	0.3005	-0.0693	1
5384060	2988.1975	1838.6468	103.8551	-0.0927	-0.0945	-0.4200	-0.0386	-0.1829	-0.2021	1
5384080	2988.1785	1838.6249	103.7671	-0.1086	-0.1527	-0.4694	-0.1670	-0.4800	-0.3149	1
5384100	2988.1541	1838.5858	103.6673	-0.1316	-0.2389	-0.5273	-0.1035	-0.4751	-0.3076	1
5384120	2988.1259	1838.5293	103.5562	-0.1437	-0.3024	-0.5710	0.0101	-0.2155	-0.1589	1
5384140	2988.0966	1838.4648	103.4389	-0.1581	-0.3134	-0.5850	-0.0946	0.1204	0.0242	1
5384160	2988.0626	1838.4040	103.3222	-0.2022	-0.2785	-0.5716	-0.3384	0.2926	0.1404	1
5384180	2988.0157	1838.3534	103.2103	-0.2792	-0.2322	-0.5459	-0.4898	0.2445	0.1424	1
5384200	2987.9509	1838.3111	103.1038	-0.3609	-0.2141	-0.5224	-0.3871	-0.0261	0.1009	1
5384220	2987.8714	1838.2678	103.0013	-0.4160	-0.2417	-0.5062	-0.1792	-0.2965	0.0541	1
5384240	2987.7845	1838.2144	102.9013	-0.4340	-0.2921	-0.4938	0.0204	-0.2905	0.0547	1
5384260	2987.6977	1838.1509	102.8038	-0.4233	-0.3196	-0.4776	0.0983	-0.0634	0.0993	1
5384280	2987.6152	1838.0866	102.7103	-0.3878	-0.2804	-0.4535	0.2286	0.4150	0.1484	1
5384300	2987.5426	1838.0388	102.6224	-0.3137	-0.1536	-0.4257	0.4774	0.8879	0.1515	1
5384320	2987.4897	1838.0252	102.5400	-0.1863	0.0399	-0.4055	0.8131	1.1564	0.0722	1
5384340	2987.4681	1838.0548	102.4602	-0.0188	0.2375	-0.4033	0.9638	0.9730	-0.0552	1
5384360	2987.4822	1838.1202	102.3787	0.1332	0.3590	-0.4162	0.6922	0.3194	-0.1051	1
5384380	2987.5214	1838.1984	102.2937	0.2008	0.3645	-0.4278	0.0253	-0.3273	-0.0441	1
5384400	2987.5626	1838.2660	102.2076	0.1632	0.2862	-0.4211	-0.4941	-0.6016	0.1026	1
5384420	2987.5867	1838.3129	102.1253	0.0678	0.1940	-0.3910	-0.6100	-0.3759	0.2181	1
5384440	2987.5897	1838.3436	102.0512	-0.0038	0.1151	-0.3478	-0.2265	-0.3155	0.2432	1
