# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	B
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5388440	2982.3016	1867.2823	127.9706	0.2800	-0.0752	0.0182	0.0000	0.0000	0.0000	1
5388460	2982.3576	1867.2673	127.9743	0.3462	-0.1254	0.0243	0.8207	-0.6235	0.0862	1
5388480	2982.4401	1867.2321	127.9804	0.4792	-0.2254	0.0329	0.6851	-0.5203	0.0216	1
5388500	2982.5493	1867.1771	127.9874	0.5860	-0.2986	0.0327	0.4534	-0.2776	-0.0281	1
5388520	2982.6745	1867.1127	127.9934	0.6160	-0.3020	0.0247	-0.1047	0.2209	-0.0619	1
5388540	2982.7957	1867.0563	127.9973	0.5495	-0.2275	0.0142	-0.6273	0.5997	-0.0528	1
5388560	2982.8943	1867.0217	127.9991	0.4188	-0.1132	0.0062	-0.7842	0.6453	-0.0291	1
5388580	2982.9632	1867.0110	127.9998	0.2771	-0.0129	0.0022	-0.6829	0.4068	-0.0073	1
5388600	2983.0051	1867.0166	128.0000	0.1526	0.0465	0.0006	-0.5369	0.1620	-0.0070	1
5388620	2983.0242	1867.0296	128.0000	0.0352	0.0753	0.0000	-0.5882	0.0733	0.0019	1
5388640	2983.0192	1867.0467	128.0000	-0.0956	0.0989	0.0000	-0.7345	0.1469	-0.0005	1
