# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	02. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	C
# Flight type and number:	Free Flight 2
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2136460	2992.9739	1850.1172	128.4229	0.2570	-0.0100	0.1485	0.0000	0.0000	0.0000	1
2136480	2993.0253	1850.1152	128.4526	0.2584	0.0170	0.0862	0.0777	0.2892	-0.7653	1
2136500	2993.0773	1850.1240	128.4574	0.2362	0.0908	-0.0425	-0.2284	0.4604	-0.6802	1
2136520	2993.1198	1850.1515	128.4356	0.1558	0.2050	-0.1547	-0.5789	0.6841	-0.4915	1
2136540	2993.1396	1850.2060	128.3955	0.0171	0.3539	-0.2143	-0.8642	0.8389	-0.1117	1
2136560	2993.1266	1850.2931	128.3499	-0.1468	0.5191	-0.2186	-0.8750	0.8609	0.1211	1
2136580	2993.0809	1850.4136	128.3080	-0.2835	0.6729	-0.1924	-0.5623	0.7255	0.1868	1
2136600	2993.0133	1850.5623	128.2729	-0.3537	0.7904	-0.1594	-0.1488	0.4609	0.1430	1
2136620	2992.9394	1850.7298	128.2443	-0.3508	0.8635	-0.1235	0.2169	0.2527	0.2114	1
2136640	2992.8729	1850.9077	128.2235	-0.2948	0.9002	-0.0849	0.3967	0.0936	0.1935	1
2136660	2992.8215	1851.0898	128.2103	-0.2148	0.9110	-0.0520	0.4390	0.0087	0.1482	1
2136680	2992.7870	1851.2721	128.2027	-0.1326	0.8983	-0.0325	0.4027	-0.1174	0.0580	1
2136700	2992.7684	1851.4492	128.1973	-0.0590	0.8535	-0.0319	0.3303	-0.3087	-0.0538	1
2136720	2992.7634	1851.6134	128.1899	0.0071	0.7647	-0.0492	0.3105	-0.5692	-0.1362	1
2136740	2992.7713	1851.7550	128.1776	0.0745	0.6285	-0.0749	0.3587	-0.8212	-0.1473	1
2136760	2992.7932	1851.8648	128.1600	0.1440	0.4628	-0.0940	0.3684	-0.9097	-0.0679	1
2136780	2992.8288	1851.9402	128.1400	0.1965	0.3096	-0.0940	0.2220	-0.7162	0.0668	1
2136800	2992.8718	1851.9887	128.1224	0.1985	0.2200	-0.0743	-0.1612	-0.2411	0.1526	1
2136820	2992.9082	1852.0281	128.1103	0.1311	0.2277	-0.0465	-0.5506	0.3153	0.1494	1
2136840	2992.9242	1852.0798	128.1038	0.0141	0.3344	-0.0230	-0.7073	0.8071	0.0940	1
2136860	2992.9139	1852.1619	128.1011	-0.1064	0.5084	-0.0089	-0.5679	1.0331	0.0418	1
2136880	2992.8817	1852.2831	128.1002	-0.1938	0.6942	-0.0027	-0.3073	0.9240	0.0128	1
2136900	2992.8364	1852.4396	128.1000	-0.2448	0.8364	-0.0006	-0.1563	0.5526	0.0055	1
2136920	2992.7837	1852.6177	128.1000	-0.2814	0.9047	0.0000	-0.1771	0.1155	-0.0015	1
2136940	2992.7238	1852.8014	128.1000	-0.3202	0.9069	0.0000	-0.2208	-0.1630	0.0004	1
2136960	2992.6556	1852.9804	128.1000	-0.3591	0.8788	0.0000	-0.1834	-0.1825	-0.0001	1
2136980	2992.5802	1853.1529	128.1000	-0.3907	0.8536	0.0000	-0.1343	-0.0782	0.0000	1
2137000	2992.4994	1853.3219	128.1000	-0.4140	0.8389	0.0000	-0.0862	-0.0454	-0.0000	1
2137020	2992.4146	1853.4885	128.1000	-0.4364	0.8258	0.0000	-0.1111	-0.0825	0.0000	1
2137040	2992.3248	1853.6522	128.1000	-0.4709	0.8135	0.0000	-0.2258	-0.0650	-0.0000	1
2137060	2992.2262	1853.8139	128.1000	-0.5196	0.8120	0.0000	-0.2972	0.0439	0.0000	1
2137080	2992.1170	1853.9770	128.1000	-0.5611	0.8196	0.0000	-0.1952	0.0996	-0.0000	1
2137100	2992.0018	1854.1417	128.1000	-0.5548	0.8000	0.0000	0.1944	-0.2000	0.0000	1
2137120	2991.8950	1854.2970	128.1000	-0.4703	0.7066	0.0000	0.6780	-0.7146	-0.0000	1
2137140	2991.8137	1854.4244	128.1000	-0.3232	0.5296	0.0000	0.9074	-1.1311	0.0000	1
2137160	2991.7657	1854.5089	128.1000	-0.1728	0.3080	0.0000	0.7011	-1.1908	-0.0000	1
2137180	2991.7446	1854.5476	128.1000	-0.0732	0.0986	0.0000	0.3078	-0.9734	0.0000	1
2137200	2991.7364	1854.5483	128.1000	-0.0344	-0.0576	0.0000	0.0212	-0.6160	0.0000	1
2137220	2991.7308	1854.5246	128.1000	-0.0270	-0.1418	0.0000	-0.0162	-0.2294	-0.0000	1
