# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	02. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	J
# Flight type and number:	Free Flight 2
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2186980	3009.351	1855.3167	128.1217	-0.5174	-0.3825	0.0593	0	0	0	1
2187000	3009.2476	1855.2402	128.1335	-0.5479	-0.3233	0.0413	-0.4757	0.596	-0.2137	1
2187020	3009.1319	1855.1874	128.1382	-0.5748	-0.1571	0.0025	0.0684	1.1672	-0.2196	1
2187040	3009.0177	1855.1774	128.1345	-0.5323	0.0489	-0.0331	0.4248	1.1576	-0.1617	0
2187060	3008.9189	1855.2069	128.125	-0.4439	0.1522	-0.0504	0.5591	0.1379	-0.0184	1
2187080	3008.8401	1855.2383	128.1144	-0.3652	0.0206	-0.0459	0.3186	-1.4418	0.0835	1
2187100	3008.7729	1855.2152	128.1066	-0.3403	-0.3457	-0.0299	-0.0924	-2.536	0.1021	1
2187120	3008.704	1855.1	128.1025	-0.3609	-0.7833	-0.0148	-0.1984	-2.225	0.0553	1
2187140	3008.6285	1854.9019	128.1007	-0.3848	-1.0906	-0.0058	-0.101	-1.0087	0.0306	1
2187160	3008.5501	1854.6638	128.1001	-0.3782	-1.1785	-0.0017	0.1595	0.2621	0.0082	1
2187180	3008.4772	1854.4305	128.1	-0.3374	-1.1088	-0.0003	0.3001	0.6846	0.0024	1
2187200	3008.4151	1854.2202	128.1	-0.289	-1.0146	0	0.2477	0.4588	-0.001	1
2187220	3008.3616	1854.0246	128.1	-0.2666	-1.0129	0	0.0079	-0.3276	0.0016	1
2187240	3008.3085	1853.8151	128.1	-0.2855	-1.1613	-0.0006	-0.2322	-1.2418	-0.0055	1
2187260	3008.2474	1853.5601	128.0998	-0.3261	-1.4056	-0.0027	-0.261	-1.5139	-0.0128	1
2187280	3008.178	1853.2528	128.0989	-0.3397	-1.5684	-0.0089	0.0232	-0.5491	-0.0418	1
2187300	3008.1115	1852.9328	128.0962	-0.2729	-1.422	-0.023	0.6048	1.789	-0.094	1
2187320	3008.0689	1852.684	128.0897	-0.1072	-0.8592	-0.0465	1.1275	4.0979	-0.1494	1
2187340	3008.0687	1852.5891	128.0776	0.1178	-0.0135	-0.0743	1.2588	4.8829	-0.1527	1
2187360	3008.116	1852.6786	128.06	0.3292	0.8394	-0.094	0.9639	4.0451	-0.0664	1
2187380	3008.2004	1852.9249	128.04	0.4677	1.4774	-0.094	0.4428	2.4385	0.0664	1
2187400	3008.3031	1853.2696	128.0224	0.5181	1.825	-0.0743	0.019	0.9772	0.1527	1
2187420	3008.4076	1853.6548	128.0103	0.4996	1.9087	-0.0465	-0.2535	-0.2686	0.1494	1
2187440	3008.5029	1854.0331	128.0038	0.4395	1.8042	-0.023	-0.379	-0.9568	0.094	1
2187460	3008.5834	1854.3765	128.0011	0.358	1.6154	-0.0089	-0.461	-1.1193	0.0418	1
2187480	3008.6461	1854.6792	128.0002	0.272	1.4462	-0.0027	-0.4366	-0.6803	0.0128	1
2187500	3008.6922	1854.955	128	0.2033	1.3558	-0.0006	-0.2941	-0.1959	0.0055	1
2187520	3008.7274	1855.2216	128	0.1742	1.3371	0	-0.01	0.0759	-0.0015	1
2187540	3008.7619	1855.4899	128	0.1893	1.3548	0	0.2111	0.1583	0.0004	1
2187560	3008.8031	1855.7635	128	0.222	1.3719	0	0.1942	0.0841	-0.0001	1
2187580	3008.8507	1856.0386	128	0.2316	1.3462	0	-0.0519	-0.2628	0	1
2187600	3008.8958	1856.302	128	0.1937	1.2358	0	-0.3474	-0.8067	0	1
2187620	3008.9281	1856.5329	128	0.1186	1.0235	0	-0.4721	-1.3597	0	1
2187640	3008.9432	1856.7114	128	0.0408	0.7338	0	-0.3557	-1.642	0	1
2187660	3008.9445	1856.8265	128	-0.0139	0.4298	0	-0.1849	-1.5666	0	1
2187680	3008.9377	1856.8833	128	-0.0464	0.2081	0	-0.105	-0.8381	0	1
2187700	3008.9259	1856.9097	128	-0.0731	0.167	0	-0.1436	0.362	0	1
2187720	3008.9084	1856.9501	128	-0.1038	0.3384	0	-0.1767	1.4812	0	1
2187740	3008.8844	1857.0451	128	-0.1325	0.6542	0	-0.1314	1.9071	0	1
2187760	3008.8554	1857.2118	128	-0.1505	0.996	0	-0.0387	1.6444	0	1
2187780	3008.8242	1857.4435	128	-0.1624	1.2874	0	-0.053	1.2722	0	1
2187800	3008.7904	1857.7267	128	-0.1812	1.5117	0	-0.1264	0.992	0.0001	1
