# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	12. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	G
# Flight type and number:	Free Flight 4
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1661220	3020.1980	1896.4467	127.9832	-1.8733	5.1281	-0.0533	0.0000	0.0000	0.0000	1
1661240	3019.8233	1897.4723	127.9726	-2.3308	5.7998	-0.0590	-5.4343	8.7034	-0.0936	0
1661260	3019.2657	1898.7666	127.9596	-3.3701	7.0347	-0.0606	-5.7116	5.4909	0.0356	1
1661280	3018.4753	1900.2862	127.9483	-4.5926	7.8885	-0.0381	-6.6298	3.1197	0.1952	1
1661300	3017.4287	1901.9220	127.9444	-5.8441	8.1476	0.0068	-6.2073	-0.5275	0.2881	1
1661320	3016.1377	1903.5452	127.9511	-6.9772	7.8578	0.0558	-5.1947	-2.9085	0.2432	1
1661340	3014.6378	1905.0651	127.9667	-7.9279	7.2629	0.0875	-4.3439	-3.3275	0.0850	1
1661360	3012.9665	1906.4504	127.9861	-8.6817	6.5438	0.0951	-3.1427	-3.9830	-0.0260	1
1661380	3011.1651	1907.6826	128.0048	-9.2675	5.7823	0.0856	-2.5993	-3.6898	-0.0813	1
1661400	3009.2595	1908.7633	128.0203	-9.7391	5.0013	0.0656	-2.0937	-3.9964	-0.1193	1
1661420	3007.2695	1909.6831	128.0310	-10.1173	4.1523	0.0368	-1.6894	-4.4460	-0.1728	1
1661440	3005.2126	1910.4242	128.0350	-10.4006	3.2037	0.0027	-1.1817	-5.0363	-0.1849	1
1661460	3003.1092	1910.9646	128.0321	-10.5702	2.1580	-0.0273	-0.5480	-5.5114	-0.1352	1
1661480	3000.9845	1911.2874	128.0241	-10.6085	1.0633	-0.0432	0.1658	-5.5555	-0.0293	1
1661500	2998.8658	1911.3899	128.0148	-10.5151	-0.0199	-0.0419	0.7912	-5.3144	0.0551	1
1661520	2996.7785	1911.2795	128.0074	-10.3007	-1.0711	-0.0297	1.3667	-5.1284	0.0845	1
1661540	2994.7456	1910.9615	128.0029	-9.9717	-2.1235	-0.0162	1.9125	-5.3049	0.0595	1
1661560	2992.7898	1910.4301	128.0009	-9.5244	-3.2186	-0.0068	2.5522	-5.6602	0.0360	1
1661580	2990.9358	1909.6740	128.0002	-8.9565	-4.3489	-0.0022	3.1444	-5.7571	0.0054	1
1661600	2989.2072	1908.6905	128.0000	-8.2779	-5.4543	-0.0006	3.6792	-5.4264	0.0075	1
1661620	2987.6246	1907.4923	128.0000	-7.5126	-6.4641	0.0000	4.0475	-4.7434	-0.0020	1
1661640	2986.2021	1906.1049	128.0000	-6.7017	-7.3367	0.0000	4.1402	-3.9832	0.0005	1
1661660	2984.9439	1904.5576	128.0000	-5.8896	-8.0685	0.0000	4.0358	-3.2945	-0.0001	1
1661680	2983.8463	1902.8775	128.0000	-5.1084	-8.6821	0.0000	3.7971	-2.7755	0.0000	1
1661700	2982.9006	1901.0848	128.0000	-4.3716	-9.2149	0.0000	3.5667	-2.4827	-0.0000	1
1661720	2982.0976	1899.1915	128.0000	-3.6812	-9.7058	0.0000	3.3552	-2.3863	0.0000	1
1661740	2981.4281	1897.2025	128.0000	-3.0464	-10.1739	0.0000	3.0172	-2.3278	-0.0000	1
1661760	2980.8791	1895.1219	128.0000	-2.4795	-10.6015	0.0000	2.6610	-2.0334	0.0000	0
1661780	2980.4363	1892.9619	128.0000	-1.9834	-10.9446	0.0000	2.2676	-1.4652	-0.0000	1
1661800	2980.0857	1890.7441	128.0000	-1.5377	-11.1687	0.0000	2.1047	-0.7640	0.0000	1
1661820	2979.8212	1888.4944	128.0000	-1.0930	-11.2840	0.0000	2.2197	-0.2686	-0.0000	1
1661840	2979.6485	1886.2305	128.0000	-0.5821	-11.3556	0.0000	2.7894	-0.2870	0.0000	1
1661860	2979.5884	1883.9522	128.0000	0.0465	-11.4696	0.0000	3.5086	-0.7546	-0.0000	0
1661880	2979.6671	1881.6427	128.0000	0.7836	-11.6781	0.0000	4.0063	-1.3656	0.0000	1
1661900	2979.9018	1879.2810	128.0000	1.5500	-11.9621	0.0000	3.8642	-1.6205	-0.0000	1
1661920	2980.2871	1876.8578	128.0000	2.2357	-12.2463	0.0000	3.1187	-1.3581	0.0000	1
1661940	2980.7961	1874.3824	128.0000	2.7715	-12.4555	0.0000	2.2219	-0.7911	-0.0000	1
1661960	2981.3957	1871.8756	128.0000	3.1621	-12.5559	0.0000	1.5823	-0.1879	0.0000	1
1661980	2982.0610	1869.3601	128.0000	3.4584	-12.5564	0.0000	1.2979	0.2335	-0.0000	0
1662000	2982.7791	1866.8531	128.0000	3.7043	-12.4836	0.0000	1.1514	0.5325	0.0000	1
1662020	2983.5427	1864.3667	128.0000	3.9117	-12.3616	0.0000	0.9280	0.7247	-0.0000	1
1662040	2984.3437	1861.9085	128.0000	4.0826	-12.2142	0.0000	0.7467	0.8021	0.0000	1
1662060	2985.1757	1859.4810	128.0000	4.2375	-12.0731	0.0000	0.7328	0.6729	-0.0000	1
1662080	2986.0387	1857.0792	128.0000	4.4127	-11.9722	0.0000	0.9640	0.3718	0.0000	1
1662100	2986.9408	1854.6921	128.0000	4.6392	-11.9296	0.0000	1.2861	0.0233	-0.0000	0
1662120	2987.8944	1852.3074	128.0000	4.9258	-11.9273	0.0000	1.6031	-0.0892	0.0000	1
1662140	2988.9111	1849.9212	128.0000	5.2595	-11.9199	0.0000	1.7843	0.0958	-0.0000	1
1662160	2989.9982	1847.5394	128.0000	5.6124	-11.8722	0.0000	1.7990	0.3870	0.0000	1
1662180	2991.1561	1845.1723	128.0000	5.9536	-11.7864	0.0000	1.6570	0.5343	-0.0000	1
1662200	2992.3796	1842.8249	128.0000	6.2583	-11.6941	0.0000	1.4052	0.4464	0.0000	1
1662220	2993.6594	1840.4946	128.0000	6.5167	-11.6281	0.0000	1.1726	0.2510	-0.0000	1
1662240	2994.9863	1838.1737	128.0000	6.7291	-11.6125	0.0000	0.9593	-0.0607	0.0000	1
1662260	2996.3510	1835.8496	128.0000	6.8872	-11.6674	0.0000	0.6786	-0.4658	-0.0000	1
1662280	2997.7411	1833.5067	128.0000	6.9579	-11.8037	0.0000	0.1234	-0.9089	0.0000	0
