# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	12. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	J
# Flight type and number:	Free Flight 4
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1652820	3009.8793	1858.561	134.366	-3.4616	1.7759	6.8817	0	0	0	1
1652840	3009.187	1858.9161	135.7423	-4.0092	1.9458	6.5093	-6.7666	2.2707	-2.9274	0
1652860	3008.2756	1859.3393	136.9697	-5.1532	2.2332	5.1446	-5.7905	1.1113	-10.6367	1
1652880	3007.1257	1859.8094	137.8002	-6.3129	2.3805	2.856	-5.8532	0.3368	-14.0591	1
1652900	3005.7505	1860.2915	138.1121	-7.3331	2.3492	0.5323	-4.5995	-0.6729	-10.9126	0
1652920	3004.1925	1860.7491	138.0131	-8.1153	2.1648	-0.9101	-3.1613	-1.3093	-3.9223	1
1652940	3002.5044	1861.1574	137.748	-8.6602	1.8894	-1.2335	-2.2708	-1.4897	1.6872	1
1652960	3000.7284	1861.5049	137.5197	-8.9893	1.554	-0.8953	-0.9334	-1.8586	2.6873	1
1652980	2998.9087	1861.779	137.3899	-9.155	1.1594	-0.4248	-0.5654	-2.075	2.3404	1
1653000	2997.0664	1861.9687	137.3498	-9.2317	0.6963	-0.057	-0.1755	-2.5153	1.4065	1
1653020	2995.216	1862.0575	137.3671	-9.2508	0.1493	0.1589	0.0363	-2.9791	0.6458	1
1653040	2993.3661	1862.0284	137.4134	-9.237	-0.4714	0.269	0.1132	-3.2735	0.3501	1
1653060	2991.5212	1861.869	137.4747	-9.1957	-1.1419	0.3316	0.255	-3.4632	0.2212	1
1653080	2989.6878	1861.5716	137.546	-9.1029	-1.8431	0.382	0.5986	-3.5656	0.2525	1
1653100	2987.88	1861.1317	137.6275	-8.9186	-2.5678	0.4375	1.1878	-3.6537	0.3018	1
1653120	2986.1204	1860.5445	137.721	-8.6125	-3.3323	0.5006	1.8717	-3.9218	0.3392	1
1653140	2984.435	1859.7988	137.8277	-8.1838	-4.1707	0.5664	2.4733	-4.4266	0.3265	1
1653160	2982.8468	1858.8762	137.9476	-7.663	-5.0965	0.6325	2.8078	-4.909	0.3188	1
1653180	2981.3698	1857.7602	138.0807	-7.0879	-6.064	0.7081	2.971	-4.9498	0.4019	1
1653200	2980.0117	1856.4506	138.2308	-6.4733	-6.9759	0.8115	3.1359	-4.3284	0.6092	1
