# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	13. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	H
# Flight type and number:	Free Flight 5
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1829840	3025.5151	1838.9191	127.3459	2.3485	0.9436	-1.2399	0.0000	0.0000	0.0000	1
1829860	3025.9848	1839.1078	127.0979	2.2567	1.6620	-1.3190	-0.4519	8.2451	-1.1759	0
1829880	3026.4178	1839.5839	126.8183	1.8060	3.3892	-1.4061	-3.6998	10.1240	-0.0417	1
1829900	3026.7072	1840.4635	126.5355	0.8442	5.5215	-1.3292	-6.2850	11.7896	0.8636	0
1829920	3026.7555	1841.7925	126.2866	-0.4627	7.6330	-1.0855	-7.3288	10.1247	1.6782	1
1829940	3026.5221	1843.5167	126.1013	-1.8225	9.3259	-0.7404	-6.6471	6.9897	1.9567	0
1829960	3026.0265	1845.5229	125.9904	-3.0290	10.4521	-0.3900	-5.4233	4.2167	1.6656	1
1829980	3025.3105	1847.6975	125.9453	-4.0498	11.0235	-0.1078	-4.7112	1.4112	1.2392	0
1830000	3024.4066	1849.9323	125.9473	-4.9115	11.0878	0.0557	-3.9243	-0.8445	0.4462	1
1830020	3023.3459	1852.1326	125.9675	-5.6159	10.6985	0.0763	-3.1040	-3.1924	-0.2821	0
1830040	3022.1602	1854.2117	125.9778	-6.1752	9.9610	-0.0257	-2.4115	-4.5849	-0.8235	1
1830060	3020.8758	1856.1170	125.9573	-6.6346	9.1042	-0.2002	-2.0540	-4.5175	-1.0353	0
1830080	3019.5064	1857.8534	125.8977	-7.0615	8.4249	-0.3821	-2.1295	-2.7010	-0.8916	1
1830100	3018.0512	1859.4870	125.8044	-7.5016	8.1490	-0.5085	-2.2848	-0.0806	-0.4561	0
1830120	3016.5057	1861.1130	125.6943	-7.9503	8.2900	-0.5311	-2.2838	1.8692	0.1885	1
1830140	3014.8711	1862.8030	125.5920	-8.3635	8.6501	-0.4276	-1.9521	2.2155	0.8707	1
1830160	3013.1603	1864.5730	125.5233	-8.6839	8.9744	-0.2120	-1.3261	1.2622	1.3743	0
1830180	3011.3975	1866.3928	125.5072	-8.8724	9.1328	0.0650	-0.5484	0.2059	1.5199	1
1830200	3009.6114	1868.2261	125.5493	-8.9367	9.1812	0.3364	0.0153	-0.0541	1.2827	0
1830220	3007.8229	1870.0652	125.6417	-8.9358	9.2933	0.5530	0.1347	0.8800	0.8912	1
1830240	3006.0371	1871.9434	125.7705	-8.9401	9.6239	0.7085	-0.1473	2.3904	0.6083	0
1830260	3004.2468	1873.9148	125.9251	-8.9636	10.2005	0.8294	-0.2127	3.5384	0.5485	1
1830280	3002.4516	1876.0236	126.1022	-8.9376	10.9416	0.9422	0.2588	4.0740	0.5806	0
1830300	3000.6718	1878.2914	126.3020	-8.7410	11.7284	1.0475	1.4716	4.0129	0.5162	1
1830320	2998.9553	1880.7150	126.5212	-8.2367	12.4166	1.1242	3.3613	3.2341	0.2833	0
1830340	2997.3771	1883.2581	126.7517	-7.3084	12.7910	1.1563	5.8320	0.9825	0.0267	1
1830360	2996.0319	1885.8314	126.9838	-5.9187	12.6115	1.1477	8.2569	-2.6294	-0.1406	0
1830380	2995.0096	1888.3026	127.2107	-4.1835	11.8193	1.1116	9.5809	-5.7729	-0.2338	1
1830400	2994.3585	1890.5591	127.4284	-2.3689	10.6749	1.0572	9.0907	-6.5002	-0.3158	0
1830420	2994.0620	1892.5726	127.6336	-0.7608	9.6156	0.9886	7.2584	-4.6716	-0.3767	1
1830440	2994.0542	1894.4053	127.8239	0.4874	8.9592	0.9092	5.1620	-1.9249	-0.4224	0
1830460	2994.2570	1896.1563	127.9973	1.3981	8.7417	0.8237	3.6996	0.0996	-0.4508	1
1830480	2994.6134	1897.9020	128.1533	2.1024	8.7869	0.7442	3.0743	0.7468	-0.3912	0
1830500	2995.0980	1899.6710	128.2950	2.7510	8.8825	0.6970	3.2261	0.4084	-0.1360	1
1830520	2995.7138	1901.4550	128.4321	3.4520	8.9068	0.7081	3.7155	-0.1390	0.2565	0
1830540	2996.4788	1903.2337	128.5782	4.2467	8.8307	0.7680	4.2792	-0.6411	0.4519	1
1830560	2997.4125	1904.9873	128.7393	5.1129	8.6514	0.8204	4.4818	-1.0733	0.1910	0
1830580	2998.5239	1906.6943	128.9064	6.0009	8.3187	0.8064	4.4507	-2.0475	-0.3255	1
1830600	2999.8128	1908.3147	129.0619	6.8796	7.7268	0.7230	4.3368	-3.7153	-0.6233	0
1830620	3001.2758	1909.7850	129.1956	7.7444	6.7988	0.6298	4.3059	-5.6239	-0.4462	1
1830640	3002.9106	1911.0343	129.3138	8.5928	5.5701	0.5967	4.2199	-6.9386	0.0762	0
1830660	3004.7129	1912.0130	129.4343	9.4012	4.1914	0.6436	3.9400	-7.1934	0.4905	1
1830680	3006.6711	1912.7108	129.5712	10.1301	2.8496	0.7197	3.3971	-6.4366	0.4277	0
1830700	3008.7649	1913.1529	129.7222	10.7547	1.6601	0.7427	2.8287	-5.4217	-0.1006	1
1830720	3010.9730	1913.3749	129.8683	11.2837	0.6079	0.6610	2.4105	-4.8829	-0.7499	0
1830740	3013.2784	1913.3960	129.9866	11.7406	-0.4198	0.4928	2.1441	-5.1708	-1.0770	1
1830760	3015.6692	1913.2069	130.0654	12.1309	-1.5381	0.3131	1.8162	-5.9733	-0.8584	0
1830780	3018.1307	1912.7808	130.1118	12.4212	-2.7600	0.1939	1.2012	-6.4910	-0.3500	1
1830800	3020.6377	1912.1029	130.1430	12.5502	-3.9526	0.1450	0.1926	-5.8240	-0.0351	0
1830820	3023.1508	1911.1998	130.1698	12.4621	-4.9105	0.1156	-1.0511	-4.0093	-0.1487	1
1830840	3025.6226	1910.1387	130.1892	12.1476	-5.5019	0.0516	-2.1915	-1.8127	-0.4967	0
1830860	3028.0099	1908.9990	130.1905	11.6613	-5.7824	-0.0433	-2.8487	-0.5525	-0.5794	1
1830880	3030.2871	1907.8258	130.1719	11.1014	-5.9890	-0.1063	-2.9253	-0.9959	-0.1625	0
1830900	3032.4504	1906.6034	130.1480	10.5641	-6.4005	-0.0812	-2.5363	-2.8378	0.4275	1
1830920	3034.5127	1905.2656	130.1394	10.1010	-7.1729	0.0274	-2.0788	-4.9678	0.7606	0
1830940	3036.4908	1903.7342	130.1589	9.7039	-8.2677	0.1684	-1.7853	-6.3247	0.7341	1
1830960	3038.3943	1901.9585	130.2068	9.3107	-9.5003	0.2958	-1.9686	-6.3835	0.5584	1
1830980	3040.2151	1899.9341	130.2772	8.8237	-10.6651	0.3952	-2.7469	-5.4518	0.4240	0
1831000	3041.9238	1897.6925	130.3649	8.1627	-11.6561	0.4688	-3.8573	-4.3880	0.3206	1
1831020	3043.4802	1895.2716	130.4648	7.3284	-12.5046	0.5134	-4.6677	-3.8773	0.1346	0
1831040	3044.8551	1892.6906	130.5702	6.4179	-13.3254	0.5270	-4.6897	-4.1266	-0.0265	1
1831060	3046.0473	1889.9415	130.6756	5.5626	-14.2254	0.5261	-3.9850	-4.8426	-0.0469	0
