# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	18. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	I
# Flight type and number:	Free Flight 6
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1424420	2986.8595	1844.9866	110.4422	-0.0525	-1.2554	-1.0945	-0.5747	0.8628	0.1494	1
1424440	2986.8378	1844.7522	110.2266	-0.1486	-1.0773	-1.0508	-0.3888	0.974	0.2779	1
1424460	2986.8001	1844.5557	110.0219	-0.2164	-0.8934	-0.9883	-0.2746	0.9059	0.3624	1
1424480	2986.7512	1844.3949	109.8313	-0.2627	-0.726	-0.9134	-0.181	0.7696	0.3996	1
1424500	2986.695	1844.2653	109.6565	-0.2933	-0.579	-0.8338	-0.1103	0.6912	0.4053	1
1424520	2986.6339	1844.1633	109.4978	-0.3164	-0.4507	-0.7555	-0.1038	0.6131	0.3884	1
1424540	2986.5684	1844.085	109.3543	-0.3417	-0.353	-0.6852	-0.1328	0.4038	0.3325	1
1424560	2986.4972	1844.0221	109.2237	-0.378	-0.3024	-0.6325	-0.2276	0.0917	0.2097	1
1424580	2986.4172	1843.964	109.1013	-0.425	-0.2922	-0.6052	-0.2687	-0.0597	0.0607	1
1424600	2986.3272	1843.9052	108.9816	-0.4695	-0.2856	-0.6011	-0.2054	0.0529	-0.0472	1
1424620	2986.2295	1843.8498	108.8609	-0.4962	-0.2452	-0.6062	-0.0721	0.3367	-0.0331	1
1424640	2986.1287	1843.8072	108.7391	-0.5011	-0.1636	-0.6057	0.0493	0.5361	0.0363	1
1424660	2986.029	1843.7843	108.6186	-0.4965	-0.0701	-0.5978	0.0306	0.4764	0.0645	1
1424680	2985.9301	1843.7791	108.5	-0.4989	-0.0059	-0.593	-0.0515	0.2133	-0.0016	1
1424700	2985.8295	1843.782	108.3814	-0.5109	0.0034	-0.5973	-0.0902	-0.132	-0.0583	1
1424720	2985.7258	1843.7805	108.2611	-0.5236	-0.0368	-0.6029	-0.0438	-0.3241	-0.0248	1
1424740	2985.62	1843.7672	108.1402	-0.5348	-0.0976	-0.5967	-0.0413	-0.346	0.0792	1
1424760	2985.5119	1843.7415	108.0224	-0.5567	-0.146	-0.5749	-0.155	-0.1666	0.1581	1
1424780	2985.3973	1843.7088	107.9103	-0.5992	-0.1668	-0.5465	-0.2918	-0.0205	0.1483	1
1424800	2985.2722	1843.6747	107.8038	-0.6505	-0.1678	-0.523	-0.2754	0.0337	0.0929	1
1424820	2985.1371	1843.6417	107.7011	-0.6833	-0.161	-0.5084	-0.0851	0.0454	0.0471	1
1424840	2984.9988	1843.6103	107.6004	-0.6802	-0.1533	-0.5	0.1258	0.0298	0.0256	1
1424860	2984.865	1843.5804	107.5011	-0.6448	-0.144	-0.4916	0.259	0.0537	0.0471	1
1424880	2984.7409	1843.5528	107.4038	-0.5932	-0.1292	-0.477	0.2871	0.0972	0.0929	1
1424900	2984.6277	1843.5287	107.3103	-0.5443	-0.1113	-0.4535	0.2348	0.1038	0.1482	1
1424920	2984.5232	1843.5082	107.2224	-0.5171	-0.1014	-0.4251	0.0656	0.0153	0.1585	1
1424940	2984.4209	1843.4882	107.1402	-0.5252	-0.1076	-0.4033	-0.1546	-0.0992	0.0778	1
1424960	2984.3131	1843.4652	107.0611	-0.5628	-0.1172	-0.3965	-0.2744	-0.0555	-0.0193	1
1424980	2984.1958	1843.4413	106.9816	-0.6022	-0.1009	-0.4	-0.1792	0.1791	-0.0455	1
1425000	2984.0722	1843.4249	106.9011	-0.6119	-0.0411	-0.3981	0.0599	0.4632	0.0403	1
1425020	2983.951	1843.4249	106.8224	-0.5787	0.0389	-0.3792	0.2924	0.432	0.1582	1
1425040	2983.8408	1843.4404	106.7494	-0.513	0.0912	-0.3478	0.4077	0.1432	0.1868	1
1425060	2983.7458	1843.4614	106.6833	-0.4391	0.0865	-0.32	0.3782	-0.2016	0.1152	1
1425080	2983.6651	1843.475	106.6214	-0.3839	0.0287	-0.3082	0.2149	-0.4238	0.0022	1
1425100	2983.5922	1843.4728	106.56	-0.3705	-0.0576	-0.3131	-0.0642	-0.4835	-0.065	1
1425120	2983.5169	1843.452	106.4962	-0.4059	-0.1459	-0.3284	-0.3239	-0.439	-0.094	1
1425140	2983.4299	1843.4145	106.4286	-0.4723	-0.2119	-0.3506	-0.3982	-0.2604	-0.1261	1
1425160	2983.328	1843.3672	106.356	-0.5384	-0.234	-0.3798	-0.3075	0.0195	-0.1678	1
