# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	H
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5379680	3000.3215	1845.7266	128.9419	-3.1454	-0.0941	0.4426	0.0000	0.0000	0.0000	1
5379700	2999.6925	1845.7078	129.0305	-3.4480	-0.1636	0.3276	-4.0386	-0.7986	-1.3758	1
5379720	2998.9424	1845.6612	129.0730	-3.9579	-0.3275	0.0766	-2.0028	-0.9743	-1.3997	1
5379740	2998.1093	1845.5768	129.0611	-4.1983	-0.5106	-0.1698	-0.3903	-0.9726	-1.1793	1
5379760	2997.2630	1845.4570	129.0051	-4.0891	-0.6411	-0.3341	1.5845	-0.4523	-0.5130	1
5379780	2996.4736	1845.3204	128.9275	-3.7097	-0.6605	-0.3926	2.5789	0.2652	-0.0004	1
5379800	2995.7792	1845.1928	128.8480	-3.2340	-0.5684	-0.3785	2.3374	0.7485	0.2392	1
5379820	2995.1801	1845.0930	128.7761	-2.7669	-0.4136	-0.3405	2.3798	0.9094	0.1632	1
5379840	2994.6724	1845.0274	128.7118	-2.3461	-0.2566	-0.2970	1.8604	0.7306	0.2686	1
5379860	2994.2416	1844.9904	128.6572	-1.9854	-0.1386	-0.2511	1.7070	0.4697	0.2102	1
5379880	2993.8782	1844.9719	128.6114	-1.6716	-0.0745	-0.2101	1.4253	0.1695	0.1973	1
5379900	2993.5730	1844.9606	128.5732	-1.3965	-0.0638	-0.1757	1.3054	-0.0793	0.1519	1
5379920	2993.3196	1844.9464	128.5411	-1.1521	-0.0963	-0.1494	1.1472	-0.2773	0.1122	1
5379940	2993.1121	1844.9221	128.5134	-0.9401	-0.1538	-0.1325	0.9735	-0.3394	0.0581	1
5379960	2992.9436	1844.8849	128.4881	-0.7544	-0.2124	-0.1247	0.8136	-0.2852	0.0098	1
5379980	2992.8103	1844.8371	128.4636	-0.5557	-0.2507	-0.1202	1.0589	-0.1174	0.0187	1
5380000	2992.7213	1844.7846	128.4400	-0.2852	-0.2561	-0.1119	1.5858	0.0543	0.0655	1
5380020	2992.6963	1844.7346	128.4188	0.0931	-0.2207	-0.1000	2.1938	0.2788	0.0714	1
5380040	2992.7586	1844.6963	128.4000	0.5853	-0.1327	-0.0935	2.7376	0.5762	0.0069	1
5380060	2992.9304	1844.6816	128.3814	1.1852	0.0204	-0.0978	3.2943	0.9511	-0.0657	1
5380080	2993.2326	1844.7045	128.3609	1.8629	0.2380	-0.1057	3.6388	1.2666	-0.0370	1
5380100	2993.6756	1844.7768	128.3391	2.5274	0.4945	-0.1057	3.2587	1.3933	0.0373	1
5380120	2994.2436	1844.9023	128.3186	3.0480	0.7358	-0.0978	2.0875	1.1404	0.0643	1
5380140	2994.8948	1845.0711	128.3000	3.3565	0.8977	-0.0930	0.8675	0.5433	-0.0019	1
5380160	2995.5862	1845.2613	128.2814	3.5245	0.9459	-0.0973	0.4776	-0.1019	-0.0568	1
5380180	2996.3046	1845.4495	128.2611	3.7273	0.9037	-0.1035	1.2643	-0.4508	-0.0303	1
5380200	2997.0771	1845.6228	128.2400	4.1123	0.8394	-0.0995	2.5923	-0.3129	0.0664	1
5380220	2997.9495	1845.7852	128.2213	4.6705	0.8143	-0.0838	3.3368	0.0583	0.1164	1
5380240	2998.9453	1845.9485	128.2065	5.2140	0.8320	-0.0694	2.5834	0.2186	0.0540	1
5380260	3000.0351	1846.1180	128.1935	5.4842	0.8423	-0.0694	0.4170	-0.0045	-0.0550	1
5380280	3001.1390	1846.2855	128.1787	5.3218	0.7862	-0.0833	-2.1277	-0.5150	-0.1110	1
5380300	3002.1638	1846.4325	128.1602	4.7675	0.6402	-0.0967	-3.7742	-0.9864	-0.0536	1
5380320	3003.0460	1846.5415	128.1400	4.0111	0.4244	-0.0945	-4.1638	-1.2501	0.0719	1
5380340	3003.7683	1846.6023	128.1224	3.2601	0.1823	-0.0743	-3.5637	-1.2463	0.1512	1
5380360	3004.3500	1846.6144	128.1103	2.6405	-0.0427	-0.0465	-2.6531	-1.0593	0.1498	1
5380380	3004.8245	1846.5852	128.1038	2.1758	-0.2201	-0.0230	-1.9248	-0.7224	0.0939	1
5380400	3005.2203	1846.5264	128.1011	1.8349	-0.3465	-0.0089	-1.4326	-0.4899	0.0418	1
5380420	3005.5584	1846.4466	128.1002	1.5939	-0.4470	-0.0027	-1.0093	-0.4620	0.0128	1
5380440	3005.8579	1846.3476	128.1000	1.4693	-0.5489	-0.0006	-0.3261	-0.5467	0.0055	1
5380460	3006.1462	1846.2271	128.1000	1.5017	-0.6596	0.0000	0.6309	-0.5799	-0.0015	1
5380480	3006.4586	1846.0837	128.1000	1.6914	-0.7731	0.0000	1.4292	-0.5513	0.0004	1
5380500	3006.8227	1845.9178	128.1000	1.9451	-0.8908	0.0000	1.4096	-0.6059	-0.0001	1
5380520	3007.2366	1845.7274	128.1000	2.1007	-1.0177	0.0000	0.3957	-0.6925	0.0000	1
5380540	3007.6630	1845.5108	128.1000	2.0235	-1.1350	0.0000	-1.1175	-0.5711	-0.0000	1
5380560	3008.0460	1845.2735	128.1000	1.6865	-1.1965	0.0000	-2.4303	-0.1153	0.0000	1
5380580	3008.3376	1845.0321	128.1000	1.1830	-1.1667	0.0000	-2.8803	0.4311	0.0000	1
5380600	3008.5192	1844.8068	128.1000	0.6658	-1.0522	0.0000	-2.5387	0.7820	-0.0000	1
5380620	3008.6039	1844.6113	128.1000	0.2765	-0.8859	0.0000	-1.5062	0.9233	0.0001	1
5380640	3008.6298	1844.4524	128.1000	0.0986	-0.6909	0.0000	-0.2516	1.0197	-0.0004	1
5380660	3008.6433	1844.3349	128.1000	0.1235	-0.4701	0.0000	0.6492	1.1982	0.0015	1
5380680	3008.6792	1844.2644	128.1000	0.2754	-0.2341	-0.0006	1.0155	1.2349	-0.0055	1
5380700	3008.7535	1844.2413	128.0998	0.4783	-0.0211	-0.0027	1.0424	0.9796	-0.0128	1
5380720	3008.8705	1844.2559	128.0989	0.7130	0.1215	-0.0089	1.2329	0.5095	-0.0418	1
5380740	3009.0387	1844.2899	128.0962	1.0113	0.1559	-0.0230	1.6930	-0.1280	-0.0940	1
5380760	3009.2751	1844.3183	128.0897	1.3972	0.0616	-0.0465	2.2255	-0.8191	-0.1494	1
5380780	3009.5976	1844.3145	128.0776	1.8335	-0.1557	-0.0743	2.3294	-1.4358	-0.1527	1
5380800	3010.0085	1844.2560	128.0600	2.2129	-0.4442	-0.0940	1.7081	-1.6311	-0.0664	1
5380820	3010.4827	1844.1368	128.0400	2.4010	-0.7040	-0.0940	0.3495	-1.1590	0.0664	1
5380840	3010.9689	1843.9744	128.0224	2.3074	-0.8343	-0.0743	-1.3304	-0.2031	0.1527	1
5380860	3011.4057	1843.8031	128.0103	1.9585	-0.8027	-0.0465	-2.4206	0.6281	0.1494	1
5380880	3011.7523	1843.6533	128.0038	1.4910	-0.6628	-0.0230	-2.5250	0.9295	0.0940	1
5380900	3012.0021	1843.5380	128.0011	1.0489	-0.4964	-0.0089	-1.9906	0.8103	0.0418	1
5380920	3012.1718	1843.4548	128.0002	0.6878	-0.3466	-0.0027	-1.5271	0.6550	0.0128	1
5380940	3012.2772	1843.3993	128.0000	0.3679	-0.2026	-0.0006	-1.5554	0.7296	0.0055	1
5380960	3012.3190	1843.3738	128.0000	0.0330	-0.0400	0.0000	-1.7893	0.9118	-0.0015	1
5380980	3012.2904	1843.3833	128.0000	-0.3198	0.1317	0.0000	-1.8456	0.8925	0.0004	1
5381000	3012.1911	1843.4264	128.0000	-0.6355	0.2659	0.0000	-1.4337	0.5498	-0.0001	1
5381020	3012.0362	1843.4897	128.0000	-0.8512	0.3110	0.0000	-0.7591	-0.0710	0.0000	1
5381040	3011.8506	1843.5508	128.0000	-0.9504	0.2556	0.0000	-0.1336	-0.5799	-0.0000	1
5381060	3011.6560	1843.5919	128.0000	-0.9846	0.1517	0.0000	-0.0511	-0.6210	0.0000	1
5381080	3011.4568	1843.6115	128.0000	-1.0342	0.0834	0.0000	-0.3709	-0.1561	-0.0000	1
