# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	11. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	B
# Flight type and number:	Free Flight 3
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1647460	3000.1405	1854.2522	154.4647	-0.2593	-0.1431	-44.7340	0.0000	0.0000	0.0000	1
1647480	3000.0886	1854.2236	145.5179	-0.3565	-0.1261	-44.3987	-1.1835	0.1855	-4.9735	0
1647500	2999.9979	1854.2018	136.7053	-0.5600	-0.0838	-40.3980	-1.0989	0.2800	40.0110	1
1647520	2999.8646	1854.1901	129.3587	-0.7384	-0.0399	-30.6823	-0.7984	0.2098	64.8510	0
1647540	2999.7025	1854.1858	124.4323	-0.8158	-0.0193	-18.6338	-0.0289	-0.0044	63.6058	1
1647560	2999.5383	1854.1824	121.9052	-0.7725	-0.0187	-8.6136	0.5869	-0.0660	40.6170	1
1647580	2999.3936	1854.1783	120.9869	-0.6681	-0.0011	-2.7835	0.6116	0.1750	15.2471	1
1647600	2999.2710	1854.1820	120.7918	-0.5822	0.0633	-0.2515	0.2972	0.5164	6.8778	1
1647620	2999.1607	1854.2037	120.8863	-0.5438	0.1488	0.6230	0.0231	0.4749	0.6806	1
1647640	2999.0535	1854.2415	121.0410	-0.5246	0.1872	0.7438	0.0940	-0.0053	-0.5693	1
1647660	2998.9508	1854.2785	121.1838	-0.4905	0.1343	0.6835	0.2662	-0.5619	-0.1844	1
1647680	2998.8574	1854.2952	121.3144	-0.4505	0.0098	0.6046	0.2246	-0.8088	-0.5302	1
1647700	2998.7706	1854.2825	121.4257	-0.4505	-0.1215	0.4998	-0.1484	-0.6151	-0.5960	0
1647720	2998.6772	1854.2466	121.5143	-0.5298	-0.1991	0.4021	-0.6480	-0.1924	-0.4697	1
1647740	2998.5587	1854.2028	121.5865	-0.6889	-0.2027	0.3624	-1.0038	0.1909	-0.0025	1
1647760	2998.4016	1854.1656	121.6593	-0.8945	-0.1486	0.4184	-1.1340	0.4067	0.5763	1
1647780	2998.2009	1854.1434	121.7539	-1.1003	-0.0668	0.5626	-1.0013	0.4484	0.9583	1
1647800	2997.9615	1854.1388	121.8843	-1.2579	0.0199	0.7450	-0.6683	0.4398	0.9788	1
1647820	2997.6978	1854.1513	122.0519	-1.3082	0.0928	0.9036	0.0282	0.3545	0.6868	1
1647840	2997.4382	1854.1759	122.2458	-1.1766	0.1118	0.9923	1.1815	-0.0469	0.2287	1
1647860	2997.2271	1854.1961	122.4488	-0.8138	0.0185	0.9934	2.5152	-0.8344	-0.2336	1
1647880	2997.1127	1854.1833	122.6432	-0.2695	-0.2062	0.9150	3.2546	-1.5484	-0.5996	1
1647900	2997.1193	1854.1136	122.8148	0.2756	-0.4858	0.7857	2.6313	-1.5221	-0.7662	1
1647920	2997.2229	1853.9890	122.9574	0.5922	-0.6770	0.6473	0.7614	-0.5848	-0.6966	1
1647940	2997.3562	1853.8428	123.0737	0.5615	-0.6810	0.5432	-1.2266	0.6106	-0.3916	1
1647960	2997.4475	1853.7166	123.1747	0.2635	-0.5317	0.4981	-2.1449	1.1495	-0.0389	1
1647980	2997.4616	1853.6301	123.2730	-0.0970	-0.3665	0.5019	-1.7822	0.7415	0.1471	1
1648000	2997.4087	1853.5700	123.3754	-0.3446	-0.3118	0.5178	-0.7713	-0.1551	0.0742	1
1648020	2997.3237	1853.5054	123.4801	-0.4303	-0.3932	0.5128	0.0552	-0.7983	-0.1129	1
1648040	2997.2366	1853.4127	123.5805	-0.4219	-0.5402	0.4786	0.2264	-0.8573	-0.2542	1
