# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	11. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	C
# Flight type and number:	Free Flight 3
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1677480	3000.7953	1851.8871	104.8758	0.1775	-0.3021	65.2385	-0.0511	-0.2457	-124.8499	1
1677500	3000.8306	1851.8216	116.0755	0.1666	-0.3217	45.6143	-0.0820	0.0052	-100.5275	0
1677520	3000.8619	1851.7584	123.1215	0.1370	-0.2632	26.3504	-0.2273	0.5773	-96.0760	1
1677540	3000.8854	1851.7163	126.6156	0.1011	-0.1313	12.2722	-0.1781	0.8414	-47.9685	1
1677560	3000.9023	1851.7059	128.0304	0.0809	0.0256	4.5779	-0.0472	0.8171	-23.9395	1
1677580	3000.9178	1851.7266	128.4468	0.0909	0.1576	1.2377	0.1467	0.5443	-6.0388	1
1677600	3000.9387	1851.7689	128.5255	0.1303	0.2397	0.1135	0.2805	0.2664	-2.5535	1
1677620	3000.9699	1851.8224	128.4922	0.1817	0.2750	-0.2656	0.2739	0.0596	-0.5543	1
1677640	3001.0114	1851.8789	128.4193	0.2234	0.2775	-0.4646	0.1654	-0.0605	-1.1649	1
1677660	3001.0593	1851.9334	128.3063	0.2434	0.2635	-0.6460	0.0243	-0.1104	-0.7937	1
1677680	3001.1088	1851.9843	128.1609	0.2465	0.2501	-0.7786	-0.0232	-0.0450	-0.5358	1
1677700	3001.1579	1852.0335	127.9949	0.2479	0.2478	-0.8462	0.0165	0.0341	-0.1449	1
1677720	3001.2079	1852.0834	127.8224	0.2587	0.2517	-0.8497	0.0929	0.0291	0.1432	1
1677740	3001.2614	1852.1342	127.6550	0.2789	0.2507	-0.8059	0.1253	-0.0383	0.3322	1
1677760	3001.3195	1852.1837	127.5000	0.3008	0.2437	-0.7371	0.1019	-0.0497	0.4001	1
1677780	3001.3817	1852.2316	127.3601	0.3194	0.2381	-0.6704	0.0839	-0.0098	0.3223	1
1677800	3001.4472	1852.2790	127.2319	0.3337	0.2359	-0.6397	0.0628	0.0020	0.0547	1
1677820	3001.5152	1852.3260	127.1042	0.3408	0.2317	-0.6824	0.0250	-0.0452	-0.4431	1
1677840	3001.5835	1852.3716	126.9589	0.3301	0.2271	-0.8155	-0.1003	-0.0240	-0.9405	1
1677860	3001.6472	1852.4168	126.7780	0.2857	0.2334	-1.0090	-0.3257	0.0673	-1.1238	1
1677880	3001.6978	1852.4650	126.5553	0.1987	0.2611	-1.1927	-0.5575	0.2089	-0.8404	1
1677900	3001.7267	1852.5212	126.3009	0.0770	0.3113	-1.2989	-0.7077	0.3038	-0.2658	1
1677920	3001.7286	1852.5895	126.0357	-0.0515	0.3781	-1.3008	-0.6473	0.3840	0.2832	1
1677940	3001.7061	1852.6725	125.7806	-0.1493	0.4478	-1.2148	-0.3761	0.3592	0.6397	1
1677960	3001.6689	1852.7686	125.5498	-0.1931	0.4952	-1.0751	-0.0480	0.1587	0.8158	1
1677980	3001.6288	1852.8706	125.3505	-0.1904	0.4985	-0.9195	0.1412	-0.1277	0.8154	1
1678000	3001.5927	1852.9680	125.1820	-0.1754	0.4589	-0.7901	0.0727	-0.3145	0.5438	1
1678020	3001.5587	1853.0541	125.0345	-0.1809	0.3994	-0.7210	-0.1212	-0.3246	0.1518	1
1678040	3001.5204	1853.1278	124.8936	-0.2123	0.3434	-0.7149	-0.2294	-0.2465	-0.1472	1
1678060	3001.4737	1853.1915	124.7485	-0.2520	0.2985	-0.7425	-0.2062	-0.1883	-0.2007	1
1678080	3001.4195	1853.2472	124.5966	-0.2789	0.2597	-0.7657	-0.0831	-0.1961	-0.0691	1
1678100	3001.3622	1853.2954	124.4423	-0.2805	0.2233	-0.7627	0.0625	-0.1639	0.1065	1
1678120	3001.3074	1853.3365	124.2916	-0.2524	0.1837	-0.7361	0.2175	-0.1933	0.1913	1
1678140	3001.2612	1853.3688	124.1478	-0.1947	0.1205	-0.7026	0.3670	-0.3948	0.1733	1
1678160	3001.2295	1853.3847	124.0105	-0.1128	0.0147	-0.6774	0.4774	-0.6875	0.0836	1
1678180	3001.2161	1853.3747	123.8769	-0.0233	-0.1161	-0.6626	0.4717	-0.7394	0.0383	1
1678200	3001.2202	1853.3383	123.7455	0.0453	-0.2098	-0.6458	0.2596	-0.3182	0.1056	1
1678220	3001.2342	1853.2908	123.6186	0.0700	-0.2064	-0.6158	-0.0163	0.3542	0.2018	1
1678240	3001.2482	1853.2557	123.4992	0.0532	-0.1081	-0.5751	-0.2049	0.7594	0.2227	1
1678260	3001.2555	1853.2476	123.3885	0.0227	0.0196	-0.5311	-0.1637	0.6491	0.2157	1
1678280	3001.2573	1853.2636	123.2867	0.0106	0.1091	-0.4838	0.0277	0.2689	0.2478	1
1678300	3001.2597	1853.2912	123.1950	0.0247	0.1445	-0.4307	0.1571	0.0206	0.2964	1
1678320	3001.2671	1853.3214	123.1145	0.0422	0.1550	-0.3778	0.0864	0.0266	0.2511	1
1678340	3001.2766	1853.3532	123.0439	0.0271	0.1697	-0.3324	-0.1915	0.1245	0.1896	0
1678360	3001.2780	1853.3893	122.9815	-0.0449	0.1899	-0.2871	-0.5404	0.1024	0.2226	1
1678380	3001.2586	1853.4292	122.9290	-0.1662	0.2055	-0.2231	-0.7458	0.0526	0.4038	1
1678400	3001.2115	1853.4715	122.8923	-0.2975	0.2167	-0.1350	-0.6580	0.0365	0.5208	1
1678420	3001.1396	1853.5159	122.8750	-0.3900	0.2335	-0.0456	-0.3188	0.1263	0.4369	1
1678440	3001.0555	1853.5649	122.8741	-0.4148	0.2581	0.0128	0.0809	0.1401	0.1756	1
1678460	3000.9737	1853.6191	122.8802	-0.3741	0.2804	0.0243	0.3624	0.1079	-0.0801	1
1678480	3000.9058	1853.6770	122.8838	-0.2863	0.2863	-0.0035	0.5430	-0.0306	-0.2290	1
1678500	3000.8592	1853.7336	122.8788	-0.1685	0.2676	-0.0541	0.6567	-0.1717	-0.2967	1
1678520	3000.8384	1853.7840	122.8621	-0.0349	0.2338	-0.1167	0.7116	-0.2201	-0.3270	1
1678540	3000.8452	1853.8272	122.8321	0.0945	0.2155	-0.1925	0.6273	-0.0355	-0.4106	0
1678560	3000.8762	1853.8702	122.7851	0.1967	0.2477	-0.2908	0.4163	0.3492	-0.5588	1
1678580	3000.9239	1853.9262	122.7157	0.2589	0.3341	-0.4171	0.2005	0.5868	-0.7284	1
1678600	3000.9798	1854.0039	122.6183	0.2832	0.4384	-0.5559	0.0217	0.5421	-0.7314	1
1678620	3001.0372	1854.1016	122.4934	0.2809	0.5158	-0.6686	-0.0713	0.2632	-0.4671	1
1678640	3001.0922	1854.2102	122.3508	0.2681	0.5466	-0.7187	-0.0894	0.0273	-0.0425	1
1678660	3001.1444	1854.3203	122.2059	0.2618	0.5355	-0.7009	0.0096	-0.1428	0.2760	0
1678680	3001.1969	1854.4244	122.0705	0.2693	0.4848	-0.6422	0.0978	-0.3536	0.3659	1
1678700	3001.2521	1854.5142	121.9490	0.2738	0.3907	-0.5706	-0.0008	-0.5905	0.3541	1
1678720	3001.3064	1854.5807	121.8423	0.2498	0.2592	-0.4906	-0.2265	-0.7813	0.4225	1
1678740	3001.3520	1854.6179	121.7528	0.1914	0.1214	-0.3933	-0.4014	-0.6768	0.5512	1
1678760	3001.3830	1854.6292	121.6850	0.1211	0.0199	-0.2805	-0.3611	-0.3856	0.6151	1
1678780	3001.4005	1854.6258	121.6406	0.0700	-0.0189	-0.1717	-0.1787	0.0014	0.5133	1
1678800	3001.4110	1854.6217	121.6163	0.0548	0.0045	-0.0882	0.0308	0.2729	0.3340	1
1678820	3001.4224	1854.6276	121.6053	0.0741	0.0682	-0.0374	0.1887	0.4149	0.1593	1
1678840	3001.4406	1854.6490	121.6013	0.1141	0.1429	-0.0128	0.2436	0.3861	0.0661	0
1678860	3001.4680	1854.6848	121.6002	0.1556	0.1986	-0.0033	0.2030	0.2035	0.0148	1
1678880	3001.5029	1854.7284	121.6000	0.1815	0.2164	-0.0006	0.0702	-0.0250	0.0063	1
1678900	3001.5406	1854.7713	121.6000	0.1834	0.1951	-0.0006	-0.0539	-0.2094	-0.0068	1
1678920	3001.5762	1854.8064	121.5998	0.1608	0.1452	-0.0027	-0.1731	-0.3084	-0.0124	1
1678940	3001.6049	1854.8294	121.5989	0.1153	0.0776	-0.0089	-0.2928	-0.3784	-0.0418	1
1678960	3001.6224	1854.8375	121.5962	0.0560	-0.0000	-0.0230	-0.3438	-0.4136	-0.0940	1
1678980	3001.6273	1854.8294	121.5897	0.0070	-0.0786	-0.0465	-0.2046	-0.3874	-0.1493	1
1679000	3001.6252	1854.8060	121.5776	-0.0000	-0.1503	-0.0743	0.0972	-0.3341	-0.1531	1
1679020	3001.6273	1854.7693	121.5600	0.0539	-0.2117	-0.0940	0.4597	-0.2800	-0.0649	1
1679040	3001.6467	1854.7213	121.5400	0.1587	-0.2611	-0.0945	0.6577	-0.2244	0.0609	1
1679060	3001.6908	1854.6648	121.5222	0.2764	-0.2943	-0.0771	0.6000	-0.1088	0.1399	1
1679080	3001.7573	1854.6036	121.5092	0.3624	-0.3108	-0.0554	0.3183	-0.0446	0.1077	0
1679100	3001.8357	1854.5405	121.5000	0.3837	-0.3170	-0.0459	-0.0923	-0.0020	-0.0003	1
1679120	3001.9108	1854.4768	121.4908	0.3344	-0.3220	-0.0554	-0.4495	-0.0318	-0.1065	1
1679140	3001.9695	1854.4117	121.4778	0.2402	-0.3330	-0.0776	-0.5702	-0.0839	-0.1441	0
1679160	3002.0069	1854.3436	121.4598	0.1432	-0.3475	-0.0978	-0.4588	-0.0821	-0.0787	1
1679180	3002.0268	1854.2727	121.4387	0.0761	-0.3538	-0.1059	-0.2279	-0.0036	0.0085	1
1679200	3002.0373	1854.2021	121.4174	0.0492	-0.3401	-0.1079	-0.0215	0.1328	0.0081	1
1679220	3002.0464	1854.1367	121.3955	0.0516	-0.3024	-0.1218	0.0909	0.2589	-0.1207	1
1679240	3002.0580	1854.0812	121.3687	0.0581	-0.2487	-0.1603	0.0243	0.3068	-0.2783	1
1679260	3002.0697	1854.0372	121.3314	0.0420	-0.1948	-0.2158	-0.1663	0.2584	-0.3235	1
1679280	3002.0748	1854.0032	121.2823	-0.0049	-0.1553	-0.2655	-0.3449	0.1465	-0.2029	1
1679300	3002.0677	1853.9751	121.2252	-0.0596	-0.1355	-0.2950	-0.2805	0.0395	-0.0723	1
1679320	3002.0509	1853.9490	121.1643	-0.0835	-0.1282	-0.3132	0.0105	0.0013	-0.0666	0
1679340	3002.0343	1853.9238	121.0999	-0.0610	-0.1189	-0.3421	0.2582	0.0841	-0.1988	1
1679360	3002.0265	1853.9015	121.0275	-0.0119	-0.1042	-0.3931	0.2889	0.0954	-0.3319	1
1679380	3002.0295	1853.8821	120.9427	0.0349	-0.0997	-0.4565	0.1991	-0.0190	-0.3418	1
1679400	3002.0405	1853.8616	120.8449	0.0661	-0.1203	-0.5119	0.1128	-0.1925	-0.2360	1
1679420	3002.0560	1853.8340	120.7379	0.0779	-0.1613	-0.5455	0.0193	-0.2735	-0.1017	1
1679440	3002.0717	1853.7971	120.6267	0.0632	-0.1946	-0.5555	-0.1506	-0.1151	0.0123	1
1679460	3002.0813	1853.7562	120.5157	0.0162	-0.1921	-0.5478	-0.3361	0.1385	0.0825	1
1679480	3002.0781	1853.7203	120.4076	-0.0534	-0.1515	-0.5319	-0.4086	0.3094	0.0922	1
1679500	3002.0599	1853.6956	120.3029	-0.1210	-0.0942	-0.5168	-0.3030	0.3086	0.0666	1
1679520	3002.0297	1853.6826	120.2009	-0.1668	-0.0434	-0.5068	-0.1588	0.2110	0.0331	1
1679540	3001.9931	1853.6782	120.1002	-0.1868	-0.0069	-0.5016	-0.0340	0.1374	0.0098	1
