# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	26. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	M
# Flight type and number:	Free Flight 11
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5730000	2995.5788	1845.7066	121.7000	-0.3735	0.0000	0.0000	0.0000	0.0000	0.0000	1
5730020	2995.5041	1845.7066	121.7000	-0.4323	-0.0000	0.0000	-0.7556	0.0000	-0.0004	1
5730040	2995.4059	1845.7066	121.7000	-0.5422	-0.0000	0.0000	-0.5018	-0.0001	0.0015	1
5730060	2995.2872	1845.7066	121.7000	-0.6224	0.0000	-0.0006	-0.3096	0.0002	-0.0056	1
5730080	2995.1570	1845.7066	121.6998	-0.6528	-0.0000	-0.0028	0.0029	-0.0008	-0.0127	1
5730100	2995.0261	1845.7066	121.6989	-0.6360	-0.0000	-0.0089	0.2098	0.0031	-0.0417	1
5730120	2994.9026	1845.7066	121.6962	-0.5930	-0.0009	-0.0230	0.2544	-0.0116	-0.0941	1
5730140	2994.7889	1845.7062	121.6897	-0.5452	-0.0037	-0.0465	0.2562	-0.0121	-0.1494	1
5730160	2994.6845	1845.7051	121.6776	-0.5121	-0.0103	-0.0743	0.1011	-0.0483	-0.1527	1
5730180	2994.5841	1845.7021	121.6600	-0.5059	-0.0234	-0.0940	-0.0539	-0.0871	-0.0664	1
5730200	2994.4821	1845.6958	121.6400	-0.5186	-0.0392	-0.0940	-0.1203	-0.0925	0.0664	1
5730220	2994.3766	1845.6864	121.6224	-0.5248	-0.0464	-0.0743	0.0067	-0.0053	0.1527	1
5730240	2994.2722	1845.6772	121.6103	-0.4967	-0.0328	-0.0465	0.2544	0.1432	0.1494	1
5730260	2994.1780	1845.6733	121.6038	-0.4237	0.0000	-0.0230	0.5018	0.2240	0.0940	1
5730280	2994.1027	1845.6772	121.6011	-0.3214	0.0318	-0.0089	0.5875	0.1347	0.0418	1
5730300	2994.0494	1845.6860	121.6002	-0.2245	0.0419	-0.0027	0.4389	-0.0268	0.0128	1
5730320	2994.0129	1845.6939	121.6000	-0.1643	0.0243	-0.0006	0.1780	-0.1621	0.0055	1
5730340	2993.9837	1845.6957	121.6000	-0.1487	-0.0149	0.0000	-0.0545	-0.2438	-0.0015	1
5730360	2993.9534	1845.6880	121.6000	-0.1614	-0.0672	0.0000	-0.1204	-0.2975	0.0004	1
5730380	2993.9191	1845.6689	121.6000	-0.1769	-0.1203	0.0000	-0.0665	-0.2668	-0.0001	1
5730400	2993.8827	1845.6399	121.6000	-0.1760	-0.1558	0.0000	0.0574	-0.1223	0.0000	1
5730420	2993.8488	1845.6066	121.6000	-0.1472	-0.1567	0.0000	0.2222	0.1137	-0.0000	1
5730440	2993.8238	1845.5772	121.6000	-0.0870	-0.1240	0.0000	0.3965	0.2544	0.0000	1
5730460	2993.8140	1845.5570	121.6000	-0.0061	-0.0775	0.0000	0.4586	0.2470	-0.0000	1
5730480	2993.8214	1845.5462	121.6000	0.0713	-0.0374	0.0000	0.3558	0.1656	0.0000	1
5730500	2993.8425	1845.5420	121.6000	0.1246	-0.0103	0.0000	0.1767	0.0917	-0.0000	1
5730520	2993.8712	1845.5420	121.6000	0.1534	0.0103	0.0000	0.0771	0.0882	0.0000	1
5730540	2993.9038	1845.5462	121.6000	0.1735	0.0384	0.0000	0.1006	0.1759	-0.0000	1
5730560	2993.9406	1845.5574	121.6000	0.1961	0.0826	0.0000	0.1421	0.2708	0.0000	0
5730580	2993.9823	1845.5792	121.6000	0.2135	0.1405	0.0000	0.0663	0.3311	-0.0000	0
5730600	2994.0260	1845.6136	121.6000	0.2056	0.2004	0.0000	-0.1011	0.2904	0.0001	1
5730620	2994.0645	1845.6594	121.6000	0.1488	0.2505	0.0000	-0.4380	0.2129	-0.0004	1
5730640	2994.0855	1845.7138	121.6000	0.0215	0.2901	0.0000	-0.7803	0.1595	0.0015	1
5730660	2994.0731	1845.7754	121.6000	-0.2108	0.3316	-0.0006	-1.4458	0.2249	-0.0055	1
5730680	2994.0012	1845.8465	121.5998	-0.5932	0.3902	-0.0027	-2.3678	0.3556	-0.0128	1
5730700	2993.8358	1845.9315	121.5989	-1.1173	0.4651	-0.0089	-3.0979	0.4540	-0.0418	1
5730720	2993.5543	1846.0325	121.5962	-1.6481	0.5190	-0.0230	-2.6678	0.2218	-0.0940	1
5730740	2993.1766	1846.1391	121.5897	-1.9436	0.4799	-0.0465	-0.6550	-0.5039	-0.1494	1
5730760	2992.7768	1846.2245	121.5776	-1.8192	0.2973	-0.0743	1.9794	-1.3848	-0.1527	1
5730780	2992.4489	1846.2580	121.5600	-1.3186	0.0083	-0.0940	3.5151	-1.7377	-0.0664	1
5730800	2992.2494	1846.2278	121.5400	-0.6970	-0.2630	-0.0940	3.2184	-1.2235	0.0664	1
5730820	2992.1701	1846.1528	121.5224	-0.2285	-0.3805	-0.0743	1.6488	-0.0832	0.1527	1
5730840	2992.1580	1846.0756	121.5103	-0.0228	-0.2731	-0.0465	0.2562	1.2204	0.1494	1
5730860	2992.1610	1846.0436	121.5038	-0.0037	0.0309	-0.0230	-0.3976	1.9805	0.0940	1
5730880	2992.1565	1846.0880	121.5011	0.0111	0.4452	-0.0089	0.2040	2.3193	0.0418	1
5730900	2992.1655	1846.2217	121.5002	0.2055	0.8751	-0.0027	1.5975	2.1414	0.0128	1
5730920	2992.2387	1846.4380	121.5000	0.6493	1.2232	-0.0006	3.0555	1.5069	0.0055	1
5730940	2992.4252	1846.7110	121.5000	1.2189	1.3881	0.0000	3.1564	0.3258	-0.0015	1
5730960	2992.7263	1846.9932	121.5000	1.6468	1.2748	0.0000	1.5207	-1.4108	0.0004	1
5730980	2993.0839	1847.2209	121.5000	1.7292	0.8694	0.0000	-0.7686	-2.8801	-0.0001	1
5731000	2993.4180	1847.3410	121.5000	1.4984	0.3040	0.0000	-1.9692	-3.1940	0.0000	1
5731020	2993.6832	1847.3425	121.5000	1.1668	-0.2002	0.0000	-1.6842	-2.1465	-0.0000	1
5731040	2993.8847	1847.2609	121.5000	0.9132	-0.4802	0.0000	-0.8582	-0.6662	0.0000	1
5731060	2994.0485	1847.1504	121.5000	0.7549	-0.5178	0.0000	-0.5330	0.4595	-0.0000	1
5731080	2994.1867	1847.0538	121.5000	0.5967	-0.3995	0.0000	-0.8594	0.9218	0.0000	1
5731100	2994.2872	1846.9906	121.5000	0.3429	-0.2323	0.0000	-1.6740	0.8566	-0.0000	1
5731120	2994.3238	1846.9609	121.5000	-0.0062	-0.0848	0.0000	-2.0243	0.6811	0.0000	1
5731140	2994.2847	1846.9567	121.5000	-0.3392	0.0026	0.0000	-1.5973	0.2419	-0.0000	1
5731160	2994.1881	1846.9619	121.5000	-0.4983	0.0026	0.0000	-0.1978	-0.2286	0.0000	1
5731180	2994.0854	1846.9577	121.5000	-0.3753	-0.0913	0.0000	1.4567	-0.7452	-0.0000	1
5731200	2994.0380	1846.9254	121.5000	0.0202	-0.2537	0.0000	2.6837	-1.0077	0.0000	1
5731220	2994.0935	1846.8562	121.5000	0.5896	-0.4125	0.0000	3.2263	-0.7483	-0.0000	1
5731240	2994.2739	1846.7604	121.5000	1.2120	-0.4750	0.0000	3.1525	-0.0048	0.0000	1
5731260	2994.5783	1846.6662	121.5000	1.7998	-0.3704	0.0000	2.7676	1.0207	-0.0000	1
5731280	2994.9938	1846.6122	121.5000	2.3310	-0.0791	0.0000	2.4443	1.9467	0.0000	1
5731300	2995.5107	1846.6346	121.5000	2.8621	0.3699	0.0000	2.6565	2.6470	-0.0000	0
5731320	2996.1386	1846.7602	121.5000	3.5068	0.9114	0.0000	3.5939	2.9520	0.0000	1
5731340	2996.9134	1846.9992	121.5000	4.3674	1.4341	0.0000	4.9864	2.5472	-0.0000	1
5731360	2997.8856	1847.3338	121.5000	5.4521	1.7855	0.0000	6.0760	1.2184	0.0000	0
5731380	2999.0942	1847.7133	121.5000	6.6418	1.8306	0.0000	6.1770	-0.6990	-0.0000	1
5731400	3000.5423	1848.0661	121.5000	7.7414	1.5386	0.0000	5.1296	-2.4340	0.0000	0
5731420	3002.1908	1848.3288	121.5000	8.5776	1.0236	0.0000	3.3694	-3.0717	-0.0000	1
5731440	3003.9733	1848.4755	121.5000	9.0675	0.4687	0.0000	1.5024	-2.6747	0.0000	0
5731460	3005.8178	1848.5163	121.5000	9.2213	-0.0248	0.0000	-0.0977	-2.1260	-0.0000	1
5731480	3007.6619	1848.4656	121.5000	9.1172	-0.5231	0.0000	-1.1626	-2.5364	0.0000	1
5731500	3009.4647	1848.3070	121.5000	8.8752	-1.1868	0.0000	-1.4499	-3.9118	-0.0001	0
5731520	3011.2120	1847.9909	121.5000	8.5994	-2.1149	0.0000	-1.3598	-5.4538	0.0004	1
5731540	3012.9044	1847.4611	121.5000	8.3196	-3.2697	0.0000	-1.3340	-6.3208	-0.0015	0
5731560	3014.5398	1846.6830	121.5000	7.9820	-4.5344	0.0006	-1.8688	-6.5071	0.0055	1
5731580	3016.0972	1845.6474	121.5002	7.4926	-5.8040	0.0027	-2.8829	-6.2835	0.0128	0
5731600	3017.5368	1844.3614	121.5011	6.7702	-7.0163	0.0089	-4.2751	-5.9025	0.0418	1
5731620	3018.8053	1842.8409	121.5038	5.7815	-8.1298	0.0230	-5.6821	-5.3010	0.0940	0
5731640	3019.8494	1841.1095	121.5103	4.5698	-9.0983	0.0465	-6.6566	-4.5088	0.1494	1
5731660	3020.6333	1839.2015	121.5224	3.2612	-9.8414	0.0743	-6.7289	-3.1613	0.1527	0
5731680	3021.1539	1837.1730	121.5400	2.0185	-10.2247	0.0940	-5.9103	-0.9355	0.0664	1
5731700	3021.4407	1835.1117	121.5600	0.9584	-10.1136	0.0940	-4.7061	1.9964	-0.0664	1
5731720	3021.5373	1833.1275	121.5776	0.0960	-9.4960	0.0743	-3.7969	4.5241	-0.1527	0
5731740	3021.4791	1831.3133	121.5897	-0.6225	-8.5672	0.0465	-3.3158	5.3881	-0.1494	1
5731760	3021.2882	1829.7007	121.5962	-1.2273	-7.6697	0.0230	-2.8456	4.1706	-0.0940	0
5731780	3020.9882	1828.2454	121.5989	-1.6587	-7.1272	0.0089	-1.6801	1.5281	-0.0418	1
5731800	3020.6248	1826.8498	121.5998	-1.8130	-7.0981	0.0027	0.0601	-1.3296	-0.0126	0
5731820	3020.2630	1825.4061	121.6000	-1.6576	-7.5378	0.0006	1.6868	-3.4195	-0.0060	1
5731840	3019.9617	1823.8346	121.6000	-1.2972	-8.2470	0.0003	2.2715	-4.1634	0.0035	0
5731860	3019.7441	1822.1073	121.6001	-0.9234	-8.9451	0.0017	1.7675	-3.3096	0.0087	1
5731880	3019.5924	1820.2566	121.6007	-0.7072	-9.3504	0.0058	0.5482	-1.0973	0.0273	0
5731900	3019.4612	1818.3671	121.6025	-0.7409	-9.2644	0.0160	-0.8754	1.8774	0.0680	1
5731920	3019.2960	1816.5508	121.6070	-1.0377	-8.6398	0.0347	-2.1560	4.5693	0.1211	1
5731940	3019.0462	1814.9112	121.6163	-1.5642	-7.5802	0.0607	-3.1955	6.3409	0.1532	0
5731960	3018.6703	1813.5188	121.6313	-2.2710	-6.2574	0.0858	-3.9620	7.1483	0.1181	1
5731980	3018.1377	1812.4082	121.6507	-3.1031	-4.8241	0.1001	-4.4649	7.3502	0.0293	0
5732000	3017.4291	1811.5891	121.6714	-3.9967	-3.3847	0.1018	-4.5938	7.1696	-0.0326	1
5732020	3016.5391	1811.0543	121.6914	-4.8844	-2.0164	0.1010	-4.3606	6.6117	-0.0020	1
5732040	3015.4753	1810.7826	121.7117	-5.7238	-0.7739	0.1111	-4.0245	5.8456	0.0967	0
5732060	3014.2495	1810.7448	121.7358	-6.5177	0.3232	0.1351	-3.8455	5.0917	0.1654	1
5732080	3012.8682	1810.9119	121.7658	-7.2979	1.2904	0.1619	-3.9200	4.5295	0.1329	0
5732100	3011.3304	1811.2609	121.8005	-8.0790	2.1551	0.1758	-3.9612	4.0764	0.0183	1
5732120	3009.6367	1811.7739	121.8361	-8.8192	2.9437	0.1706	-3.6133	3.7620	-0.0857	0
5732140	3007.8027	1812.4384	121.8688	-9.4276	3.6850	0.1539	-2.6234	3.5965	-0.1070	1
5732160	3005.8656	1813.2479	121.8977	-9.8262	4.4083	0.1384	-1.3574	3.6076	-0.0589	0
5732180	3003.8722	1814.2017	121.9242	-10.0176	5.1262	0.1306	-0.3970	3.6156	-0.0121	1
5732200	3001.8586	1815.2984	121.9499	-10.0798	5.8149	0.1275	-0.0899	3.3599	-0.0092	0
5732220	2999.8403	1816.5277	121.9752	-10.0779	6.4284	0.1250	0.0574	2.8414	-0.0170	1
5732240	2997.8274	1817.8697	121.9999	-9.9874	6.9330	0.1225	0.6765	2.1875	-0.0091	0
5732260	2995.8453	1819.3009	122.0242	-9.7231	7.3391	0.1194	1.8500	1.7704	-0.0123	1
5732280	2993.9382	1820.8054	122.0477	-9.2239	7.7006	0.1116	3.1690	1.7303	-0.0582	0
5732300	2992.1558	1822.3811	122.0688	-8.5023	8.0788	0.0958	4.1818	2.0009	-0.1097	1
5732320	2990.5372	1824.0369	122.0860	-7.6327	8.5013	0.0780	4.6882	2.2642	-0.0923	0
5732340	2989.1027	1825.7817	122.1000	-6.7154	8.9481	0.0697	4.6616	2.2992	-0.0019	1
5732360	2987.8511	1827.6161	122.1139	-5.8516	9.3678	0.0764	4.1075	1.9902	0.0832	0
5732380	2986.7620	1829.5288	122.1305	-5.1145	9.7092	0.0903	3.2892	1.4680	0.0842	1
5732400	2985.8053	1831.4998	122.1500	-4.5170	9.9463	0.0973	2.5849	0.8943	0.0000	0
5732420	2984.9552	1833.5073	122.1695	-4.0062	10.0831	0.0903	2.3679	0.4274	-0.0843	1
5732440	2984.2028	1835.5331	122.1861	-3.4983	10.1441	0.0764	2.5986	0.1307	-0.0827	0
5732460	2983.5559	1837.5650	122.2000	-2.9320	10.1577	0.0694	3.0559	-0.0248	-0.0000	1
5732480	2983.0300	1839.5961	122.2139	-2.2987	10.1411	0.0764	3.3348	-0.1409	0.0827	0
5732500	2982.6364	1841.6214	122.2305	-1.6245	10.0949	0.0903	3.4500	-0.3002	0.0843	1
5732520	2982.3802	1843.6341	122.2500	-0.9324	10.0086	0.0973	3.4699	-0.5393	0.0000	0
5732540	2982.2635	1845.6249	122.2695	-0.2241	9.8698	0.0903	3.5919	-0.8391	-0.0843	1
5732560	2982.2906	1847.5820	122.2861	0.5091	9.6712	0.0764	3.7410	-1.1415	-0.0827	0
5732580	2982.4671	1849.4933	122.3000	1.2658	9.4093	0.0694	3.8559	-1.4728	-0.0000	1
5732600	2982.7969	1851.3457	122.3139	2.0315	9.0809	0.0764	3.8279	-1.8030	0.0827	0
5732620	2983.2797	1853.1257	122.3305	2.7923	8.6808	0.0903	3.7793	-2.1827	0.0843	1
5732640	2983.9139	1854.8180	122.3500	3.5479	8.1998	0.0973	3.7578	-2.6045	0.0000	0
5732660	2984.6989	1856.4056	122.3695	4.3058	7.6262	0.0903	3.8212	-3.1212	-0.0843	1
5732680	2985.6362	1857.8685	122.3861	5.0635	6.9569	0.0764	3.7994	-3.6013	-0.0825	0
5732700	2986.7243	1859.1883	122.4000	5.7970	6.2075	0.0694	3.5992	-3.9432	-0.0007	1
5732720	2987.9550	1860.3515	122.4139	6.4728	5.4049	0.0766	3.1976	-4.1190	0.0852	0
5732740	2989.3134	1861.3503	122.4307	7.0697	4.5692	0.0917	2.7669	-4.2474	0.0914	1
5732760	2990.7829	1862.1792	122.4505	7.5870	3.7124	0.1015	2.3898	-4.3633	0.0180	0
5732780	2992.3482	1862.8353	122.4712	8.0319	2.8609	0.1004	2.0575	-4.2367	-0.0433	1
5732800	2993.9956	1863.3236	122.4907	8.4077	2.0579	0.0951	1.6912	-3.8452	-0.0303	0
5732820	2995.7113	1863.6584	122.5093	8.7216	1.3260	0.0957	1.4129	-3.4022	0.0347	1
5732840	2997.4843	1863.8540	122.5290	8.9918	0.6219	0.1029	1.2559	-3.4430	0.0545	1
5732860	2999.3080	1863.9072	122.5504	9.2345	-0.1575	0.1088	1.1764	-4.1735	0.0147	0
5732880	3001.1781	1863.7910	122.5725	9.4465	-1.1026	0.1088	0.9890	-5.2831	-0.0253	1
5732900	3003.0866	1863.4662	122.5939	9.6046	-2.2004	0.1074	0.6349	-5.9793	-0.0013	0
5732920	3005.0199	1862.9108	122.6155	9.6853	-3.2930	0.1107	0.1938	-5.3800	0.0394	1
5732940	3006.9607	1862.1489	122.6382	9.6743	-4.1498	0.1163	-0.2917	-3.4803	0.0306	1
5732960	3008.8897	1861.2509	122.6620	9.5634	-4.6178	0.1188	-0.8070	-1.1251	-0.0108	1
5732980	3010.7861	1860.3018	122.6857	9.3474	-4.7391	0.1213	-1.3537	0.3295	0.0102	1
5733000	3012.6286	1859.3552	122.7105	9.0283	-4.7354	0.1363	-1.8658	0.1764	0.1230	0
5733020	3014.3974	1858.4077	122.7402	8.6226	-4.8604	0.1712	-2.2414	-1.1796	0.2420	1
5733040	3016.0776	1857.4111	122.7790	8.1601	-5.2526	0.2181	-2.4519	-2.8109	0.2618	0
5733060	3017.6614	1856.3067	122.8275	7.6756	-5.8852	0.2589	-2.4179	-3.7567	0.1721	1
5733080	3019.1479	1855.0570	122.8826	7.1769	-6.6334	0.2797	-2.4800	-3.9388	0.0357	1
5733100	3020.5322	1853.6533	122.9394	6.6116	-7.3798	0.2794	-2.9797	-3.6022	-0.0546	0
5733120	3021.7925	1852.1051	122.9943	5.8747	-8.0769	0.2657	-4.1993	-3.3246	-0.0938	1
5733140	3022.8821	1850.4225	123.0456	4.8668	-8.7417	0.2452	-5.8382	-3.2555	-0.1126	0
5733160	3023.7392	1848.6085	123.0924	3.5673	-9.4085	0.2198	-7.3095	-3.3819	-0.1432	1
5733180	3024.3090	1846.6592	123.1335	2.0613	-10.0904	0.1910	-8.0314	-3.4965	-0.1573	0
5733200	3024.5638	1844.5723	123.1688	0.5040	-10.7535	0.1661	-7.8154	-3.2703	-0.1124	1
5733220	3024.5106	1842.3578	123.2000	-0.9525	-11.3233	0.1560	-6.8951	-2.5695	0.0008	0
5733240	3024.1828	1840.0430	123.2312	-2.2252	-11.7238	0.1658	-5.8074	-1.4908	0.1092	1
5733260	3023.6205	1837.6682	123.2663	-3.3230	-11.9263	0.1896	-5.0324	-0.4618	0.1517	0
5733280	3022.8536	1835.2724	123.3070	-4.3158	-11.9677	0.2150	-4.7725	0.1827	0.1195	1
5733300	3021.8942	1832.8812	123.3523	-5.2710	-11.9169	0.2324	-4.7415	0.4056	0.0593	0
5733320	3020.7452	1830.5057	123.4000	-6.2113	-11.8155	0.2380	-4.7082	0.5661	-0.0020	1
5733340	3019.4097	1828.1549	123.4475	-7.1155	-11.6420	0.2307	-4.3943	1.0408	-0.0678	0
5733360	3017.8990	1825.8489	123.4923	-7.9544	-11.3286	0.2092	-3.9998	1.9747	-0.1471	1
5733380	3016.2279	1823.6235	123.5312	-8.7233	-10.8122	0.1736	-3.6547	3.1588	-0.2189	0
5733400	3014.4097	1821.5240	123.5618	-9.4377	-10.0762	0.1308	-3.4701	4.2765	-0.2331	1
5733420	3012.4529	1819.5930	123.5835	-10.1036	-9.1603	0.0940	-3.2356	5.0077	-0.1602	0
5733440	3010.3682	1817.8599	123.5993	-10.6959	-8.1326	0.0758	-2.7704	5.3745	-0.0274	1
5733460	3008.1745	1816.3400	123.6139	-11.1722	-7.0519	0.0797	-2.0393	5.4759	0.0838	0
5733480	3005.8994	1815.0391	123.6312	-11.5074	-5.9463	0.0961	-1.2921	5.5796	0.1074	1
5733500	3003.5716	1813.9615	123.6523	-11.7090	-4.8183	0.1116	-0.6862	5.6863	0.0593	0
5733520	3001.2158	1813.1118	123.6758	-11.7937	-3.6598	0.1192	-0.1656	5.8703	0.0100	1
5733540	2998.8541	1812.4976	123.7000	-11.7602	-2.4508	0.1208	0.4659	6.1525	0.0005	0
5733560	2996.5117	1812.1315	123.7242	-11.5926	-1.1500	0.1189	1.1981	6.7367	-0.0119	1
5733580	2994.2170	1812.0376	123.7475	-11.2867	0.3062	0.1099	1.9004	7.7312	-0.0693	0
5733600	2991.9970	1812.2540	123.7681	-10.8653	1.9585	0.0906	2.3937	8.8842	-0.1314	1
5733620	2989.8709	1812.8210	123.7838	-10.3727	3.7436	0.0648	2.6162	9.3197	-0.1472	0
5733640	2987.8479	1813.7514	123.7941	-9.8552	5.4650	0.0439	2.6056	8.3572	-0.0825	1
5733660	2985.9288	1815.0070	123.8014	-9.3388	6.8752	0.0392	2.5485	6.0132	0.0288	1
5733680	2984.1124	1816.5015	123.8097	-8.8186	7.8317	0.0540	2.5967	3.4437	0.1306	1
