# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	02. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	B
# Flight type and number:	Free Flight 2
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2156220	2996.5918	1845.0289	128	0.2576	-0.0179	0	0	0	0	1
2156240	2996.6433	1845.0253	128	0.261	-0.0375	0	0.0976	-0.2788	0	0
2156260	2996.6962	1845.0139	128	0.2476	-0.0616	0	-0.1867	-0.0588	0	1
2156280	2996.7424	1845.0006	128	0.1986	-0.045	0	-0.3565	0.2394	0	1
2156300	2996.7756	1844.9959	128	0.1395	0.0033	0	-0.3214	0.3723	0	1
2156320	2996.7982	1845.002	128	0.1119	0.023	0	0.0307	-0.0989	0	1
2156340	2996.8204	1845.0051	128	0.1218	-0.0209	0	0.1552	-0.4257	-0.0002	1
2156360	2996.8469	1844.9936	128	0.1168	-0.0702	-0.0006	-0.0188	-0.3819	0.0006	1
2156380	2996.8672	1844.977	127.9998	-0.0096	0.0548	-0.0055	-1.0083	1.1744	-0.0356	1
2156400	2996.843	1845.0155	127.9978	-0.3791	0.5899	-0.0249	-2.6081	3.9664	-0.1229	1
2156420	2996.7155	1845.2129	127.9898	-1.0182	1.6235	-0.0809	-4.0692	6.7805	-0.3711	1
2156440	2996.4358	1845.665	127.9654	-1.7559	2.9032	-0.2103	-3.949	7.1118	-0.8547	1
2156460	2996.0131	1846.3742	127.9057	-2.2533	3.8441	-0.4476	-1.5628	3.3517	-1.5108	1
2156480	2995.5344	1847.2026	127.7864	-2.2399	3.9092	-0.7924	1.7822	-2.6448	-2.0396	1
2156500	2995.1172	1847.9379	127.5887	-1.7591	3.07	-1.1874	3.6552	-6.7363	-2.0821	1
2156520	2994.8308	1848.4306	127.3114	-1.128	1.8274	-1.5403	3.2279	-6.7976	-1.5791	1
2156540	2994.666	1848.6689	126.9726	-0.6518	0.7682	-1.7785	1.6658	-4.2428	-0.8309	1
2156560	2994.5701	1848.7379	126.6	-0.4222	0.165	-1.8811	0.4478	-1.6158	-0.1562	1
2156580	2994.4971	1848.7349	126.2201	-0.3587	-0.0443	-1.866	-0.0228	-0.101	0.3553	1
2156600	2994.4266	1848.7202	125.8536	-0.3528	-0.0495	-1.7608	0.0208	0.2686	0.7433	1
2156620	2994.3559	1848.715	125.5158	-0.3593	0.0111	-1.5951	-0.0857	0.4625	0.9768	1
2156640	2994.2829	1848.7246	125.2156	-0.3713	0.0548	-1.4066	-0.0427	0.0812	0.9862	1
2156660	2994.2074	1848.7369	124.9532	-0.3852	0.0234	-1.2383	-0.0945	-0.3658	0.7501	1
2156680	2994.1288	1848.734	124.7203	-0.3993	-0.1032	-1.1202	-0.0625	-0.9177	0.4402	1
2156700	2994.0477	1848.6957	124.5051	-0.4076	-0.3135	-1.0603	-0.0234	-1.2639	0.1467	1
