# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	02. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	L
# Flight type and number:	Free Flight 2
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
2120240	2989.3689	1851.8374	128.1536	1.2758	0.1893	-4.6594	0.0000	0.0000	0.0000	1
2120260	2989.6240	1851.8753	127.2217	2.2666	-0.2236	-8.3221	10.3805	-4.1307	-38.5231	0
2120280	2990.2755	1851.7480	124.8247	5.0663	-1.4654	-18.6034	17.9246	-8.2518	-65.6679	1
2120300	2991.6506	1851.2891	119.7803	9.3638	-3.4789	-34.2369	26.4570	-12.5976	-95.9255	0
2120320	2994.0210	1850.3564	111.1300	14.1818	-5.7968	-51.5908	25.5614	-12.4325	-91.5185	1
2120340	2997.3233	1848.9704	99.1440	17.5149	-7.4457	-63.4111	11.0638	-5.6688	-38.3476	0
2120360	3001.0270	1847.3781	85.7655	17.6446	-7.5865	-63.6139	-9.5994	4.1662	36.0360	0
2120380	3004.3811	1845.9358	73.6984	14.4924	-6.1681	-52.0761	-25.0975	11.5018	90.9102	1
2120400	3006.8239	1844.9109	64.9351	9.6974	-3.9571	-34.7689	-26.7162	12.4295	95.8846	1
2120420	3008.2601	1844.3530	59.7909	5.3088	-1.9223	-18.9780	-19.0293	8.8404	68.4252	1
2120440	3008.9474	1844.1420	57.3439	2.4298	-0.6063	-8.5368	-9.4930	4.2339	34.9909	1
2120460	3009.2320	1844.1105	56.3762	1.0262	-0.0154	-3.3066	-3.4126	1.1591	13.5059	0
2120480	3009.3579	1844.1358	56.0212	0.5260	0.1115	-1.3570	-0.6564	-0.3490	2.9053	1
2120500	3009.4424	1844.1551	55.8334	0.3982	0.0354	-0.9136	-0.1722	-0.6741	-0.0696	0
2120520	3009.5172	1844.1500	55.6558	0.3574	-0.0818	-0.9598	-0.1150	-0.6081	-1.0807	1
2120540	3009.5854	1844.1223	55.4494	0.3123	-0.1686	-1.0362	-0.3528	-0.2727	0.0714	0
2120560	3009.6421	1844.0825	55.2413	0.2663	-0.2151	-0.9944	-0.1987	-0.1289	0.5327	1
2120580	3009.6919	1844.0363	55.0517	0.2620	-0.2509	-0.9061	0.1153	-0.1712	0.5703	0
2120600	3009.7469	1843.9821	54.8789	0.3245	-0.3089	-0.9049	0.5125	-0.3768	-0.2917	1
2120620	3009.8217	1843.9127	54.6897	0.4515	-0.4069	-1.1309	0.8114	-0.6102	-1.8511	0
2120640	3009.9275	1843.8194	54.4265	0.6126	-0.5408	-1.6406	0.8858	-0.7748	-3.4146	1
2120660	3010.0667	1843.6964	54.0335	0.7588	-0.6830	-2.3341	0.6650	-0.7321	-3.9635	0
2120680	3010.2310	1843.5462	53.4929	0.8418	-0.7865	-2.9693	0.2082	-0.3854	-2.8652	1
2120700	3010.4035	1843.3818	52.8458	0.8389	-0.8087	-3.2946	-0.2708	0.1507	-0.5573	1
2120720	3010.5666	1843.2227	52.1751	0.7680	-0.7427	-3.2206	-0.5286	0.5768	1.5595	1
2120740	3010.7107	1843.0847	51.5575	0.6768	-0.6227	-2.8794	-0.4633	0.7074	2.2949	0
2120760	3010.8373	1842.9737	51.0233	0.6074	-0.4934	-2.5012	-0.2415	0.6293	1.7587	1
2120780	3010.9537	1842.8874	50.5571	0.5674	-0.3818	-2.2373	-0.1105	0.4956	0.8613	0
2120800	3011.0642	1842.8209	50.1284	0.5321	-0.2951	-2.0867	-0.1809	0.3623	0.4393	1
2120820	3011.1665	1842.7693	49.7224	0.4693	-0.2282	-1.9455	-0.4164	0.2819	0.7751	0
2120840	3011.2520	1842.7297	49.3502	0.3624	-0.1662	-1.7076	-0.6690	0.3018	1.5350	1
2120860	3011.3114	1842.7028	49.0393	0.2199	-0.0915	-1.3307	-0.8112	0.4368	2.2879	0
2120880	3011.3399	1842.6931	48.8179	0.0740	-0.0005	-0.8427	-0.7299	0.5099	2.7267	1
2120900	3011.3410	1842.7027	48.7023	-0.0299	0.0892	-0.3159	-0.3824	0.4248	2.6684	0
2120920	3011.3280	1842.7287	48.6916	-0.0518	0.1582	0.1796	0.1424	0.2675	2.3433	1
2120940	3011.3203	1842.7659	48.7741	0.0182	0.2041	0.6063	0.6155	0.1689	1.9449	0
2120960	3011.3353	1842.8104	48.9341	0.1477	0.2366	0.9461	0.7919	0.1460	1.4959	1
2120980	3011.3794	1842.8605	49.1525	0.2747	0.2616	1.1745	0.5894	0.1080	0.8384	0
2121000	3011.4452	1842.9150	49.4039	0.3382	0.2790	1.2672	0.1004	0.0638	0.0887	1
2121020	3011.5147	1842.9721	49.6594	0.3057	0.2905	1.2328	-0.4325	0.0366	-0.5715	1
2121040	3011.5674	1843.0312	49.8970	0.1789	0.3042	1.1536	-0.8812	0.0817	-0.4890	0
2121060	3011.5862	1843.0938	50.1208	-0.0150	0.3286	1.1744	-1.1358	0.1636	0.4628	1
2121080	3011.5614	1843.1627	50.3668	-0.2309	0.3623	1.4179	-1.1194	0.2060	1.9545	1
2121100	3011.4939	1843.2387	50.6880	-0.4143	0.3860	1.8851	-0.7986	0.0873	3.0082	0
2121120	3011.3957	1843.3171	51.1208	-0.5186	0.3712	2.4176	-0.2724	-0.2031	2.7572	1
2121140	3011.2864	1843.3872	51.6550	-0.5284	0.3013	2.7832	0.2156	-0.5153	1.1701	1
2121160	3011.1843	1843.4376	52.2341	-0.4652	0.1861	2.8347	0.4894	-0.6904	-0.7068	0
2121180	3011.1003	1843.4616	52.7889	-0.3675	0.0540	2.5894	0.5406	-0.6822	-1.9844	1
2121200	3011.0374	1843.4592	53.2699	-0.2653	-0.0655	2.1701	0.5004	-0.5469	-2.4314	0
2121220	3010.9942	1843.4354	53.6569	-0.1716	-0.1513	1.7017	0.4372	-0.3336	-2.3779	1
