# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	24. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	A
# Flight type and number:	Free Flight 9
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
3963420	2998.9736	1849.0766	125.6329	-2.3696	-2.2970	-1.8002	0.0000	0.0000	0.0000	1
3963440	2998.4997	1848.6172	125.2729	-2.5204	-2.4487	-1.7730	-2.2035	-2.2531	0.1180	1
3963460	2997.9655	1848.0971	124.9237	-2.6999	-2.6135	-1.6397	-0.2374	-0.0915	1.1568	1
3963480	2997.4198	1847.5718	124.6170	-2.5874	-2.4477	-1.3800	1.4348	1.8348	1.6263	1
3963500	2996.9305	1847.1180	124.3717	-2.1690	-1.9445	-1.0768	2.9686	3.4843	1.5486	1
3963520	2996.5522	1846.7940	124.1863	-1.5783	-1.2723	-0.8136	3.3248	3.6909	1.1582	1
3963540	2996.2992	1846.6091	124.0463	-1.0091	-0.6589	-0.6285	2.5374	2.6198	0.6348	1
3963560	2996.1485	1846.5304	123.9349	-0.5703	-0.2167	-0.5045	1.8717	1.7660	0.5930	1
3963580	2996.0711	1846.5224	123.8445	-0.2831	0.0593	-0.4317	0.9613	0.9138	0.1432	1
3963600	2996.0353	1846.5541	123.7622	-0.1232	0.2137	-0.4066	0.5269	0.5427	0.0483	1
3963620	2996.0218	1846.6079	123.6819	-0.0364	0.2894	-0.4027	0.2823	0.2123	-0.0411	1
3963640	2996.0207	1846.6699	123.6011	0.0169	0.2981	-0.3981	0.1994	-0.1451	0.0530	1
3963660	2996.0285	1846.7271	123.5226	0.0654	0.2528	-0.3764	0.2634	-0.3582	0.1693	1
3963680	2996.0469	1846.7710	123.4505	0.1214	0.1816	-0.3389	0.3148	-0.4143	0.2281	1
3963700	2996.0771	1846.7998	123.3871	0.1762	0.1193	-0.2965	0.2676	-0.2614	0.2130	1
3963720	2996.1173	1846.8187	123.3319	0.2118	0.0939	-0.2584	0.1156	-0.0032	0.1702	1
3963740	2996.1618	1846.8373	123.2837	0.2146	0.1123	-0.2270	-0.0929	0.2154	0.1412	1
3963760	2996.2032	1846.8636	123.2411	0.1874	0.1576	-0.2019	-0.2160	0.3000	0.1117	1
3963780	2996.2368	1846.9004	123.2029	0.1502	0.1977	-0.1839	-0.2003	0.1491	0.0709	1
3963800	2996.2632	1846.9427	123.1676	0.1251	0.2081	-0.1735	-0.0614	-0.0584	0.0297	1
3963820	2996.2868	1846.9836	123.1335	0.1177	0.1950	-0.1689	0.0207	-0.1255	0.0094	1
3963840	2996.3103	1847.0207	123.1000	0.1122	0.1845	-0.1671	-0.0394	-0.0183	0.0074	1
3963860	2996.3317	1847.0575	123.0667	0.0911	0.1958	-0.1667	-0.1746	0.1506	-0.0057	1
3963880	2996.3468	1847.0990	123.0333	0.0556	0.2194	-0.1667	-0.2165	0.1399	0.0056	1
3963900	2996.3540	1847.1452	123.0000	0.0218	0.2283	-0.1671	-0.1393	-0.0185	-0.0070	1
3963920	2996.3555	1847.1903	122.9665	-0.0028	0.2036	-0.1689	-0.0752	-0.2252	-0.0109	1
3963940	2996.3529	1847.2267	122.9324	-0.0316	0.1415	-0.1729	-0.1812	-0.4028	-0.0240	1
3963960	2996.3428	1847.2470	122.8973	-0.0793	0.0464	-0.1811	-0.3108	-0.5644	-0.0588	1
3963980	2996.3211	1847.2452	122.8600	-0.1390	-0.0696	-0.1924	-0.3285	-0.6443	-0.0675	1
3964000	2996.2873	1847.2191	122.8203	-0.1887	-0.1781	-0.2002	-0.1993	-0.5131	-0.0233	1
3964020	2996.2456	1847.1740	122.7799	-0.2114	-0.2400	-0.1975	-0.0361	-0.1590	0.0458	1
3964040	2996.2027	1847.1231	122.7413	-0.1986	-0.2274	-0.1807	0.1461	0.2884	0.1198	1
3964060	2996.1662	1847.0831	122.7076	-0.1402	-0.1428	-0.1487	0.4166	0.6244	0.1988	1
3964080	2996.1466	1847.0660	122.6819	-0.0290	-0.0203	-0.1002	0.7254	0.6685	0.2854	1
3964100	2996.1546	1847.0749	122.6675	0.1161	0.1007	-0.0364	0.8196	0.5953	0.3683	1
3964120	2996.1931	1847.1063	122.6673	0.2441	0.1866	0.0331	0.5616	0.3160	0.3590	1
3964140	2996.2523	1847.1496	122.6808	0.3023	0.2084	0.0918	0.0493	-0.0661	0.2481	1
3964160	2996.3140	1847.1896	122.7040	0.2754	0.1486	0.1284	-0.3820	-0.5408	0.1169	1
3964180	2996.3624	1847.2090	122.7322	0.1993	0.0176	0.1438	-0.5137	-0.8675	0.0163	1
3964200	2996.3937	1847.1967	122.7615	0.1476	-0.1306	0.1494	-0.1335	-0.7562	0.0048	1
3964220	2996.4215	1847.1568	122.7919	0.1900	-0.2207	0.1644	0.5145	-0.2270	0.1164	1
3964240	2996.4697	1847.1084	122.8273	0.3481	-0.2085	0.2042	1.1517	0.3759	0.2792	1
3964260	2996.5607	1847.0734	122.8736	0.5759	-0.1042	0.2680	1.2900	0.7435	0.4010	1
3964280	2996.7001	1847.0667	122.9345	0.7873	0.0536	0.3334	0.9448	0.8864	0.3150	1
3964300	2996.8757	1847.0948	123.0069	0.9127	0.2320	0.3663	0.3588	0.9442	0.0611	1
3964320	2997.0652	1847.1595	123.0810	0.9196	0.4000	0.3411	-0.2867	0.8097	-0.3036	1
3964340	2997.2435	1847.2548	123.1434	0.8028	0.5136	0.2519	-0.8915	0.4210	-0.6157	1
3964360	2997.3863	1847.3649	123.1818	0.5703	0.5243	0.1129	-1.4778	-0.2835	-0.8178	1
3964380	2997.4717	1847.4646	123.1885	0.2528	0.4192	-0.0514	-1.8117	-0.8510	-0.8696	1
3964400	2997.4874	1847.5326	123.1612	-0.0866	0.2412	-0.2148	-1.7130	-1.0571	-0.8024	1
3964420	2997.4370	1847.5611	123.1026	-0.3764	0.0595	-0.3552	-1.2620	-0.8530	-0.6278	1
3964440	2997.3368	1847.5564	123.0192	-0.5755	-0.0741	-0.4580	-0.7052	-0.5047	-0.4071	1
3964460	2997.2068	1847.5314	122.9194	-0.6932	-0.1403	-0.5196	-0.3935	-0.1681	-0.1871	1
