# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	24. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	I
# Flight type and number:	Free Flight 9
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
3966420	2998.4027	1859.1905	127.9627	0.1574	0.0980	-0.0711	0.0000	0.0000	0.0000	1
3966440	2998.4342	1859.2101	127.9484	0.1585	0.0905	-0.0738	0.0362	-0.0769	-0.0507	1
3966460	2998.4661	1859.2267	127.9331	0.1534	0.0686	-0.0728	-0.0799	-0.1433	0.0430	1
3966480	2998.4955	1859.2376	127.9193	0.1404	0.0328	-0.0596	-0.0880	-0.2146	0.1014	1
3966500	2998.5223	1859.2399	127.9093	0.1370	-0.0169	-0.0394	0.0247	-0.2829	0.1169	1
3966520	2998.5503	1859.2308	127.9036	0.1588	-0.0789	-0.0205	0.1924	-0.3503	0.0821	1
3966540	2998.5858	1859.2083	127.9011	0.2062	-0.1442	-0.0084	0.3096	-0.3375	0.0363	1
3966560	2998.6328	1859.1732	127.9002	0.2656	-0.1933	-0.0027	0.3078	-0.1945	0.0142	1
3966580	2998.6920	1859.1310	127.9000	0.3239	-0.2066	-0.0006	0.2842	0.0588	0.0051	1
3966600	2998.7624	1859.0905	127.9000	0.3748	-0.1824	0.0000	0.2321	0.2230	-0.0014	0
3966620	2998.8419	1859.0580	127.9000	0.4136	-0.1404	0.0000	0.1599	0.2379	0.0004	0
3966640	2998.9278	1859.0344	127.9000	0.4388	-0.1028	0.0000	0.0883	0.1542	-0.0001	0
3966660	2999.0174	1859.0169	127.9000	0.4522	-0.0798	-0.0000	0.0381	0.0698	0.0000	0
3966680	2999.1087	1859.0024	127.9000	0.4577	-0.0695	-0.0000	0.0088	0.0214	-0.0000	0
3966700	2999.2005	1858.9891	127.9000	0.4595	-0.0658	0.0000	0.0058	0.0096	0.0000	0
