# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	18. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	C
# Flight type and number:	Free Flight 6
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1427860	2989.0255	1864.5548	127.9425	0.6307	-1.1445	-0.0837	0	0	0	1
1427880	2989.1516	1864.3259	127.9257	0.6588	-1.176	-0.079	0.4052	-0.5373	0.037	1
1427900	2989.289	1864.0844	127.9109	0.6975	-1.1884	-0.0618	0.066	0.2623	0.1369	1
1427920	2989.4306	1863.8505	127.901	0.7051	-1.111	-0.0346	-0.0336	0.6305	0.1611	1
1427940	2989.571	1863.64	127.897	0.6906	-0.9859	-0.0098	-0.1143	0.7138	0.1041	1
1427960	2989.7069	1863.4562	127.8971	0.6594	-0.8688	0.0034	-0.1945	0.5271	0.0251	1
1427980	2989.8348	1863.2924	127.8984	0.6095	-0.7972	0.0056	-0.2912	0.1887	-0.016	1
1428000	2989.9507	1863.1373	127.8993	0.5382	-0.7804	0.0035	-0.4521	0.0034	-0.0147	1
1428020	2990.0501	1862.9803	127.8998	0.4616	-0.8306	0.0016	-0.3685	-0.4779	-0.0022	1
1428040	2990.1353	1862.805	127.9	0.407	-0.9545	0.0006	-0.2044	-0.8318	-0.0083	1
1428060	2990.2129	1862.5985	127.9	0.3928	-1.1173	0	0.0445	-0.8867	0.0022	1
1428080	2990.2924	1862.3581	127.9	0.4287	-1.2736	0	0.3158	-0.6969	-0.0006	1
1428100	2990.3844	1862.0891	127.9	0.5135	-1.4112	0	0.5586	-0.6277	0.0002	1
1428120	2990.4978	1861.7937	127.9	0.6314	-1.5503	0	0.6698	-0.7457	0	1
1428140	2990.637	1861.469	127.9	0.7564	-1.6941	0	0.6154	-0.7818	0	1
1428160	2990.8004	1861.116	127.9	0.8679	-1.7947	0	0.5139	-0.3651	0	1
1428180	2990.9841	1860.7511	127.9	0.9571	-1.7814	0	0.3754	0.4458	0	1
1428200	2991.1832	1860.4035	127.9	1.0231	-1.6274	0	0.2892	1.1758	0	1
1428220	2991.3934	1860.1001	127.9	1.0624	-1.3744	0	0.1242	1.4968	0	1
1428240	2991.6082	1859.8537	127.9	1.0657	-1.0999	0	-0.0855	1.3712	0	1
1428260	2991.8196	1859.6602	127.9	1.0325	-0.8741	0	-0.2844	0.9515	0	1
1428280	2992.0212	1859.5041	127.9	0.9841	-0.7336	0	-0.2641	0.4397	0	1
1428300	2992.2133	1859.3667	127.9	0.9524	-0.6729	0	-0.0788	0.1047	0	1
1428320	2992.4021	1859.2349	127.9	0.9478	-0.6566	0	0.0974	-0.0313	0	1
1428340	2992.5924	1859.1041	127.9	0.9348	-0.6351	0	-0.105	0.1664	0	1
1428360	2992.7761	1858.9809	127.9	0.8524	-0.5661	0	-0.6629	0.5124	0	1
1428380	2992.9333	1858.8776	127.9	0.6727	-0.4419	0	-1.2011	0.7768	0	1
1428400	2993.0451	1858.8041	127.9	0.4288	-0.2857	0	-1.3579	0.8405	0	1
1428420	2993.1049	1858.7633	127.9	0.1841	-0.1287	0	-1.1718	0.7709	0	1
1428440	2993.1188	1858.7526	127.9	-0.015	0.0027	0	-0.8338	0.5875	0	1
1428460	2993.0989	1858.7644	127.9	-0.1558	0.0821	0	-0.5587	0.2562	0	1
1428480	2993.0565	1858.7855	127.9	-0.2436	0.0834	0	-0.3133	-0.2278	0	1
1428500	2993.0015	1858.7978	127.9	-0.2842	0.0017	0	-0.0758	-0.6492	-0.0001	1
1428520	2992.9428	1858.7862	127.9	-0.2892	-0.1286	0	0.0662	-0.7747	0.0004	1
1428540	2992.8858	1858.7464	127.9	-0.2798	-0.2416	0	0.0652	-0.4714	-0.0015	1
1428560	2992.8308	1858.6895	127.9	-0.2766	-0.2749	0.0006	-0.021	0.0973	0.0055	1
1428580	2992.7751	1858.6364	127.9002	-0.2876	-0.2068	0.0027	-0.0965	0.6475	0.0128	1
1428600	2992.7158	1858.6068	127.9011	-0.31	-0.0696	0.0089	-0.1333	0.8394	0.0418	1
1428620	2992.6511	1858.6086	127.9038	-0.3417	0.0751	0.023	-0.1774	0.7002	0.094	1
1428640	2992.5791	1858.6368	127.9103	-0.3833	0.1755	0.0465	-0.2528	0.3355	0.1494	1
1428660	2992.4978	1858.6788	127.9224	-0.4245	0.2106	0.0743	-0.211	0.0013	0.1527	1
1428680	2992.4093	1858.7211	127.94	-0.4377	0.1859	0.094	0.0281	-0.2746	0.0664	1
1428700	2992.3227	1858.7531	127.96	-0.3985	0.1174	0.094	0.3766	-0.4542	-0.0664	1
1428720	2992.2499	1858.768	127.9776	-0.3164	0.0301	0.0743	0.5342	-0.4689	-0.1527	1
1428740	2992.1962	1858.7652	127.9897	-0.2372	-0.0479	0.0465	0.3478	-0.3435	-0.1494	1
1428760	2992.155	1858.7489	127.9962	-0.2065	-0.0988	0.023	-0.0352	-0.1683	-0.094	1
1428780	2992.1136	1858.7256	127.9989	-0.2282	-0.1209	0.0089	-0.2552	-0.0262	-0.0418	1
1428800	2992.0638	1858.7005	127.9998	-0.2649	-0.1284	0.0027	-0.1957	-0.0059	-0.0128	1
1428820	2992.0076	1858.6743	128	-0.2736	-0.1439	0.0006	0.0857	-0.1219	-0.0055	1
1428840	2991.9543	1858.6429	128	-0.2413	-0.1833	0	0.2843	-0.2669	0.0015	1
1428860	2991.9111	1858.6009	128	-0.1916	-0.2526	0	0.2801	-0.4149	-0.0004	1
1428880	2991.8777	1858.5419	128	-0.1594	-0.3585	0	0.0768	-0.6275	0.0001	1
1428900	2991.8473	1858.4575	128	-0.1635	-0.5073	0	-0.1378	-0.8714	0	1
1428920	2991.8123	1858.339	128	-0.1943	-0.6885	0	-0.2192	-1.0211	0	1
1428940	2991.7696	1858.1821	128	-0.2272	-0.8582	0	-0.1426	-0.7842	0	1
1428960	2991.7214	1857.9957	128	-0.2448	-0.9597	0	-0.0257	-0.2826	0	1
1428980	2991.6717	1857.7982	128	-0.2499	-0.9617	0	0.0062	0.2644	0	1
1429000	2991.6215	1857.611	128	-0.2588	-0.8591	0	-0.0662	0.7568	0	1
1429020	2991.5682	1857.4546	128	-0.2865	-0.6478	0	-0.2083	1.3337	0	1
1429040	2991.5069	1857.3519	128	-0.334	-0.3208	0	-0.2954	1.9641	0	1
1429060	2991.4346	1857.3263	128	-0.3859	0.1001	0	-0.2648	2.3689	0	1
1429080	2991.3525	1857.3919	128	-0.4196	0.5479	0	-0.1045	2.2597	0	1
1429100	2991.2667	1857.5454	128	-0.4182	0.9403	0	0.1171	1.7563	0	1
1429120	2991.1852	1857.7681	128	-0.3815	1.2232	0	0.2837	1.0987	0	1
1429140	2991.1141	1858.0347	128	-0.3283	1.3757	0	0.3039	0.4369	0	1
1429160	2991.0539	1858.3184	128	-0.2899	1.3915	0	0.1382	-0.2829	0	1
1429180	2990.9981	1858.5913	128	-0.2975	1.2782	0	-0.1907	-0.9215	0	1
1429200	2990.9349	1858.8296	128	-0.3627	1.0793	0	-0.4984	-1.2119	0	1
1429220	2990.8531	1859.023	128	-0.4645	0.876	0	-0.6011	-0.984	0	1
1429240	2990.7491	1859.18	128	-0.5606	0.7598	0	-0.4198	-0.2974	0	1
1429260	2990.6288	1859.3269	128	-0.6187	0.7958	0	-0.1671	0.6463	0	1
1429280	2990.5016	1859.4983	128	-0.6329	0.9888	0	0.0512	1.4036	0	1
1429300	2990.3756	1859.7224	128	-0.6155	1.2704	0	0.1469	1.6274	0	1
1429320	2990.2554	1860.0065	128	-0.5789	1.5244	0	0.2203	1.0936	0	1
1429340	2990.1441	1860.3322	128	-0.5255	1.6528	0	0.3081	0.2328	0	1
1429360	2990.0452	1860.6676	128	-0.4537	1.625	0	0.4144	-0.5579	0	1
1429380	2989.9626	1860.9822	128	-0.3671	1.4599	0	0.4754	-1.1342	0	1
1429400	2989.8984	1861.2516	128	-0.2787	1.1838	0	0.4424	-1.6759	0	1
1429420	2989.8511	1861.4557	128	-0.206	0.8312	0	0.2993	-1.9622	0	1
1429440	2989.8159	1861.5841	128	-0.1566	0.4652	0	0.1757	-1.828	0	1
1429460	2989.7884	1861.6418	128	-0.122	0.1552	0	0.1462	-1.3321	0	1
1429480	2989.7671	1861.6462	128	-0.091	-0.0664	0	0.1678	-0.839	-0.0001	1
1429500	2989.752	1861.6152	128	-0.0652	-0.2185	0	0.1134	-0.6139	0.0004	1
1429520	2989.741	1861.5587	128	-0.0556	-0.3344	0	-0.0024	-0.5318	-0.0015	1
1429540	2989.7298	1861.4814	128	-0.0688	-0.4233	0.0006	-0.1438	-0.3836	0.0055	1
1429560	2989.7135	1861.3894	128.0002	-0.0974	-0.4743	0.0027	-0.1799	-0.1426	0.0128	1
1429580	2989.6908	1861.2917	128.0011	-0.122	-0.4807	0.0089	-0.0919	0.101	0.0418	1
1429600	2989.6647	1861.1972	128.0038	-0.1298	-0.4534	0.023	0.0244	0.2105	0.094	1
1429620	2989.6389	1861.1104	128.0103	-0.1262	-0.4107	0.0465	0.0508	0.2233	0.1494	1
1429640	2989.6142	1861.0329	128.0224	-0.1313	-0.3565	0.0743	-0.0672	0.2901	0.1527	1
1429660	2989.5864	1860.9678	128.04	-0.1628	-0.2811	0.094	-0.2488	0.4738	0.0664	1
1429680	2989.5491	1860.9205	128.06	-0.2204	-0.1911	0.094	-0.3597	0.483	-0.0664	1
1429700	2989.4982	1860.8913	128.0776	-0.2876	-0.1134	0.0743	-0.3462	0.3208	-0.1527	1
1429720	2989.4341	1860.8751	128.0897	-0.3458	-0.0601	0.0465	-0.2535	0.1714	-0.1494	1
1429740	2989.3599	1860.8673	128.0962	-0.3847	-0.0123	0.023	-0.1362	0.257	-0.094	1
1429760	2989.2802	1860.8702	128.0989	-0.4027	0.0516	0.0089	-0.0363	0.4023	-0.0418	1
1429780	2989.1988	1860.8879	128.0998	-0.4034	0.1217	0.0027	0.0317	0.3692	-0.0128	1
1429800	2989.1189	1860.9189	128.1	-0.3878	0.1647	0.0006	0.1217	0.0919	-0.0055	1
1429820	2989.0437	1860.9538	128.1	-0.356	0.1624	0	0.2051	-0.1331	0.0014	1
1429840	2988.9765	1860.9838	128.1	-0.3138	0.1215	0	0.241	-0.2959	0	1
1429860	2988.9182	1861.0024	128.1	-0.2747	0.0549	0	0.1765	-0.4056	-0.0014	1
1429880	2988.8666	1861.0058	128.1	-0.2523	-0.0125	0.0006	0.0574	-0.3506	0.0055	1
1429900	2988.8172	1860.9974	128.1002	-0.2517	-0.0355	0.0027	-0.0699	0.0292	0.0128	1
1429920	2988.7659	1860.9916	128.1011	-0.2627	0.0324	0.0089	-0.0761	0.6325	0.0418	1
1429940	2988.7122	1861.0103	128.1038	-0.2663	0.1955	0.023	0.0162	1.1168	0.094	1
1429960	2988.6594	1861.0698	128.1103	-0.2494	0.3907	0.0465	0.1528	1.016	0.1494	1
1429980	2988.6124	1861.1666	128.1224	-0.2122	0.5264	0.0743	0.2459	0.4142	0.1527	1
1430000	2988.5745	1861.2804	128.14	-0.1682	0.5655	0.094	0.2226	-0.1281	0.0664	1
1430020	2988.5452	1861.3928	128.16	-0.1322	0.5607	0.094	0.1422	-0.0973	-0.0664	1
1430040	2988.5217	1861.5046	128.1776	-0.1092	0.6017	0.0743	0.0908	0.4222	-0.1527	1
