# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	21. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	L
# Flight type and number:	Free Flight 8
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
5375821	2989.8337	1855.5669	68.7112	0.4115	-0.2749	61.6550	0.0000	0.0000	0.0000	1
5375841	2989.9160	1855.5119	81.0422	0.3934	-0.2179	62.8425	0.0201	0.5965	40.6590	0
5375860	2989.9871	1855.4819	93.2198	0.2584	-0.0404	57.4372	-1.2597	1.2479	-89.9432	1
5375880	2990.0167	1855.4962	103.4427	-0.0411	0.2097	42.9987	-1.8839	1.4343	-77.1799	1
5375900	2989.9706	1855.5658	110.4192	-0.4726	0.4739	26.7952	-2.5682	1.3340	-88.2990	1
5375920	2989.8277	1855.6857	114.1608	-0.9366	0.6731	13.2103	-2.3722	0.7576	-54.8678	1
5375940	2989.5960	1855.8351	115.7033	-1.2763	0.7555	5.1531	-1.2522	0.0598	-22.0843	1
5375960	2989.3172	1855.9879	116.2220	-1.3745	0.7211	1.5144	0.3085	-0.4714	-10.3696	1
5375980	2989.0462	1856.1235	116.3091	-1.2567	0.6021	0.1912	1.1949	-0.7634	-1.1862	0
5376000	2988.8145	1856.2288	116.2985	-1.0854	0.4230	-0.0636	0.8058	-1.0278	0.4684	1
5376020	2988.6121	1856.2927	116.2836	-1.0013	0.1936	-0.1913	-0.0343	-1.3181	-1.3279	1
5376040	2988.4140	1856.3062	116.2220	-0.9707	-0.0502	-0.5024	-0.0116	-1.2720	-2.1766	1
5376060	2988.2238	1856.2727	116.0827	-0.8240	-0.2287	-0.8295	1.2617	-0.6474	-1.6118	1
5376080	2988.0844	1856.2147	115.8902	-0.4545	-0.2736	-0.9003	2.5859	0.2011	0.6433	1
5376100	2988.0420	1856.1632	115.7226	0.0730	-0.1835	-0.5821	2.9424	0.8142	2.7737	1
5376120	2988.1136	1856.1413	115.6574	0.6309	-0.0169	0.0203	2.7465	0.9737	3.6191	1
5376140	2988.2943	1856.1565	115.7307	1.1447	0.1568	0.7162	2.4444	0.8552	3.5374	1
5376160	2988.5715	1856.2040	115.9438	1.5692	0.2801	1.3787	1.9327	0.4619	3.1950	1
5376180	2988.9220	1856.2685	116.2822	1.8303	0.3065	1.9281	0.8386	-0.1574	2.4713	1
5376200	2989.3036	1856.3266	116.7151	1.8523	0.2169	2.2667	-0.6341	-0.7936	1.0917	1
5376220	2989.6629	1856.3553	117.1889	1.6484	0.0427	2.3093	-1.6356	-1.0837	-0.6926	1
5376240	2989.9629	1856.3437	117.6388	1.3371	-0.1450	2.0765	-1.7271	-0.9118	-1.9094	1
5376260	2990.1978	1856.2973	118.0195	1.0475	-0.2808	1.7096	-1.2296	-0.4863	-2.0492	1
5376280	2990.3819	1856.2313	118.3227	0.8217	-0.3406	1.3649	-0.9578	-0.0767	-1.5284	1
5376300	2990.5265	1856.1611	118.5655	0.6251	-0.3398	1.1230	-0.8838	0.1398	-0.8849	1
5376320	2990.6320	1856.0954	118.7719	0.3863	-0.3064	0.9889	-1.3593	0.2205	-0.3993	1
5376340	2990.6810	1856.0385	118.9611	0.0284	-0.2565	0.9361	-2.1538	0.2748	-0.0958	1
5376360	2990.6433	1855.9928	119.1463	-0.4774	-0.1899	0.9419	-3.0260	0.3797	0.1869	1
5376380	2990.4900	1855.9625	119.3378	-1.0502	-0.1034	0.9829	-3.0889	0.5008	0.2956	1
5376400	2990.2232	1855.9515	119.5394	-1.4836	-0.0051	1.0177	-1.6379	0.5162	0.1402	1
5376420	2989.8966	1855.9605	119.7449	-1.5784	0.0857	0.9995	0.6572	0.4327	-0.2740	1
5376440	2989.5918	1855.9857	119.9392	-1.3173	0.1469	0.9027	2.2995	0.2003	-0.7235	1
5376460	2989.3697	1856.0192	120.1060	-0.8732	0.1687	0.7432	2.5243	-0.0084	-0.9558	1
5376480	2989.2425	1856.0532	120.2365	-0.4503	0.1646	0.5646	1.8667	-0.0824	-0.9007	1
5376500	2989.1896	1856.0850	120.3319	-0.1496	0.1586	0.4055	1.1251	0.0043	-0.7121	1
5376520	2989.1827	1856.1167	120.3987	0.0267	0.1585	0.2807	0.5565	0.0396	-0.5260	1
5376540	2989.2002	1856.1484	120.4441	0.1194	0.1419	0.1878	0.3015	-0.1395	-0.3947	1
5376560	2989.2305	1856.1734	120.4738	0.1698	0.0766	0.1235	0.1466	-0.5008	-0.2604	1
5376580	2989.2682	1856.1791	120.4935	0.2099	-0.0425	0.0934	0.2308	-0.7561	-0.0571	1
5376600	2989.3144	1856.1564	120.5112	0.2505	-0.1821	0.1052	0.2138	-0.7213	0.1783	1
5376620	2989.3684	1856.1063	120.5356	0.2758	-0.2991	0.1560	0.0662	-0.4907	0.3634	1
5376640	2989.4247	1856.0368	120.5736	0.2722	-0.3691	0.2265	-0.1105	-0.2055	0.3971	1
5376660	2989.4772	1855.9586	120.6262	0.2421	-0.3921	0.2863	-0.2085	0.0036	0.2465	1
5376680	2989.5216	1855.8800	120.6881	0.1931	-0.3822	0.3115	-0.2799	0.1214	0.0106	1
5376700	2989.5545	1855.8057	120.7508	0.1257	-0.3544	0.2981	-0.3862	0.1755	-0.1730	1
5376720	2989.5718	1855.7382	120.8073	0.0377	-0.3189	0.2602	-0.5065	0.1796	-0.2410	1
5376740	2989.5695	1855.6782	120.8549	-0.0630	-0.2762	0.2161	-0.5358	0.2338	-0.2151	1
5376760	2989.5466	1855.6277	120.8938	-0.1579	-0.2213	0.1744	-0.4461	0.3157	-0.1897	1
5376780	2989.5064	1855.5897	120.9246	-0.2287	-0.1552	0.1297	-0.2772	0.3702	-0.2389	1
5376800	2989.4551	1855.5656	120.9457	-0.2660	-0.0912	0.0743	-0.0955	0.2978	-0.3192	1
5376820	2989.4000	1855.5532	120.9543	-0.2688	-0.0436	0.0117	0.0723	0.1852	-0.3458	1
5376840	2989.3476	1855.5482	120.9504	-0.2399	-0.0166	-0.0380	0.2285	0.0737	-0.1929	1
5376860	2989.3040	1855.5466	120.9391	-0.1874	-0.0051	-0.0537	0.3207	0.0274	0.0313	1
5376880	2989.2727	1855.5462	120.9289	-0.1248	-0.0022	-0.0329	0.3330	-0.0010	0.2107	1
5376900	2989.2541	1855.5457	120.9260	-0.0668	-0.0056	0.0065	0.2608	-0.0294	0.2295	1
5376920	2989.2459	1855.5439	120.9315	-0.0203	-0.0182	0.0404	0.1914	-0.0816	0.1331	1
5376940	2989.2459	1855.5384	120.9421	0.0203	-0.0478	0.0537	0.1935	-0.2020	0.0097	1
5376960	2989.2541	1855.5248	120.9530	0.0661	-0.0998	0.0391	0.2543	-0.3280	-0.1475	1
5376980	2989.2724	1855.4985	120.9578	0.1214	-0.1681	-0.0072	0.3150	-0.3893	-0.3180	1
5377000	2989.3026	1855.4576	120.9501	0.1769	-0.2341	-0.0823	0.2756	-0.3069	-0.4598	1
5377020	2989.3431	1855.4048	120.9249	0.2146	-0.2786	-0.1710	0.1249	-0.1513	-0.4683	1
5377040	2989.3884	1855.3461	120.8817	0.2224	-0.2938	-0.2529	-0.0565	0.0097	-0.3688	1
5377060	2989.4321	1855.2873	120.8237	0.2050	-0.2848	-0.3170	-0.1510	0.1019	-0.2648	1
5377080	2989.4705	1855.2322	120.7549	0.1797	-0.2643	-0.3659	-0.1289	0.1334	-0.2122	1
5377100	2989.5040	1855.1816	120.6774	0.1593	-0.2501	-0.4039	-0.0642	0.0445	-0.1776	1
5377120	2989.5342	1855.1321	120.5933	0.1389	-0.2594	-0.4273	-0.1034	-0.1371	-0.0690	1
5377140	2989.5595	1855.0778	120.5065	0.1010	-0.2921	-0.4306	-0.2588	-0.2284	0.0447	1
5377160	2989.5746	1855.0153	120.4211	0.0377	-0.3293	-0.4195	-0.3996	-0.1827	0.1009	1
5377180	2989.5746	1854.9461	120.3387	-0.0377	-0.3500	-0.4128	-0.4041	-0.0362	0.0063	1
5377200	2989.5595	1854.8753	120.2560	-0.1003	-0.3474	-0.4312	-0.2450	0.0804	-0.1796	1
5377220	2989.5345	1854.8071	120.1662	-0.1376	-0.3286	-0.4811	-0.1120	0.1156	-0.3387	1
5377240	2989.5045	1854.7439	120.0635	-0.1571	-0.2977	-0.5519	-0.0455	0.1882	-0.4103	1
5377260	2989.4716	1854.6881	119.9455	-0.1777	-0.2553	-0.6219	-0.1382	0.2532	-0.3243	1
5377280	2989.4334	1854.6418	119.8148	-0.2100	-0.2116	-0.6718	-0.2050	0.2237	-0.1856	1
5377300	2989.3877	1854.6034	119.6768	-0.2430	-0.1860	-0.6936	-0.1776	0.0489	-0.0324	1
5377320	2989.3362	1854.5674	119.5373	-0.2479	-0.1856	-0.6864	0.0690	-0.0805	0.1048	1
5377340	2989.2885	1854.5292	119.4022	-0.1946	-0.1924	-0.6502	0.4544	-0.0409	0.2548	1
5377360	2989.2584	1854.4904	119.2772	-0.0806	-0.1797	-0.5858	0.7565	0.1499	0.4035	1
5377380	2989.2563	1854.4573	119.1679	0.0556	-0.1389	-0.5022	0.7179	0.2940	0.4724	1
5377400	2989.2806	1854.4349	119.0764	0.1555	-0.0861	-0.4210	0.3479	0.2737	0.3803	1
5377420	2989.3185	1854.4229	118.9995	0.1823	-0.0425	-0.3632	-0.0934	0.1757	0.2051	1
