# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	12. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	D
# Flight type and number:	Free Flight 4
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1626421	2997.0531	1855.0221	77.6487	0.2874	-0.7084	72.5726	0.0000	0.0000	0.0000	1
1626441	2997.1106	1854.8804	92.1632	0.3365	-0.7568	74.0691	0.7313	-0.8983	49.1398	0
1626460	2997.1843	1854.7269	106.5357	0.4191	-0.7836	67.9276	0.1801	0.5476	-104.7290	1
1626480	2997.2740	1854.5748	118.6550	0.4829	-0.7409	51.1565	0.4106	0.1327	-89.6682	1
1626500	2997.3775	1854.4305	126.9983	0.5431	-0.7164	32.2930	0.2486	0.1066	-103.0148	1
1626520	2997.4912	1854.2882	131.5722	0.5810	-0.7337	16.4921	0.1317	-0.2743	-63.6622	1
1626540	2997.6099	1854.1371	133.5951	0.5896	-0.7809	7.1899	-0.0372	-0.3333	-25.0004	1
1626560	2997.7270	1853.9758	134.4482	0.5690	-0.7985	3.0302	-0.2055	0.0979	-11.8062	0
1626580	2997.8375	1853.8177	134.8072	0.5382	-0.7553	1.4739	-0.1554	0.3993	-1.8882	1
1626600	2997.9423	1853.6737	135.0377	0.5228	-0.6798	1.1177	-0.0039	0.4383	0.0928	1
1626620	2998.0466	1853.5457	135.2543	0.5264	-0.6160	1.0428	0.0795	0.2432	-0.5852	1
1626640	2998.1529	1853.4273	135.4549	0.5282	-0.5878	0.9862	-0.0057	0.0204	-0.1429	1
1626660	2998.2579	1853.3106	135.6488	0.5001	-0.5886	0.9832	-0.2574	-0.0628	0.1501	1
1626680	2998.3529	1853.1919	135.8481	0.4329	-0.5998	1.0296	-0.4506	-0.0765	0.3681	1
1626700	2998.4310	1853.0707	136.0606	0.3466	-0.6052	1.0923	-0.4856	0.0008	0.3345	1
1626720	2998.4916	1852.9498	136.2851	0.2807	-0.5917	1.1294	-0.2413	0.1166	0.1014	1
1626740	2998.5433	1852.8340	136.5123	0.2715	-0.5489	1.1014	0.1292	0.3030	-0.3233	1
1626760	2998.6002	1852.7302	136.7256	0.3307	-0.4722	0.9744	0.4951	0.4684	-0.9043	1
1626780	2998.6756	1852.6452	136.9021	0.4398	-0.3639	0.7268	0.6703	0.6292	-1.5805	1
1626800	2998.7761	1852.5847	137.0163	0.5584	-0.2349	0.3687	0.5944	0.7057	-2.1130	1
1626820	2998.8989	1852.5512	137.0496	0.6434	-0.1104	-0.0352	0.2968	0.5960	-2.1126	1
1626840	2999.0334	1852.5405	137.0022	0.6722	-0.0210	-0.3849	-0.0301	0.3334	-1.5269	1
1626860	2999.1678	1852.5428	136.8956	0.6561	0.0138	-0.6028	-0.1992	0.0108	-0.6664	1
1626880	2999.2959	1852.5461	136.7611	0.6307	-0.0042	-0.6780	-0.1153	-0.2284	0.0040	1
