# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	12. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	L
# Flight type and number:	Free Flight 4
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
1625220	3031.4389	1824.8763	135.3772	6.4386	5.5929	7.4352	0.0000	0.0000	0.0000	1
1625240	3032.7266	1825.9949	136.8642	7.2692	6.2191	7.4423	10.7237	7.9968	1.3118	1
1625260	3034.3466	1827.3640	138.3541	8.8120	7.4337	7.0042	6.9404	5.5867	-4.8203	0
1625280	3036.2514	1828.9684	139.6659	9.9207	8.5084	5.7347	4.2461	4.9603	-8.7414	1
1625300	3038.3149	1830.7674	140.6480	10.3243	9.3800	3.9988	-0.1313	3.7496	-9.6737	1
1625320	3040.3811	1832.7204	141.2654	10.0382	10.0963	2.3843	-3.3002	3.1566	-7.2620	1
1625340	3042.3301	1834.8059	141.6017	9.3159	10.7560	1.2967	-4.2547	3.4875	-3.4478	1
1625360	3044.1075	1837.0228	141.7841	8.3687	11.3616	0.7099	-5.4335	2.6104	-2.0325	1
1625380	3045.6776	1839.3505	141.8857	7.3342	11.8953	0.4240	-5.0910	2.6892	-0.5458	1
1625400	3047.0412	1841.7809	141.9537	6.2994	12.3589	0.2607	-5.1876	2.0404	-0.8136	1
1625420	3048.1974	1844.2941	141.9899	5.2531	12.7243	0.0871	-5.2619	1.5546	-0.9692	1
1625440	3049.1424	1846.8707	141.9885	4.1819	13.0150	-0.0957	-5.4437	1.2638	-0.9582	1
1625460	3049.8701	1849.5001	141.9517	3.0844	13.2778	-0.2326	-5.5548	1.3079	-0.5148	1
1625480	3050.3761	1852.1818	141.8955	1.9724	13.5387	-0.2718	-5.5958	1.3565	0.1195	1
1625500	3050.6591	1854.9155	141.8430	0.8616	13.7646	-0.2094	-5.5230	1.0643	0.5860	1
1625520	3050.7208	1857.6877	141.8117	-0.2419	13.8682	-0.0867	-5.4988	0.1461	0.7315	1
1625540	3050.5623	1860.4628	141.8083	-1.3429	13.7554	0.0462	-5.5046	-1.1945	0.6541	1
1625560	3050.1836	1863.1898	141.8302	-2.4443	13.3825	0.1530	-5.5220	-2.5925	0.4588	1
1625580	3049.5846	1865.8158	141.8695	-3.5371	12.7822	0.2072	-5.4517	-3.5837	0.1094	0
1625600	3048.7687	1868.3027	141.9131	-4.5951	12.0483	0.1965	-5.1934	-3.9415	-0.2436	1
1625620	3047.7465	1870.6351	141.9481	-5.5829	11.2842	0.1369	-4.7328	-3.8172	-0.4274	1
1625640	3046.5356	1872.8164	141.9679	-6.4751	10.5564	0.0685	-4.1860	-3.4702	-0.3284	1
1625660	3045.1565	1874.8577	141.9755	-7.2712	9.8719	0.0288	-3.7413	-3.2874	-0.0844	1
1625680	3043.6271	1876.7651	141.9794	-7.9877	9.1876	0.0287	-3.3965	-3.4638	0.1095	1
1625700	3041.9614	1878.5327	141.9869	-8.6401	8.4563	0.0571	-3.1164	-3.8302	0.1975	1
1625720	3040.1711	1880.1477	142.0022	-9.2342	7.6682	0.1014	-2.8355	-4.1208	0.2519	0
1625740	3038.2677	1881.6000	142.0275	-9.7652	6.8580	0.1566	-2.4933	-4.0680	0.3056	1
1625760	3036.2650	1882.8909	142.0648	-10.2231	6.0705	0.2181	-2.0997	-3.8393	0.3248	1
1625780	3034.1785	1884.0282	142.1148	-10.6017	5.3246	0.2786	-1.6758	-3.5923	0.2862	0
1625800	3032.0243	1885.0207	142.1763	-10.9074	4.6074	0.3355	-1.3453	-3.5288	0.2699	1
1625820	3029.8155	1885.8712	142.2489	-11.1588	3.8911	0.3943	-1.1359	-3.5858	0.3074	1
1625840	3027.5608	1886.5771	142.3340	-11.3730	3.1447	0.4593	-0.9981	-3.8126	0.3585	1
1625860	3025.2663	1887.1291	142.4327	-11.5544	2.3337	0.5212	-0.8375	-4.2601	0.3016	1
1625880	3022.9390	1887.5106	142.5425	-11.6916	1.4406	0.5582	-0.5684	-4.7135	0.1059	1
1625900	3020.5897	1887.7053	142.6560	-11.7666	0.4901	0.5498	-0.2048	-4.9023	-0.1782	1
1625920	3018.2324	1887.7066	142.7624	-11.7665	-0.4593	0.4899	0.2050	-4.6918	-0.4438	1
1625940	3015.8831	1887.5216	142.8519	-11.6913	-1.3558	0.3905	0.5715	-4.2834	-0.5916	1
1625960	3013.5559	1887.1643	142.9186	-11.5546	-2.1886	0.2752	0.8330	-4.0071	-0.6106	1
1625980	3011.2612	1886.6462	142.9620	-11.3775	-2.9725	0.1717	0.9724	-3.8261	-0.4633	1
1626000	3009.0049	1885.9753	142.9873	-11.1792	-3.7098	0.1018	1.0326	-3.5844	-0.2446	1
1626020	3006.7895	1885.1622	143.0027	-10.9737	-4.3837	0.0710	1.0356	-3.1803	-0.0482	1
1626040	3004.6154	1884.2218	143.0157	-10.7690	-4.9819	0.0720	1.0202	-2.7855	0.0812	1
1626060	3002.4819	1883.1695	143.0315	-10.5710	-5.5113	0.0924	0.9692	-2.4771	0.1410	1
1626080	3000.3870	1882.0173	143.0526	-10.3853	-5.9874	0.1208	0.8980	-2.2701	0.1599	1
1626100	2998.3278	1880.7745	143.0798	-10.2179	-6.4170	0.1459	0.7837	-2.0423	0.1197	1
1626120	2996.2999	1879.4505	143.1110	-10.0722	-6.7941	0.1517	0.6661	-1.7410	-0.0333	1
1626140	2994.2989	1878.0569	143.1405	-9.9441	-7.1135	0.1246	0.5983	-1.4360	-0.2447	1
1626160	2992.3222	1876.6051	143.1608	-9.8237	-7.3852	0.0693	0.5792	-1.2387	-0.3578	1
1626180	2990.3694	1875.1028	143.1682	-9.6949	-7.6316	0.0119	0.6662	-1.1854	-0.2720	1
1626200	2988.4443	1873.5525	143.1656	-9.5321	-7.8752	-0.0183	0.9043	-1.2285	-0.0497	1
1626220	2986.5566	1871.9527	143.1609	-9.3017	-8.1323	-0.0118	1.3365	-1.3105	0.1542	1
1626240	2984.7236	1870.2995	143.1609	-8.9680	-8.4238	0.0107	1.9536	-1.5419	0.1412	1
1626260	2982.9694	1868.5832	143.1651	-8.5046	-8.7830	0.0123	2.6708	-1.9987	-0.0774	1
1626280	2981.3218	1866.7864	143.1658	-7.9076	-9.2334	-0.0336	3.3445	-2.5373	-0.3782	1
1626300	2979.8064	1864.8898	143.1517	-7.2026	-9.7578	-0.1302	3.7919	-2.8068	-0.6174	1
1626320	2978.4407	1862.8833	143.1137	-6.4377	-10.3027	-0.2617	3.9425	-2.7404	-0.7378	1
1626340	2977.2313	1860.7687	143.0470	-5.6594	-10.8167	-0.4050	3.8811	-2.4246	-0.7358	1
