# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	25. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	D
# Flight type and number:	Free Flight 10
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
3840000	2995.3623	1849.3545	114.0171	0.046	0.3855	0.06	0	0	0	1
3840020	2995.3715	1849.4316	114.0291	0.0263	0.4648	0.0717	-0.2557	1.0068	0.1529	1
3840040	2995.3729	1849.5404	114.0458	-0.0045	0.6167	0.0929	-0.1581	0.7283	0.0914	1
3840060	2995.3697	1849.6782	114.0663	0.0098	0.7292	0.1076	0.2247	0.4379	0.0505	1
3840080	2995.3768	1849.8321	114.0889	0.1069	0.7621	0.1151	0.78	-0.0857	0.0189	1
3840100	2995.4125	1849.9831	114.1124	0.2638	0.7069	0.1184	0.961	-0.5137	0.0139	1
3840120	2995.4823	1850.1148	114.1362	0.3928	0.5844	0.1163	0.484	-0.7551	-0.0204	1
3840140	2995.5697	1850.2168	114.1589	0.4186	0.4215	0.1029	-0.2649	-0.9226	-0.1101	1
3840160	2995.6498	1850.2834	114.1774	0.3607	0.248	0.0771	-0.51	-0.8704	-0.1649	1
3840180	2995.7139	1850.3161	114.1897	0.315	0.0951	0.047	-0.0836	-0.6879	-0.155	1
3840200	2995.7757	1850.3215	114.1962	0.3517	-0.0194	0.023	0.4877	-0.4614	-0.0925	1
3840220	2995.8546	1850.3083	114.1989	0.4574	-0.0924	0.0089	0.6955	-0.253	-0.0422	0
3840240	2995.9587	1850.2845	114.1998	0.5679	-0.1313	0.0027	0.5054	-0.1201	-0.0127	0
3840260	2996.0818	1850.2558	114.2	0.6302	-0.1448	0.0006	0.1377	-0.0081	-0.0055	0
3840280	2996.2108	1850.2266	114.2	0.6291	-0.1379	0	-0.1718	0.0845	0.0015	0
3840300	2996.3334	1850.2006	114.2	0.5752	-0.1157	0	-0.3997	0.1494	-0.0004	0
3840320	2996.4408	1850.1803	114.2	0.4882	-0.0853	0	-0.5124	0.1713	0.0001	1
3840340	2996.5287	1850.1665	114.2	0.3907	-0.0566	0	-0.4904	0.1359	-0.0001	0
3840360	2996.5971	1850.1577	114.2	0.2964	-0.0409	0	-0.4365	0.0415	0.0002	0
3840380	2996.6473	1850.1501	114.2	0.1996	-0.0498	0	-0.5071	-0.1205	-0.0006	0
3840400	2996.677	1850.1377	114.2	0.0819	-0.092	0	-0.6018	-0.2742	0.002	0
3840420	2996.68	1850.1133	114.2	-0.0922	-0.1785	0	-1.0811	-0.5972	-0.0076	1
3840440	2996.6401	1850.0663	114.2	-0.3659	-0.3081	0.0044	-1.5221	-0.7137	0.0285	1
3840460	2996.5337	1849.9901	114.2018	-0.8326	-0.4738	0.0281	-2.8044	-0.9493	0.1597	0
3840480	2996.307	1849.8768	114.2112	-1.6737	-0.6548	0.1029	-5.2936	-1.0282	0.4852	0
3840500	2995.8642	1849.7281	114.2429	-3.024	-0.7398	0.2876	-8.4483	-0.2589	1.2378	0
3840520	2995.0975	1849.5809	114.3263	-4.7103	-0.4778	0.6418	-9.5057	2.2861	2.3079	0
3840540	2993.9801	1849.537	114.4997	-6.1402	0.4308	1.1486	-6.1152	6.608	3.0363	1
3840560	2992.6414	1849.7532	114.7857	-6.6332	2.0538	1.6496	0.7543	10.3075	2.4487	1
3840580	2991.3268	1850.3585	115.1595	-5.9631	4.0059	1.8951	6.7315	10.5134	0.3265	1
