# TRAJECTORY DATA
# When using these data you are asked to cite our related paper:
#
#  Nagy M, Akos Zs, Biro D, Vicsek T,
#  Hierarchical group dynamics in pigeon flocks,
#  Nature 464, 890-893 (2010).
#
# Additional information: http://hal.elte.hu/pigeonflocks
# 
# Pre-processed, high-resolution trajectories of homing pigeons flying in a flock obtained
# from raw data provided by miniature GPS devices
#
# Date of measurement:	25. 09. 2008.
# GPS geodetic coordinates of the origin of the local Cartesian coordinate system (0,0):	N47 33.000 E019 03.000
#
# Pigeon:	H
# Flight type and number:	Free Flight 10
#
#t(centisec)	X(m)	Y(m)	Z(m)	dX/dt(m/s)	dY/dt(m/s)	dZ/dt(m/s)	d^2X/dt^2(m/s^2)	d^2Y/dt^2(m/s^2)	d^2Z/dt^2(m/s^2)	GPS signal
3840000	2996.0952	1847.7135	115.2018	0.3928	-0.3868	0.0153	0.0000	0.0000	0.0000	1
3840020	2996.1738	1847.6362	115.2049	0.4567	-0.4274	0.0247	0.7768	-0.5366	0.1036	1
3840040	2996.2779	1847.5426	115.2117	0.5961	-0.4983	0.0488	0.7295	-0.2868	0.1476	1
3840060	2996.4122	1847.4369	115.2244	0.7509	-0.5412	0.0815	0.8342	-0.1340	0.1912	1
3840080	2996.5783	1847.3261	115.2443	0.8948	-0.5492	0.1150	0.6907	0.0645	0.1629	1
3840100	2996.7702	1847.2172	115.2704	0.9860	-0.5323	0.1398	0.2782	0.1559	0.0927	1
3840120	2996.9727	1847.1132	115.3002	0.9927	-0.5172	0.1510	-0.2087	0.0458	0.0179	1
3840140	2997.1673	1847.0103	115.3308	0.9150	-0.5320	0.1494	-0.6316	-0.1715	-0.0426	1
3840160	2997.3387	1846.9004	115.3600	0.7852	-0.5862	0.1399	-0.7404	-0.4148	-0.0660	1
3840180	2997.4813	1846.7758	115.3868	0.6421	-0.6565	0.1298	-0.7203	-0.3671	-0.0452	1
3840200	2997.5955	1846.6378	115.4119	0.5066	-0.7031	0.1236	-0.6479	-0.1332	-0.0091	1
3840220	2997.6840	1846.4946	115.4362	0.3880	-0.7074	0.1175	-0.5525	0.1191	-0.0345	1
3840240	2997.7507	1846.3548	115.4589	0.2938	-0.6821	0.1035	-0.3906	0.1795	-0.1012	1
3840260	2997.8015	1846.2218	115.4776	0.2245	-0.6488	0.0798	-0.2874	0.1602	-0.1531	1
3840280	2997.8405	1846.0953	115.4908	0.1740	-0.6134	0.0560	-0.2155	0.1765	-0.1131	1
3840300	2997.8711	1845.9764	115.5000	0.1409	-0.5690	0.0459	-0.1267	0.2654	0.0018	1
3840320	2997.8969	1845.8677	115.5092	0.1299	-0.5147	0.0554	0.0117	0.2909	0.1058	1
3840340	2997.9231	1845.7705	115.5222	0.1405	-0.4572	0.0776	0.1331	0.3017	0.1455	1
3840360	2997.9531	1845.6848	115.5402	0.1496	-0.4091	0.0973	0.0393	0.2205	0.0736	1
3840380	2997.9829	1845.6069	115.5611	0.1135	-0.3925	0.1029	-0.3283	-0.0188	-0.0228	1
3840400	2997.9985	1845.5278	115.5814	-0.0038	-0.4219	0.0973	-0.8549	-0.3104	-0.0606	1
3840420	2997.9814	1845.4381	115.6000	-0.1941	-0.4744	0.0935	-1.1634	-0.3399	0.0056	1
3840440	2997.9209	1845.3381	115.6188	-0.3951	-0.4834	0.1000	-0.9968	0.1226	0.0713	1
3840460	2997.8233	1845.2448	115.6400	-0.5282	-0.3866	0.1119	-0.4036	0.8586	0.0670	1
3840480	2997.7096	1845.1834	115.6636	-0.5570	-0.1915	0.1197	0.1781	1.2365	0.0128	1
3840500	2997.6005	1845.1682	115.6879	-0.5109	0.0319	0.1219	0.3997	1.1134	-0.0014	1
3840520	2997.5052	1845.1962	115.7123	-0.4508	0.2221	0.1230	0.2790	0.7954	0.0106	1
3840540	2997.4202	1845.2570	115.7371	-0.4191	0.3702	0.1237	0.0358	0.6282	0.0065	1
3840560	2997.3376	1845.3443	115.7618	-0.4172	0.5038	0.1197	-0.0710	0.6574	-0.0431	1
3840580	2997.2533	1845.4585	115.7850	-0.4195	0.6486	0.1095	0.0071	0.7925	-0.0683	1
3840600	2997.1698	1845.6037	115.8056	-0.4048	0.8038	0.0978	0.1481	0.8086	-0.0576	1
3840620	2997.0914	1845.7800	115.8241	-0.3770	0.9425	0.0891	0.1774	0.6493	-0.0294	1
3840640	2997.0190	1845.9807	115.8413	-0.3585	1.0254	0.0833	0.0327	0.2429	-0.0223	1
3840660	2996.9480	1846.1902	115.8574	-0.3627	1.0194	0.0771	-0.0899	-0.2955	-0.0325	1
3840680	2996.8739	1846.3885	115.8721	-0.3850	0.9222	0.0667	-0.1405	-0.7459	-0.0687	1
3840700	2996.7940	1846.5591	115.8841	-0.4252	0.7703	0.0508	-0.2194	-0.8715	-0.0957	1
3840720	2996.7038	1846.6966	115.8924	-0.5040	0.6165	0.0325	-0.5263	-0.7284	-0.0977	1
3840740	2996.5924	1846.8057	115.8971	-0.6358	0.4937	0.0168	-0.8551	-0.4849	-0.0645	1
3840760	2996.4495	1846.8941	115.8991	-0.7839	0.3959	0.0068	-0.7806	-0.4269	-0.0360	1
3840780	2996.2789	1846.9640	115.8998	-0.8697	0.2927	0.0027	-0.1858	-0.5845	-0.0003	1
3840800	2996.1016	1847.0112	115.9002	-0.8390	0.1747	0.0033	0.5387	-0.6509	0.0054	1
3840820	2995.9433	1847.0339	115.9011	-0.7132	0.0695	0.0089	0.8618	-0.4722	0.0437	1
3840840	2995.8164	1847.0390	115.9038	-0.5630	0.0128	0.0230	0.7327	-0.1160	0.0934	1
3840860	2995.7181	1847.0391	115.9103	-0.4367	0.0172	0.0465	0.4965	0.1932	0.1495	1
3840880	2995.6417	1847.0459	115.9224	-0.3204	0.0658	0.0743	0.5748	0.3497	0.1526	1
3840900	2995.5899	1847.0654	115.9400	-0.1718	0.1263	0.0940	0.8860	0.3154	0.0664	1
3840920	2995.5730	1847.0964	115.9600	0.0225	0.1650	0.0940	1.1144	0.1160	-0.0664	1
3840940	2995.5989	1847.1314	115.9776	0.2349	0.1565	0.0743	1.0787	-0.1889	-0.1527	1
3840960	2995.6670	1847.1590	115.9897	0.4315	0.0952	0.0465	0.8968	-0.4583	-0.1494	1
3840980	2995.7715	1847.1694	115.9962	0.6028	0.0000	0.0230	0.8042	-0.5602	-0.0940	1
3841000	2995.9081	1847.1590	115.9989	0.7501	-0.0932	0.0089	0.6922	-0.4298	-0.0418	1
3841020	2996.0716	1847.1321	115.9998	0.8612	-0.1510	0.0027	0.4630	-0.1860	-0.0128	1
3841040	2996.2525	1847.0986	116.0000	0.9147	-0.1528	0.0006	0.0819	0.1754	-0.0055	1
3841060	2996.4374	1847.0710	116.0000	0.9092	-0.1056	0.0000	-0.2069	0.3715	0.0015	1
3841080	2996.6162	1847.0564	116.0000	0.8819	-0.0501	0.0000	-0.1670	0.2832	-0.0004	1
3841100	2996.7902	1847.0510	116.0000	0.8854	-0.0393	0.0000	0.1504	-0.1195	0.0001	1
3841120	2996.9704	1847.0407	116.0000	0.9444	-0.0989	0.0000	0.5007	-0.5376	-0.0000	1
3841140	2997.1680	1847.0114	116.0000	1.0242	-0.1966	0.0000	0.4497	-0.5787	0.0000	1
3841160	2997.3801	1846.9620	116.0000	1.0451	-0.2617	0.0000	-0.1139	-0.1611	-0.0000	1
3841180	2997.5860	1846.9067	116.0000	0.9413	-0.2484	0.0000	-0.9292	0.3311	0.0000	1
3841200	2997.7566	1846.8626	116.0000	0.7143	-0.1720	0.0000	-1.4622	0.5270	-0.0000	1
3841220	2997.8717	1846.8379	116.0000	0.4267	-0.0779	0.0000	-1.5449	0.4584	-0.0000	1
3841240	2997.9273	1846.8315	116.0000	0.1505	0.0078	0.0000	-1.2905	0.3858	0.0000	1
3841260	2997.9319	1846.8410	116.0000	-0.0731	0.0874	0.0000	-0.9355	0.3914	-0.0000	1
3841280	2997.8981	1846.8665	116.0000	-0.2456	0.1687	0.0000	-0.7376	0.4366	0.0000	1
3841300	2997.8336	1846.9085	116.0000	-0.3938	0.2444	0.0000	-0.6992	0.3476	-0.0000	1
3841320	2997.7405	1846.9642	116.0000	-0.5399	0.3011	0.0000	-0.7715	0.2336	0.0001	1
3841340	2997.6177	1847.0289	116.0000	-0.6744	0.3274	0.0000	-0.6724	0.0540	-0.0004	1
3841360	2997.4708	1847.0952	116.0000	-0.7452	0.3102	0.0000	-0.1520	-0.2022	0.0015	1
3841380	2997.3196	1847.1530	116.0000	-0.6930	0.2381	-0.0006	0.6464	-0.5257	-0.0055	1
3841400	2997.1936	1847.1905	115.9998	-0.5059	0.1185	-0.0027	1.3319	-0.7400	-0.0128	1
3841420	2997.1172	1847.2004	115.9989	-0.2421	-0.0106	-0.0089	1.4844	-0.6462	-0.0418	1
3841440	2997.0967	1847.1862	115.9962	0.0035	-0.0979	-0.0230	1.1000	-0.2889	-0.0940	1
3841460	2997.1186	1847.1612	115.9897	0.1598	-0.1106	-0.0465	0.4812	0.1727	-0.1494	1
3841480	2997.1606	1847.1420	115.9776	0.2134	-0.0547	-0.0743	-0.0092	0.4653	-0.1527	1
